GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2439
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BOHGMGJN_00001	asd	Cluster_143500
Operon290	BOHGMGJN_00433	tilS	Cluster_71559
Operon291	BOHGMGJN_00434	accA	Cluster_111408
Operon292	BOHGMGJN_00435	dnaE	Cluster_65352
Operon293	BOHGMGJN_00436	rnhB	Cluster_106679
Operon293	BOHGMGJN_00437	lpxB	Cluster_106679
Operon293	BOHGMGJN_00438	lpxA	Cluster_106679
Operon293	BOHGMGJN_00439	fabZ	Cluster_106679
Operon294	BOHGMGJN_00440	lpxD_1	Cluster_135031
Operon294	BOHGMGJN_00441	Unknown_Gene	Cluster_135031
Operon294	BOHGMGJN_00442	bamA_1	Cluster_135031
Operon295	BOHGMGJN_00443	rseP	Cluster_136553
Operon296	BOHGMGJN_00444	dxr	Cluster_67594
Operon296	BOHGMGJN_00445	cdsA	Cluster_67594
Operon296	BOHGMGJN_00446	ispU	Cluster_67594
Operon296	BOHGMGJN_00447	frr	Cluster_67594
Operon296	BOHGMGJN_00448	pyrH	Cluster_67594
Operon297	BOHGMGJN_00449	tsf	Cluster_65367
Operon298	BOHGMGJN_00450	rpsB	Cluster_24702
Operon299	BOHGMGJN_00451	map_2	Cluster_24702
Operon299	BOHGMGJN_00452	glnD	Cluster_24702
Operon299	BOHGMGJN_00453	dapL	Cluster_24702
Operon300	BOHGMGJN_00454	nhaK	NO_CLUSTER_ASSOCIATION_FOUND
Operon301	BOHGMGJN_00455	yffB	Cluster_167127
Operon301	BOHGMGJN_00456	dapD	Cluster_167127
Operon302	BOHGMGJN_00457	csdA	Cluster_129966
Operon302	BOHGMGJN_00458	sufE	Cluster_129966
Operon303	BOHGMGJN_00459	tcdA	Cluster_107670
Operon304	BOHGMGJN_00460	Unknown_Gene	Cluster_107670
Operon305	BOHGMGJN_00461	dapE_1	Cluster_97317
Operon305	BOHGMGJN_00462	rlmA	Cluster_97317
Operon305	BOHGMGJN_00463	Unknown_Gene	Cluster_97317
Operon306	BOHGMGJN_00464	cspA_1	Cluster_47936
Operon307	BOHGMGJN_00465	plsB	Cluster_47936
Operon308	BOHGMGJN_00466	Unknown_Gene	Cluster_133573
Operon308	BOHGMGJN_00467	Unknown_Gene	Cluster_133573
Operon309	BOHGMGJN_00468	mdtB_1	Cluster_34284
Operon309	BOHGMGJN_00469	mdtA_1	Cluster_34284
Operon310	BOHGMGJN_00470	Unknown_Gene	Cluster_34284
Operon311	BOHGMGJN_00471	Unknown_Gene	Cluster_34756
Operon312	BOHGMGJN_00472	rsmJ	Cluster_112268
Operon313	BOHGMGJN_00473	Unknown_Gene	Cluster_112268
Operon314	BOHGMGJN_00474	Unknown_Gene	Cluster_95130
Operon314	BOHGMGJN_00475	Unknown_Gene	Cluster_95130
Operon314	BOHGMGJN_00476	Unknown_Gene	Cluster_95130
Operon314	BOHGMGJN_00477	Unknown_Gene	Cluster_95130
Operon315	BOHGMGJN_00478	tsaB	Cluster_37957
Operon316	BOHGMGJN_00479	adk	Cluster_41362
Operon317	BOHGMGJN_00480	ppc	Cluster_40055
Operon318	BOHGMGJN_00481	Unknown_Gene	Cluster_40055
Operon319	BOHGMGJN_00482	Unknown_Gene	Cluster_36713
Operon320	BOHGMGJN_00483	pal_1	Cluster_153804
Operon321	BOHGMGJN_00484	Unknown_Gene	Cluster_89958
Operon321	BOHGMGJN_00485	Unknown_Gene	Cluster_89958
Operon321	BOHGMGJN_00486	Unknown_Gene	Cluster_89958
Operon322	BOHGMGJN_00487	Unknown_Gene	Cluster_168589
Operon322	BOHGMGJN_00488	Unknown_Gene	Cluster_168589
Operon323	BOHGMGJN_00489	lysS	Cluster_121698
Operon324	BOHGMGJN_00490	prfB	Cluster_28053
Operon325	BOHGMGJN_00491	cheB_1	Cluster_153176
Operon325	BOHGMGJN_00492	cheB_2	Cluster_153176
Operon325	BOHGMGJN_00493	rcsC_4	Cluster_153176
Operon325	BOHGMGJN_00494	Unknown_Gene	Cluster_153176
Operon325	BOHGMGJN_00495	wspC	Cluster_153176
Operon325	BOHGMGJN_00496	Unknown_Gene	Cluster_153176
Operon325	BOHGMGJN_00497	Unknown_Gene	Cluster_153176
Operon326	BOHGMGJN_00498	Unknown_Gene	Cluster_53313
Operon327	BOHGMGJN_00499	ydcS	Cluster_53313
Operon328	BOHGMGJN_00500	potA_2	Cluster_83381
Operon328	BOHGMGJN_00501	ydcU	Cluster_83381
Operon328	BOHGMGJN_00502	ydcV_1	Cluster_83381
Operon328	BOHGMGJN_00503	prr_1	Cluster_83381
Operon329	BOHGMGJN_00504	Unknown_Gene	Cluster_20855
Operon330	BOHGMGJN_00505	namA_1	Cluster_2361
Operon331	BOHGMGJN_00506	Unknown_Gene	Cluster_2361
Operon332	BOHGMGJN_00507	Unknown_Gene	Cluster_120224
Operon333	BOHGMGJN_00508	Unknown_Gene	Cluster_46396
Operon334	BOHGMGJN_00509	Unknown_Gene	Cluster_573
Operon335	BOHGMGJN_00510	recJ	Cluster_95140
Operon335	BOHGMGJN_00511	yaeQ	Cluster_95140
Operon336	BOHGMGJN_00512	smtB_1	Cluster_95140
Operon336	BOHGMGJN_00513	Unknown_Gene	Cluster_95140
Operon337	BOHGMGJN_00514	Unknown_Gene	Cluster_131410
Operon338	BOHGMGJN_00515	Unknown_Gene	Cluster_95816
Operon339	BOHGMGJN_00516	thrC	Cluster_145149
Operon340	BOHGMGJN_00517	hom	Cluster_128660
Operon341	BOHGMGJN_00518	dsbC	Cluster_81021
Operon342	BOHGMGJN_00519	xerD	Cluster_139617
Operon343	BOHGMGJN_00520	nhaP2_1	Cluster_139617
Operon344	BOHGMGJN_00521	Unknown_Gene	Cluster_119895
Operon345	BOHGMGJN_00522	rplS	Cluster_159543
Operon345	BOHGMGJN_00523	trmD	Cluster_159543
Operon345	BOHGMGJN_00524	rimM	Cluster_159543
Operon345	BOHGMGJN_00525	rpsP	Cluster_159543
Operon346	BOHGMGJN_00526	ffh	Cluster_38174
Operon347	BOHGMGJN_00527	Unknown_Gene	Cluster_38174
Operon347	BOHGMGJN_00528	Unknown_Gene	Cluster_38174
Operon348	BOHGMGJN_00529	yhjE	Cluster_37723
Operon349	BOHGMGJN_00530	purT	Cluster_132956
Operon350	BOHGMGJN_00531	Unknown_Gene	Cluster_132893
Operon351	BOHGMGJN_00532	Unknown_Gene	Cluster_100650
Operon351	BOHGMGJN_00533	yrdA_1	Cluster_100650
Operon351	BOHGMGJN_00534	nudL	Cluster_100650
Operon352	BOHGMGJN_00535	nudC_1	Cluster_100650
Operon352	BOHGMGJN_00536	Unknown_Gene	Cluster_100650
Operon353	BOHGMGJN_00537	shlB	Cluster_77784
Operon353	BOHGMGJN_00538	shlA	Cluster_77784
Operon354	BOHGMGJN_00539	Unknown_Gene	Cluster_105814
Operon354	BOHGMGJN_00540	Unknown_Gene	Cluster_105814
Operon355	BOHGMGJN_00541	Unknown_Gene	Cluster_105814
Operon356	BOHGMGJN_00542	oprB_1	Cluster_32803
Operon356	BOHGMGJN_00543	gcd_1	Cluster_32803
Operon357	BOHGMGJN_00544	lon_1	Cluster_58424
Operon358	BOHGMGJN_00545	Unknown_Gene	Cluster_82779
Operon359	BOHGMGJN_00546	cmoA	Cluster_124559
Operon359	BOHGMGJN_00547	cmoB	Cluster_124559
Operon360	BOHGMGJN_00548	Unknown_Gene	Cluster_30046
Operon361	BOHGMGJN_00549	czcR_1	Cluster_30046
Operon361	BOHGMGJN_00550	czcS	Cluster_30046
Operon362	BOHGMGJN_00551	pdxJ	Cluster_158851
Operon362	BOHGMGJN_00552	recO	Cluster_158851
Operon363	BOHGMGJN_00553	era	Cluster_72944
Operon363	BOHGMGJN_00554	rnc	Cluster_72944
Operon364	BOHGMGJN_00555	lepB	Cluster_67361
Operon364	BOHGMGJN_00556	lepA	Cluster_67361
Operon365	BOHGMGJN_00557	degP	Cluster_68723
Operon366	BOHGMGJN_00558	mucB	Cluster_15947
Operon366	BOHGMGJN_00559	mucA	Cluster_15947
Operon366	BOHGMGJN_00560	algU	Cluster_15947
Operon367	BOHGMGJN_00561	nadB	Cluster_15947
Operon368	BOHGMGJN_00562	sdhE	Cluster_93112
Operon369	BOHGMGJN_00563	ygfZ	Cluster_93112
Operon370	BOHGMGJN_00564	Unknown_Gene	Cluster_150061
Operon371	BOHGMGJN_00565	qseC_1	Cluster_57670
Operon371	BOHGMGJN_00566	tctD	Cluster_57670
Operon372	BOHGMGJN_00567	nicP_1	Cluster_57670
Operon372	BOHGMGJN_00568	Unknown_Gene	Cluster_57670
Operon373	BOHGMGJN_00569	Unknown_Gene	Cluster_55798
Operon373	BOHGMGJN_00570	Unknown_Gene	Cluster_55798
Operon373	BOHGMGJN_00571	Unknown_Gene	Cluster_55798
Operon374	BOHGMGJN_00572	yhcR	Cluster_123766
Operon375	BOHGMGJN_00573	ung	Cluster_98628
Operon376	BOHGMGJN_00574	caiD	Cluster_98628
Operon377	BOHGMGJN_00575	Unknown_Gene	Cluster_55076
Operon378	BOHGMGJN_00576	Unknown_Gene	Cluster_55076
Operon378	BOHGMGJN_00577	Unknown_Gene	Cluster_55076
Operon378	BOHGMGJN_00578	rsuA	Cluster_55076
Operon379	BOHGMGJN_00579	rhlA	Cluster_21891
Operon380	BOHGMGJN_00580	Unknown_Gene	Cluster_57547
Operon381	BOHGMGJN_00581	Unknown_Gene	Cluster_6616
Operon381	BOHGMGJN_00582	Unknown_Gene	Cluster_6616
Operon381	BOHGMGJN_00583	Unknown_Gene	Cluster_6616
Operon381	BOHGMGJN_00584	Unknown_Gene	Cluster_6616
Operon381	BOHGMGJN_00585	Unknown_Gene	Cluster_6616
Operon382	BOHGMGJN_00586	Unknown_Gene	Cluster_54661
Operon383	BOHGMGJN_00587	Unknown_Gene	Cluster_18074
Operon383	BOHGMGJN_00588	Unknown_Gene	Cluster_18074
Operon384	BOHGMGJN_00589	Unknown_Gene	Cluster_18074
Operon385	BOHGMGJN_00590	Unknown_Gene	Cluster_33538
Operon386	BOHGMGJN_00591	Unknown_Gene	Cluster_107187
Operon387	BOHGMGJN_00592	Unknown_Gene	Cluster_107187
Operon388	BOHGMGJN_00593	Unknown_Gene	Cluster_6993
Operon389	BOHGMGJN_00594	Unknown_Gene	Cluster_14652
Operon390	BOHGMGJN_00595	tgnB_1	Cluster_14652
Operon390	BOHGMGJN_00596	hsaB_1	Cluster_14652
Operon390	BOHGMGJN_00597	Unknown_Gene	Cluster_14652
Operon390	BOHGMGJN_00598	styD_1	Cluster_14652
Operon391	BOHGMGJN_00599	Unknown_Gene	Cluster_88319
Operon392	BOHGMGJN_00600	ribBA_1	Cluster_165798
Operon392	BOHGMGJN_00601	yjiA_1	Cluster_165798
Operon393	BOHGMGJN_00602	nfdA_1	Cluster_47603
Operon394	BOHGMGJN_00603	Unknown_Gene	Cluster_144067
Operon394	BOHGMGJN_00604	Unknown_Gene	Cluster_144067
Operon395	BOHGMGJN_00605	Unknown_Gene	Cluster_148294
Operon396	BOHGMGJN_00606	Unknown_Gene	Cluster_4686
Operon397	BOHGMGJN_00607	Unknown_Gene	Cluster_75673
Operon397	BOHGMGJN_00608	Unknown_Gene	Cluster_75673
Operon397	BOHGMGJN_00609	Unknown_Gene	Cluster_75673
Operon398	BOHGMGJN_00610	Unknown_Gene	Cluster_75673
Operon399	BOHGMGJN_00611	Unknown_Gene	Cluster_28370
Operon400	BOHGMGJN_00612	Unknown_Gene	Cluster_61123
Operon401	BOHGMGJN_00613	Unknown_Gene	Cluster_61123
Operon402	BOHGMGJN_00614	Unknown_Gene	Cluster_5929
Operon402	BOHGMGJN_00615	Unknown_Gene	Cluster_5929
Operon402	BOHGMGJN_00616	Unknown_Gene	Cluster_5929
Operon403	BOHGMGJN_00617	Unknown_Gene	Cluster_5929
Operon404	BOHGMGJN_00618	Unknown_Gene	Cluster_53773
Operon405	BOHGMGJN_00619	Unknown_Gene	Cluster_70211
Operon406	BOHGMGJN_00620	Unknown_Gene	Cluster_64062
Operon407	BOHGMGJN_00621	Unknown_Gene	Cluster_64062
Operon408	BOHGMGJN_00622	dctB_1	Cluster_126123
Operon408	BOHGMGJN_00623	dctD_1	Cluster_126123
Operon409	BOHGMGJN_00624	kgtP_1	Cluster_78946
Operon410	BOHGMGJN_00625	Unknown_Gene	Cluster_25397
Operon411	BOHGMGJN_00626	Unknown_Gene	Cluster_25397
Operon412	BOHGMGJN_00627	Unknown_Gene	Cluster_103435
Operon413	BOHGMGJN_00628	Unknown_Gene	Cluster_154568
Operon413	BOHGMGJN_00629	Unknown_Gene	Cluster_154568
Operon414	BOHGMGJN_00630	rhaS_1	Cluster_58447
Operon415	BOHGMGJN_00631	aruI_1	Cluster_106956
Operon416	BOHGMGJN_00632	gcvA_2	Cluster_106956
Operon417	BOHGMGJN_00633	Unknown_Gene	Cluster_66704
Operon418	BOHGMGJN_00634	dmlR_5	Cluster_66704
Operon418	BOHGMGJN_00635	Unknown_Gene	Cluster_66704
Operon419	BOHGMGJN_00636	Unknown_Gene	Cluster_20513
Operon420	BOHGMGJN_00637	bmr3	Cluster_20513
Operon421	BOHGMGJN_00638	ttgR	Cluster_41105
Operon422	BOHGMGJN_00639	ttgA	Cluster_41105
Operon422	BOHGMGJN_00640	ttgB_1	Cluster_41105
Operon422	BOHGMGJN_00641	ttgC	Cluster_41105
Operon423	BOHGMGJN_00642	nicP_2	Cluster_18266
Operon424	BOHGMGJN_00643	Unknown_Gene	Cluster_44975
Operon425	BOHGMGJN_00644	Unknown_Gene	Cluster_64927
Operon425	BOHGMGJN_00645	catD_1	Cluster_64927
Operon425	BOHGMGJN_00646	pcaB	Cluster_64927
Operon425	BOHGMGJN_00647	kgtP_2	Cluster_64927
Operon426	BOHGMGJN_00648	pcaF_1	Cluster_27677
Operon427	BOHGMGJN_00649	pcaK_1	Cluster_28442
Operon428	BOHGMGJN_00650	pcaR_1	Cluster_12911
Operon429	BOHGMGJN_00651	Unknown_Gene	Cluster_12911
Operon430	BOHGMGJN_00652	pitA_1	Cluster_33065
Operon431	BOHGMGJN_00653	Unknown_Gene	Cluster_73254
Operon432	BOHGMGJN_00654	mcpG	Cluster_73254
Operon433	BOHGMGJN_00655	pimC	Cluster_69521
Operon433	BOHGMGJN_00656	Unknown_Gene	Cluster_69521
Operon433	BOHGMGJN_00657	Unknown_Gene	Cluster_69521
Operon434	BOHGMGJN_00658	purU_1	Cluster_35152
Operon435	BOHGMGJN_00659	Unknown_Gene	Cluster_35152
Operon436	BOHGMGJN_00660	sbcB	Cluster_148445
Operon437	BOHGMGJN_00661	Unknown_Gene	Cluster_100648
Operon438	BOHGMGJN_00662	Unknown_Gene	Cluster_67636
Operon439	BOHGMGJN_00663	pykA	Cluster_67636
Operon440	BOHGMGJN_00664	groL	Cluster_153547
Operon441	BOHGMGJN_00665	groS	Cluster_44877
Operon442	BOHGMGJN_00666	Unknown_Gene	Cluster_141923
Operon443	BOHGMGJN_00667	Unknown_Gene	Cluster_129295
Operon444	BOHGMGJN_00668	Unknown_Gene	Cluster_75773
Operon445	BOHGMGJN_00669	Unknown_Gene	Cluster_75773
Operon445	BOHGMGJN_00670	Unknown_Gene	Cluster_75773
Operon446	BOHGMGJN_00671	mdfA	Cluster_55787
Operon447	BOHGMGJN_00672	mscS_1	Cluster_105588
Operon448	BOHGMGJN_00673	Unknown_Gene	Cluster_115642
Operon449	BOHGMGJN_00674	panE_1	Cluster_115642
Operon449	BOHGMGJN_00675	sasA_2	Cluster_115642
Operon449	BOHGMGJN_00676	cobO_2	Cluster_115642
Operon450	BOHGMGJN_00677	thiE_1	Cluster_80021
Operon450	BOHGMGJN_00678	Unknown_Gene	Cluster_80021
Operon451	BOHGMGJN_00679	argJ	Cluster_67128
Operon452	BOHGMGJN_00680	secA	Cluster_60404
Operon453	BOHGMGJN_00681	Unknown_Gene	Cluster_60404
Operon454	BOHGMGJN_00682	lpxC	Cluster_107308
Operon455	BOHGMGJN_00683	ftsZ	Cluster_148650
Operon456	BOHGMGJN_00684	ftsA	Cluster_2287
Operon456	BOHGMGJN_00685	ftsQ	Cluster_2287
Operon456	BOHGMGJN_00686	ddl	Cluster_2287
Operon456	BOHGMGJN_00687	murC	Cluster_2287
Operon456	BOHGMGJN_00688	murG	Cluster_2287
Operon456	BOHGMGJN_00689	ftsW	Cluster_2287
Operon456	BOHGMGJN_00690	murD	Cluster_2287
Operon456	BOHGMGJN_00691	mraY	Cluster_2287
Operon456	BOHGMGJN_00692	murF	Cluster_2287
Operon456	BOHGMGJN_00693	murE	Cluster_2287
Operon456	BOHGMGJN_00694	ftsI	Cluster_2287
Operon456	BOHGMGJN_00695	ftsL	Cluster_2287
Operon456	BOHGMGJN_00696	rsmH	Cluster_2287
Operon456	BOHGMGJN_00697	mraZ	Cluster_2287
Operon457	BOHGMGJN_00698	rsmI	Cluster_65186
Operon458	BOHGMGJN_00699	lpoA	Cluster_65186
Operon458	BOHGMGJN_00700	Unknown_Gene	Cluster_65186
Operon459	BOHGMGJN_00701	gmhA	Cluster_126539
Operon459	BOHGMGJN_00702	Unknown_Gene	Cluster_126539
Operon460	BOHGMGJN_00703	sspB	Cluster_105587
Operon460	BOHGMGJN_00704	sspA	Cluster_105587
Operon461	BOHGMGJN_00705	petC	Cluster_38106
Operon461	BOHGMGJN_00706	petB	Cluster_38106
Operon461	BOHGMGJN_00707	petA	Cluster_38106
Operon462	BOHGMGJN_00708	rpsI	Cluster_40381
Operon462	BOHGMGJN_00709	rplM	Cluster_40381
Operon463	BOHGMGJN_00710	tas	Cluster_40381
Operon464	BOHGMGJN_00711	cdhR_1	Cluster_108336
Operon465	BOHGMGJN_00712	zapE_1	Cluster_84010
Operon466	BOHGMGJN_00713	Unknown_Gene	Cluster_92010
Operon466	BOHGMGJN_00714	Unknown_Gene	Cluster_92010
Operon467	BOHGMGJN_00715	Unknown_Gene	Cluster_92010
Operon468	BOHGMGJN_00716	mdeA	Cluster_96111
Operon469	BOHGMGJN_00717	decR_1	Cluster_96111
Operon470	BOHGMGJN_00718	cysNC	Cluster_51283
Operon470	BOHGMGJN_00719	cysD	Cluster_51283
Operon471	BOHGMGJN_00720	Unknown_Gene	Cluster_73461
Operon472	BOHGMGJN_00721	degS	Cluster_73461
Operon473	BOHGMGJN_00722	glnQ_1	Cluster_140311
Operon473	BOHGMGJN_00723	yhdY	Cluster_140311
Operon473	BOHGMGJN_00724	Unknown_Gene	Cluster_140311
Operon474	BOHGMGJN_00725	yhdW	Cluster_26875
Operon475	BOHGMGJN_00726	estB	Cluster_26875
Operon476	BOHGMGJN_00727	rhlB_1	Cluster_116505
Operon477	BOHGMGJN_00728	moaE	Cluster_61509
Operon477	BOHGMGJN_00729	moaD	Cluster_61509
Operon477	BOHGMGJN_00730	moaC	Cluster_61509
Operon478	BOHGMGJN_00731	Unknown_Gene	Cluster_35442
Operon479	BOHGMGJN_00732	Unknown_Gene	Cluster_90591
Operon480	BOHGMGJN_00733	yaaA	Cluster_90591
Operon481	BOHGMGJN_00734	algD	Cluster_1402
Operon482	BOHGMGJN_00735	alg8	Cluster_125589
Operon482	BOHGMGJN_00736	Unknown_Gene	Cluster_125589
Operon482	BOHGMGJN_00737	algK	Cluster_125589
Operon482	BOHGMGJN_00738	algE	Cluster_125589
Operon482	BOHGMGJN_00739	algG	Cluster_125589
Operon482	BOHGMGJN_00740	algX	Cluster_125589
Operon482	BOHGMGJN_00741	algL	Cluster_125589
Operon483	BOHGMGJN_00742	patA	Cluster_66952
Operon483	BOHGMGJN_00743	algJ	Cluster_66952
Operon483	BOHGMGJN_00744	algF	Cluster_66952
Operon483	BOHGMGJN_00745	algA	Cluster_66952
Operon484	BOHGMGJN_00746	Unknown_Gene	Cluster_73241
Operon485	BOHGMGJN_00747	Unknown_Gene	Cluster_73241
Operon486	BOHGMGJN_00748	Unknown_Gene	Cluster_100970
Operon487	BOHGMGJN_00749	oprM_1	Cluster_91757
Operon487	BOHGMGJN_00750	emrA_2	Cluster_91757
Operon487	BOHGMGJN_00751	emrY	Cluster_91757
Operon488	BOHGMGJN_00752	nodD2_1	Cluster_52974
Operon489	BOHGMGJN_00753	Unknown_Gene	Cluster_52974
Operon490	BOHGMGJN_00754	aaeA_1	Cluster_62470
Operon490	BOHGMGJN_00755	Unknown_Gene	Cluster_62470
Operon490	BOHGMGJN_00756	aaeB_1	Cluster_62470
Operon490	BOHGMGJN_00757	cusC	Cluster_62470
Operon491	BOHGMGJN_00758	dmlR_6	Cluster_62470
Operon492	BOHGMGJN_00759	ghrB_1	Cluster_69761
Operon493	BOHGMGJN_00760	Unknown_Gene	Cluster_65787
Operon494	BOHGMGJN_00761	rhaR_1	Cluster_65787
Operon495	BOHGMGJN_00762	cntO_1	Cluster_70073
Operon496	BOHGMGJN_00763	Unknown_Gene	Cluster_41372
Operon496	BOHGMGJN_00764	fecI_1	Cluster_41372
Operon496	BOHGMGJN_00765	Unknown_Gene	Cluster_41372
Operon496	BOHGMGJN_00766	Unknown_Gene	Cluster_41372
Operon496	BOHGMGJN_00767	Unknown_Gene	Cluster_41372
Operon497	BOHGMGJN_00768	Unknown_Gene	Cluster_41372
Operon498	BOHGMGJN_00769	Unknown_Gene	Cluster_102032
Operon499	BOHGMGJN_00770	psiE	Cluster_14974
Operon500	BOHGMGJN_00771	Unknown_Gene	Cluster_14974
Operon501	BOHGMGJN_00772	Unknown_Gene	Cluster_122396
Operon502	BOHGMGJN_00773	Unknown_Gene	Cluster_23653
Operon503	BOHGMGJN_00774	ldh	Cluster_99997
Operon504	BOHGMGJN_00775	Unknown_Gene	Cluster_99997
Operon505	BOHGMGJN_00776	nagL_1	Cluster_107137
Operon505	BOHGMGJN_00777	Unknown_Gene	Cluster_107137
Operon505	BOHGMGJN_00778	hmgA	Cluster_107137
Operon506	BOHGMGJN_00779	kdgR_1	Cluster_107137
Operon507	BOHGMGJN_00780	Unknown_Gene	Cluster_19597
Operon508	BOHGMGJN_00781	oleB	Cluster_70045
Operon509	BOHGMGJN_00782	yohK_1	Cluster_117958
Operon509	BOHGMGJN_00783	cidA_1	Cluster_117958
Operon510	BOHGMGJN_00784	gltC_2	Cluster_117958
Operon511	BOHGMGJN_00785	Unknown_Gene	Cluster_106116
Operon512	BOHGMGJN_00786	pfyP_1	Cluster_106116
Operon513	BOHGMGJN_00787	Unknown_Gene	Cluster_146835
Operon514	BOHGMGJN_00788	Unknown_Gene	Cluster_52317
Operon515	BOHGMGJN_00789	Unknown_Gene	Cluster_52317
Operon515	BOHGMGJN_00790	folM	Cluster_52317
Operon515	BOHGMGJN_00791	Unknown_Gene	Cluster_52317
Operon515	BOHGMGJN_00792	Unknown_Gene	Cluster_52317
Operon516	BOHGMGJN_00793	Unknown_Gene	Cluster_86353
Operon517	BOHGMGJN_00794	fabV	Cluster_31687
Operon518	BOHGMGJN_00795	thlA_1	Cluster_31687
Operon519	BOHGMGJN_00796	metE	Cluster_45220
Operon520	BOHGMGJN_00797	Unknown_Gene	Cluster_45220
Operon521	BOHGMGJN_00798	yjiA_2	Cluster_132135
Operon522	BOHGMGJN_00799	Unknown_Gene	Cluster_81663
Operon522	BOHGMGJN_00800	btsT	Cluster_81663
Operon523	BOHGMGJN_00801	Unknown_Gene	Cluster_81663
Operon524	BOHGMGJN_00802	uacT_1	Cluster_39864
Operon525	BOHGMGJN_00803	radA	Cluster_70089
Operon526	BOHGMGJN_00804	mscL	Cluster_70089
Operon526	BOHGMGJN_00805	Unknown_Gene	Cluster_70089
Operon527	BOHGMGJN_00806	fpr_2	Cluster_53939
Operon528	BOHGMGJN_00807	sdiA	Cluster_53939
Operon529	BOHGMGJN_00808	rlmG	Cluster_119631
Operon530	BOHGMGJN_00809	Unknown_Gene	Cluster_25102
Operon530	BOHGMGJN_00810	cydB_1	Cluster_25102
Operon530	BOHGMGJN_00811	cydA_1	Cluster_25102
Operon531	BOHGMGJN_00812	entS_1	Cluster_25102
Operon532	BOHGMGJN_00813	adeP_1	Cluster_49013
Operon532	BOHGMGJN_00814	trmA	Cluster_49013
Operon533	BOHGMGJN_00815	pcaG	Cluster_59987
Operon533	BOHGMGJN_00816	pcaH	Cluster_59987
Operon534	BOHGMGJN_00817	Unknown_Gene	Cluster_59987
Operon535	BOHGMGJN_00818	mcpS	Cluster_71875
Operon536	BOHGMGJN_00819	ggt_1	Cluster_104828
Operon537	BOHGMGJN_00820	dmlR_7	Cluster_168677
Operon537	BOHGMGJN_00821	mdaB	Cluster_168677
Operon538	BOHGMGJN_00822	Unknown_Gene	Cluster_75810
Operon539	BOHGMGJN_00823	Unknown_Gene	Cluster_132200
Operon540	BOHGMGJN_00824	cmpR_3	Cluster_132200
Operon541	BOHGMGJN_00825	frmR	Cluster_138093
Operon542	BOHGMGJN_00826	czcD_1	Cluster_138093
Operon543	BOHGMGJN_00827	Unknown_Gene	Cluster_119647
Operon544	BOHGMGJN_00828	mmsB	Cluster_93948
Operon544	BOHGMGJN_00829	mmsA	Cluster_93948
Operon545	BOHGMGJN_00830	hdfR_1	Cluster_93948
Operon546	BOHGMGJN_00831	pal_2	Cluster_116834
Operon546	BOHGMGJN_00832	dgcN	Cluster_116834
Operon546	BOHGMGJN_00833	Unknown_Gene	Cluster_116834
Operon547	BOHGMGJN_00834	recD	Cluster_27664
Operon547	BOHGMGJN_00835	recB	Cluster_27664
Operon547	BOHGMGJN_00836	recC	Cluster_27664
Operon548	BOHGMGJN_00837	Unknown_Gene	Cluster_92843
Operon549	BOHGMGJN_00838	Unknown_Gene	Cluster_43355
Operon550	BOHGMGJN_00839	Unknown_Gene	Cluster_131215
Operon550	BOHGMGJN_00840	Unknown_Gene	Cluster_131215
Operon551	BOHGMGJN_00841	Unknown_Gene	Cluster_259
Operon552	BOHGMGJN_00842	msrQ	Cluster_131415
Operon552	BOHGMGJN_00843	msrP	Cluster_131415
Operon553	BOHGMGJN_00844	Unknown_Gene	Cluster_82968
Operon554	BOHGMGJN_00845	ilvC	Cluster_147793
Operon555	BOHGMGJN_00846	ilvH	Cluster_17408
Operon555	BOHGMGJN_00847	ilvI	Cluster_17408
Operon556	BOHGMGJN_00848	Unknown_Gene	Cluster_104901
Operon556	BOHGMGJN_00849	Unknown_Gene	Cluster_104901
Operon556	BOHGMGJN_00850	mrcB	Cluster_104901
Operon557	BOHGMGJN_00851	Unknown_Gene	Cluster_104901
Operon558	BOHGMGJN_00852	Unknown_Gene	Cluster_78931
Operon559	BOHGMGJN_00853	Unknown_Gene	Cluster_114072
Operon560	BOHGMGJN_00854	hmuV	Cluster_83164
Operon560	BOHGMGJN_00855	hmuU_1	Cluster_83164
Operon560	BOHGMGJN_00856	hmuT	Cluster_83164
Operon561	BOHGMGJN_00857	Unknown_Gene	Cluster_83164
Operon562	BOHGMGJN_00858	sfsA	Cluster_55217
Operon562	BOHGMGJN_00859	aspC	Cluster_55217
Operon563	BOHGMGJN_00860	dksA_1	Cluster_55217
Operon564	BOHGMGJN_00861	gluQ	Cluster_142773
Operon565	BOHGMGJN_00862	Unknown_Gene	Cluster_44579
Operon565	BOHGMGJN_00863	sasA_3	Cluster_44579
Operon565	BOHGMGJN_00864	zraR	Cluster_44579
Operon566	BOHGMGJN_00865	pcnB	Cluster_268
Operon566	BOHGMGJN_00866	folK	Cluster_268
Operon567	BOHGMGJN_00867	panB	Cluster_40108
Operon567	BOHGMGJN_00868	panC	Cluster_40108
Operon568	BOHGMGJN_00869	pgi	Cluster_56119
Operon569	BOHGMGJN_00870	acsA_1	Cluster_68114
Operon569	BOHGMGJN_00871	Unknown_Gene	Cluster_68114
Operon570	BOHGMGJN_00872	Unknown_Gene	Cluster_131972
