GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2798
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LIHDPOLN_00001	nanT_1	Cluster_140235
Operon268	LIHDPOLN_00431	mdtC	Cluster_24975
Operon268	LIHDPOLN_00432	mdtB_1	Cluster_24975
Operon268	LIHDPOLN_00433	mdtA_1	Cluster_24975
Operon269	LIHDPOLN_00434	tpx	Cluster_74272
Operon270	LIHDPOLN_00435	sdaC	Cluster_39796
Operon271	LIHDPOLN_00436	tyrB_1	Cluster_47933
Operon272	LIHDPOLN_00437	dpkA	Cluster_87558
Operon273	LIHDPOLN_00438	Unknown_Gene	Cluster_87558
Operon273	LIHDPOLN_00439	artJ_1	Cluster_87558
Operon274	LIHDPOLN_00440	hisQ_1	Cluster_86527
Operon274	LIHDPOLN_00441	occM_1	Cluster_86527
Operon274	LIHDPOLN_00442	dadA_1	Cluster_86527
Operon274	LIHDPOLN_00443	glnQ_1	Cluster_86527
Operon275	LIHDPOLN_00444	puuD_1	Cluster_15578
Operon276	LIHDPOLN_00445	Unknown_Gene	Cluster_14668
Operon277	LIHDPOLN_00446	gudP_2	Cluster_113339
Operon278	LIHDPOLN_00447	garD_2	Cluster_130966
Operon279	LIHDPOLN_00448	Unknown_Gene	Cluster_78462
Operon280	LIHDPOLN_00449	lutR_1	Cluster_60438
Operon281	LIHDPOLN_00450	Unknown_Gene	Cluster_60438
Operon282	LIHDPOLN_00451	Unknown_Gene	Cluster_131531
Operon283	LIHDPOLN_00452	Unknown_Gene	Cluster_52696
Operon284	LIHDPOLN_00453	pcpR_1	Cluster_52696
Operon285	LIHDPOLN_00454	Unknown_Gene	Cluster_52329
Operon286	LIHDPOLN_00455	Unknown_Gene	Cluster_52329
Operon287	LIHDPOLN_00456	Unknown_Gene	Cluster_82286
Operon288	LIHDPOLN_00457	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon288	LIHDPOLN_00458	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon289	LIHDPOLN_00459	betI_1	Cluster_12925
Operon290	LIHDPOLN_00460	caiT	Cluster_12925
Operon291	LIHDPOLN_00461	Unknown_Gene	Cluster_132155
Operon291	LIHDPOLN_00462	Unknown_Gene	Cluster_132155
Operon292	LIHDPOLN_00463	envC	Cluster_159421
Operon292	LIHDPOLN_00464	gpmI	Cluster_159421
Operon293	LIHDPOLN_00465	yibN	Cluster_57264
Operon293	LIHDPOLN_00466	grxC	Cluster_57264
Operon293	LIHDPOLN_00467	secB	Cluster_57264
Operon294	LIHDPOLN_00468	trmL	Cluster_133577
Operon295	LIHDPOLN_00469	Unknown_Gene	Cluster_133577
Operon296	LIHDPOLN_00470	glnG_1	Cluster_23523
Operon296	LIHDPOLN_00471	glnL	Cluster_23523
Operon297	LIHDPOLN_00472	glnA	Cluster_13482
Operon298	LIHDPOLN_00473	thiI	Cluster_13482
Operon299	LIHDPOLN_00474	typA	Cluster_97279
Operon300	LIHDPOLN_00475	Unknown_Gene	Cluster_95889
Operon301	LIHDPOLN_00476	malP	Cluster_95889
Operon302	LIHDPOLN_00477	fbp_1	Cluster_38209
Operon302	LIHDPOLN_00478	Unknown_Gene	Cluster_38209
Operon303	LIHDPOLN_00479	Unknown_Gene	Cluster_49999
Operon303	LIHDPOLN_00480	blc_1	Cluster_49999
Operon304	LIHDPOLN_00481	Unknown_Gene	Cluster_109837
Operon305	LIHDPOLN_00482	dasR	Cluster_109837
Operon305	LIHDPOLN_00483	ves	Cluster_109837
Operon306	LIHDPOLN_00484	hutU	Cluster_16953
Operon307	LIHDPOLN_00485	hutH	Cluster_111149
Operon308	LIHDPOLN_00486	proY_1	Cluster_84583
Operon308	LIHDPOLN_00487	hutI	Cluster_84583
Operon308	LIHDPOLN_00488	Unknown_Gene	Cluster_84583
Operon309	LIHDPOLN_00489	Unknown_Gene	Cluster_109139
Operon310	LIHDPOLN_00490	pip	Cluster_109139
Operon310	LIHDPOLN_00491	dtd	Cluster_109139
Operon311	LIHDPOLN_00492	mdoG	Cluster_34557
Operon311	LIHDPOLN_00493	opgH	Cluster_34557
Operon312	LIHDPOLN_00494	fliY_1	Cluster_41708
Operon313	LIHDPOLN_00495	Unknown_Gene	Cluster_131266
Operon313	LIHDPOLN_00496	glnQ_2	Cluster_131266
Operon314	LIHDPOLN_00497	mcpQ_1	Cluster_48758
Operon315	LIHDPOLN_00498	mcpQ_2	Cluster_116181
Operon316	LIHDPOLN_00499	Unknown_Gene	Cluster_135995
Operon316	LIHDPOLN_00500	tatC_1	Cluster_135995
Operon316	LIHDPOLN_00501	tatB_1	Cluster_135995
Operon316	LIHDPOLN_00502	tatA_1	Cluster_135995
Operon316	LIHDPOLN_00503	hisE	Cluster_135995
Operon316	LIHDPOLN_00504	hisI	Cluster_135995
Operon317	LIHDPOLN_00505	ubiB	Cluster_99387
Operon317	LIHDPOLN_00506	ubiJ	Cluster_99387
Operon317	LIHDPOLN_00507	ubiE	Cluster_99387
Operon318	LIHDPOLN_00508	Unknown_Gene	Cluster_99387
Operon319	LIHDPOLN_00509	Unknown_Gene	Cluster_67194
Operon320	LIHDPOLN_00510	Unknown_Gene	Cluster_67194
Operon320	LIHDPOLN_00511	Unknown_Gene	Cluster_67194
Operon321	LIHDPOLN_00512	Unknown_Gene	Cluster_144505
Operon321	LIHDPOLN_00513	phaC_1	Cluster_144505
Operon321	LIHDPOLN_00514	catD_1	Cluster_144505
Operon322	LIHDPOLN_00515	phaC_2	Cluster_37965
Operon323	LIHDPOLN_00516	Unknown_Gene	Cluster_64138
Operon324	LIHDPOLN_00517	hslU	Cluster_133576
Operon325	LIHDPOLN_00518	hslV	Cluster_75872
Operon326	LIHDPOLN_00519	pyrC'	Cluster_23424
Operon326	LIHDPOLN_00520	pyrB	Cluster_23424
Operon326	LIHDPOLN_00521	pyrR	Cluster_23424
Operon326	LIHDPOLN_00522	yqgF	Cluster_23424
Operon326	LIHDPOLN_00523	Unknown_Gene	Cluster_23424
Operon327	LIHDPOLN_00524	Unknown_Gene	Cluster_123089
Operon328	LIHDPOLN_00525	gshB	Cluster_81083
Operon329	LIHDPOLN_00526	phoP_1	Cluster_81083
Operon329	LIHDPOLN_00527	pleD_1	Cluster_81083
Operon329	LIHDPOLN_00528	Unknown_Gene	Cluster_81083
Operon329	LIHDPOLN_00529	Unknown_Gene	Cluster_81083
Operon329	LIHDPOLN_00530	rcsC_4	Cluster_81083
Operon329	LIHDPOLN_00531	Unknown_Gene	Cluster_81083
Operon330	LIHDPOLN_00532	Unknown_Gene	Cluster_78993
Operon331	LIHDPOLN_00533	rsmE	Cluster_84336
Operon332	LIHDPOLN_00534	bioA	Cluster_131428
Operon333	LIHDPOLN_00535	Unknown_Gene	Cluster_55455
Operon334	LIHDPOLN_00536	mnmC_1	Cluster_55455
Operon335	LIHDPOLN_00537	yceJ	Cluster_29075
Operon335	LIHDPOLN_00538	yceI	Cluster_29075
Operon336	LIHDPOLN_00539	rhlE_1	Cluster_52646
Operon337	LIHDPOLN_00540	Unknown_Gene	Cluster_156192
Operon337	LIHDPOLN_00541	Unknown_Gene	Cluster_156192
Operon338	LIHDPOLN_00542	metF	Cluster_110544
Operon339	LIHDPOLN_00543	ahcY	Cluster_32604
Operon340	LIHDPOLN_00544	Unknown_Gene	Cluster_32604
Operon341	LIHDPOLN_00545	nhaP	Cluster_62454
Operon342	LIHDPOLN_00546	Unknown_Gene	Cluster_62454
Operon342	LIHDPOLN_00547	Unknown_Gene	Cluster_62454
Operon343	LIHDPOLN_00548	mltA	Cluster_103596
Operon344	LIHDPOLN_00549	cycA_2	Cluster_103596
Operon345	LIHDPOLN_00550	yqjC	Cluster_93940
Operon346	LIHDPOLN_00551	ligB	Cluster_86340
Operon347	LIHDPOLN_00552	metK	Cluster_49021
Operon347	LIHDPOLN_00553	COQ3_1	Cluster_49021
Operon348	LIHDPOLN_00554	tktA	Cluster_49021
Operon349	LIHDPOLN_00555	epd	Cluster_83377
Operon349	LIHDPOLN_00556	pgk	Cluster_83377
Operon349	LIHDPOLN_00557	Unknown_Gene	Cluster_83377
Operon350	LIHDPOLN_00558	Unknown_Gene	Cluster_144504
Operon351	LIHDPOLN_00559	cbbA	Cluster_116342
Operon352	LIHDPOLN_00560	rcsC_5	Cluster_54058
Operon352	LIHDPOLN_00561	ygjP	Cluster_54058
Operon352	LIHDPOLN_00562	Unknown_Gene	Cluster_54058
Operon353	LIHDPOLN_00563	elaA	Cluster_80575
Operon354	LIHDPOLN_00564	Unknown_Gene	Cluster_80575
Operon355	LIHDPOLN_00565	yccS	Cluster_97278
Operon356	LIHDPOLN_00566	Unknown_Gene	Cluster_131511
Operon357	LIHDPOLN_00567	dbpA	Cluster_87754
Operon357	LIHDPOLN_00568	hsrA_1	Cluster_87754
Operon358	LIHDPOLN_00569	Unknown_Gene	Cluster_3112
Operon358	LIHDPOLN_00570	Unknown_Gene	Cluster_3112
Operon358	LIHDPOLN_00571	dmdC_2	Cluster_3112
Operon359	LIHDPOLN_00572	Unknown_Gene	Cluster_3112
Operon360	LIHDPOLN_00573	Unknown_Gene	Cluster_122086
Operon361	LIHDPOLN_00574	putA	Cluster_23256
Operon362	LIHDPOLN_00575	putP	Cluster_23256
Operon363	LIHDPOLN_00576	Unknown_Gene	Cluster_65688
Operon364	LIHDPOLN_00577	rlmJ	Cluster_65688
Operon365	LIHDPOLN_00578	tobZ	Cluster_48417
Operon365	LIHDPOLN_00579	mshA_2	Cluster_48417
Operon365	LIHDPOLN_00580	Unknown_Gene	Cluster_48417
Operon365	LIHDPOLN_00581	Unknown_Gene	Cluster_48417
Operon365	LIHDPOLN_00582	Unknown_Gene	Cluster_48417
Operon366	LIHDPOLN_00583	Unknown_Gene	Cluster_141934
Operon366	LIHDPOLN_00584	mshA_3	Cluster_141934
Operon367	LIHDPOLN_00585	Unknown_Gene	Cluster_116226
Operon368	LIHDPOLN_00586	Unknown_Gene	Cluster_116226
Operon368	LIHDPOLN_00587	msbA	Cluster_116226
Operon369	LIHDPOLN_00588	hldE	Cluster_95823
Operon370	LIHDPOLN_00589	Unknown_Gene	Cluster_152424
Operon371	LIHDPOLN_00590	Unknown_Gene	Cluster_33528
Operon371	LIHDPOLN_00591	Unknown_Gene	Cluster_33528
Operon372	LIHDPOLN_00592	Unknown_Gene	Cluster_33528
Operon373	LIHDPOLN_00593	Unknown_Gene	Cluster_126044
Operon374	LIHDPOLN_00594	yhaJ_1	Cluster_126044
Operon374	LIHDPOLN_00595	waaA	Cluster_126044
Operon375	LIHDPOLN_00596	tolC_1	Cluster_16607
Operon376	LIHDPOLN_00597	thiC	Cluster_16607
Operon377	LIHDPOLN_00598	Unknown_Gene	Cluster_84561
Operon378	LIHDPOLN_00599	Unknown_Gene	Cluster_65581
Operon379	LIHDPOLN_00600	nudF	Cluster_65581
Operon379	LIHDPOLN_00601	Unknown_Gene	Cluster_65581
Operon379	LIHDPOLN_00602	cpdA_1	Cluster_65581
Operon380	LIHDPOLN_00603	Unknown_Gene	Cluster_46108
Operon380	LIHDPOLN_00604	parE	Cluster_46108
Operon380	LIHDPOLN_00605	Unknown_Gene	Cluster_46108
Operon380	LIHDPOLN_00606	Unknown_Gene	Cluster_46108
Operon380	LIHDPOLN_00607	parC	Cluster_46108
Operon381	LIHDPOLN_00608	Unknown_Gene	Cluster_71683
Operon382	LIHDPOLN_00609	Unknown_Gene	Cluster_92407
Operon383	LIHDPOLN_00610	Unknown_Gene	Cluster_92407
Operon384	LIHDPOLN_00611	psd	Cluster_95532
Operon384	LIHDPOLN_00612	rhdA	Cluster_95532
Operon384	LIHDPOLN_00613	Unknown_Gene	Cluster_95532
Operon385	LIHDPOLN_00614	motA	Cluster_95532
Operon385	LIHDPOLN_00615	motB_1	Cluster_95532
Operon386	LIHDPOLN_00616	rsgA	Cluster_103535
Operon387	LIHDPOLN_00617	orn	Cluster_103535
Operon388	LIHDPOLN_00618	Unknown_Gene	Cluster_123088
Operon389	LIHDPOLN_00619	queG	Cluster_141957
Operon390	LIHDPOLN_00620	nnr	Cluster_141957
Operon390	LIHDPOLN_00621	tsaE	Cluster_141957
Operon390	LIHDPOLN_00622	amiC_1	Cluster_141957
Operon390	LIHDPOLN_00623	mutL	Cluster_141957
Operon390	LIHDPOLN_00624	miaA	Cluster_141957
Operon391	LIHDPOLN_00625	hfq	Cluster_120401
Operon391	LIHDPOLN_00626	hflX	Cluster_120401
Operon392	LIHDPOLN_00627	hflK	Cluster_119634
Operon392	LIHDPOLN_00628	hflC	Cluster_119634
Operon393	LIHDPOLN_00629	hisZ	Cluster_31702
Operon394	LIHDPOLN_00630	purA	Cluster_149304
Operon395	LIHDPOLN_00631	Unknown_Gene	Cluster_40870
Operon396	LIHDPOLN_00632	Unknown_Gene	Cluster_65516
Operon396	LIHDPOLN_00633	fbpA	Cluster_65516
Operon397	LIHDPOLN_00634	Unknown_Gene	Cluster_124633
Operon398	LIHDPOLN_00635	Unknown_Gene	Cluster_37717
Operon399	LIHDPOLN_00636	rnr	Cluster_37717
Operon399	LIHDPOLN_00637	rlmB	Cluster_37717
Operon400	LIHDPOLN_00638	rpsF	Cluster_30872
Operon400	LIHDPOLN_00639	rpsR	Cluster_30872
Operon400	LIHDPOLN_00640	Unknown_Gene	Cluster_30872
Operon400	LIHDPOLN_00641	rplI	Cluster_30872
Operon401	LIHDPOLN_00642	dnaB_1	Cluster_107675
Operon402	LIHDPOLN_00643	atm1	NO_CLUSTER_ASSOCIATION_FOUND
Operon403	LIHDPOLN_00644	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon404	LIHDPOLN_00645	Unknown_Gene	Cluster_142702
Operon405	LIHDPOLN_00646	Unknown_Gene	Cluster_61207
Operon406	LIHDPOLN_00647	Unknown_Gene	Cluster_61207
Operon407	LIHDPOLN_00648	nadE	Cluster_12870
Operon407	LIHDPOLN_00649	pncB2	Cluster_12870
Operon408	LIHDPOLN_00650	braC_1	Cluster_12870
Operon409	LIHDPOLN_00651	livH_1	Cluster_80979
Operon409	LIHDPOLN_00652	Unknown_Gene	Cluster_80979
Operon409	LIHDPOLN_00653	glnQ_3	Cluster_80979
Operon409	LIHDPOLN_00654	livF_1	Cluster_80979
Operon410	LIHDPOLN_00655	sdh	Cluster_7338
Operon411	LIHDPOLN_00656	ce	Cluster_158867
Operon411	LIHDPOLN_00657	fabR	Cluster_158867
Operon412	LIHDPOLN_00658	Unknown_Gene	Cluster_25598
Operon413	LIHDPOLN_00659	Unknown_Gene	Cluster_25598
Operon414	LIHDPOLN_00660	Unknown_Gene	Cluster_159666
Operon414	LIHDPOLN_00661	osmE	Cluster_159666
Operon415	LIHDPOLN_00662	lips	Cluster_100073
Operon416	LIHDPOLN_00663	Unknown_Gene	Cluster_98017
Operon417	LIHDPOLN_00664	nimR_1	Cluster_98017
Operon418	LIHDPOLN_00665	psiF	Cluster_143625
Operon419	LIHDPOLN_00666	Unknown_Gene	Cluster_138087
Operon420	LIHDPOLN_00667	dnaK_1	Cluster_75780
Operon421	LIHDPOLN_00668	cbpA	Cluster_75780
Operon421	LIHDPOLN_00669	cbpM	Cluster_75780
Operon422	LIHDPOLN_00670	Unknown_Gene	Cluster_167864
Operon422	LIHDPOLN_00671	livF_2	Cluster_167864
Operon423	LIHDPOLN_00672	lptB_1	Cluster_90277
Operon423	LIHDPOLN_00673	Unknown_Gene	Cluster_90277
Operon423	LIHDPOLN_00674	Unknown_Gene	Cluster_90277
Operon424	LIHDPOLN_00675	amiC_2	Cluster_64555
Operon425	LIHDPOLN_00676	cycA_3	Cluster_46650
Operon426	LIHDPOLN_00677	Unknown_Gene	Cluster_147073
Operon427	LIHDPOLN_00678	btuB_1	Cluster_140927
Operon428	LIHDPOLN_00679	Unknown_Gene	Cluster_51656
Operon428	LIHDPOLN_00680	Unknown_Gene	Cluster_51656
Operon428	LIHDPOLN_00681	Unknown_Gene	Cluster_51656
Operon429	LIHDPOLN_00682	qmcA	Cluster_48757
Operon429	LIHDPOLN_00683	Unknown_Gene	Cluster_48757
Operon430	LIHDPOLN_00684	cobK	Cluster_37943
Operon430	LIHDPOLN_00685	cbiD	Cluster_37943
Operon430	LIHDPOLN_00686	cobL	Cluster_37943
Operon431	LIHDPOLN_00687	sir_1	Cluster_37943
Operon431	LIHDPOLN_00688	cobH	Cluster_37943
Operon431	LIHDPOLN_00689	cobI	Cluster_37943
Operon431	LIHDPOLN_00690	cysG_1	Cluster_37943
Operon432	LIHDPOLN_00691	Unknown_Gene	Cluster_121977
Operon433	LIHDPOLN_00692	Unknown_Gene	Cluster_146940
Operon433	LIHDPOLN_00693	Unknown_Gene	Cluster_146940
Operon434	LIHDPOLN_00694	Unknown_Gene	Cluster_119009
Operon435	LIHDPOLN_00695	rcsC_6	Cluster_83441
Operon436	LIHDPOLN_00696	purD	Cluster_67155
Operon437	LIHDPOLN_00697	purH	Cluster_168425
Operon437	LIHDPOLN_00698	fis	Cluster_168425
Operon437	LIHDPOLN_00699	dusB	Cluster_168425
Operon438	LIHDPOLN_00700	Unknown_Gene	Cluster_159665
Operon438	LIHDPOLN_00701	prmA	Cluster_159665
Operon439	LIHDPOLN_00702	Unknown_Gene	Cluster_83400
Operon440	LIHDPOLN_00703	cidA_1	Cluster_83400
Operon440	LIHDPOLN_00704	yohK_1	Cluster_83400
Operon440	LIHDPOLN_00705	Unknown_Gene	Cluster_83400
Operon441	LIHDPOLN_00706	Unknown_Gene	Cluster_32705
Operon441	LIHDPOLN_00707	Unknown_Gene	Cluster_32705
Operon442	LIHDPOLN_00708	proA_1	Cluster_32705
Operon442	LIHDPOLN_00709	nadD	Cluster_32705
Operon442	LIHDPOLN_00710	rsfS	Cluster_32705
Operon442	LIHDPOLN_00711	rlmH	Cluster_32705
Operon442	LIHDPOLN_00712	mrdA_1	Cluster_32705
Operon442	LIHDPOLN_00713	mrdB	Cluster_32705
Operon442	LIHDPOLN_00714	mltB	Cluster_32705
Operon442	LIHDPOLN_00715	rlpA_1	Cluster_32705
Operon443	LIHDPOLN_00716	dacC_1	Cluster_37754
Operon444	LIHDPOLN_00717	Unknown_Gene	Cluster_135669
Operon444	LIHDPOLN_00718	lipB	Cluster_135669
Operon444	LIHDPOLN_00719	lipA_1	Cluster_135669
Operon445	LIHDPOLN_00720	ykfA	Cluster_121941
Operon446	LIHDPOLN_00721	Unknown_Gene	Cluster_145953
Operon447	LIHDPOLN_00722	Unknown_Gene	Cluster_107762
Operon448	LIHDPOLN_00723	holA	Cluster_161874
Operon448	LIHDPOLN_00724	lptE	Cluster_161874
Operon449	LIHDPOLN_00725	leuS	Cluster_49307
Operon450	LIHDPOLN_00726	Unknown_Gene	Cluster_49307
Operon451	LIHDPOLN_00727	Unknown_Gene	Cluster_87620
Operon452	LIHDPOLN_00728	lnt	Cluster_62453
Operon452	LIHDPOLN_00729	corC	Cluster_62453
Operon452	LIHDPOLN_00730	ybeY	Cluster_62453
Operon452	LIHDPOLN_00731	ybeZ	Cluster_62453
Operon453	LIHDPOLN_00732	Unknown_Gene	Cluster_62453
Operon454	LIHDPOLN_00733	Unknown_Gene	Cluster_59621
Operon455	LIHDPOLN_00734	hemL	Cluster_35576
Operon455	LIHDPOLN_00735	thiE_1	Cluster_35576
Operon455	LIHDPOLN_00736	thiD	Cluster_35576
Operon456	LIHDPOLN_00737	rcsC_7	Cluster_35576
Operon457	LIHDPOLN_00738	Unknown_Gene	Cluster_150684
Operon458	LIHDPOLN_00739	Unknown_Gene	Cluster_42424
Operon458	LIHDPOLN_00740	Unknown_Gene	Cluster_42424
Operon459	LIHDPOLN_00741	Unknown_Gene	Cluster_4689
Operon460	LIHDPOLN_00742	aidB	Cluster_4689
Operon461	LIHDPOLN_00743	amn	Cluster_65831
Operon461	LIHDPOLN_00744	rluE	Cluster_65831
Operon462	LIHDPOLN_00745	Unknown_Gene	Cluster_150775
Operon463	LIHDPOLN_00746	lrp_1	Cluster_19236
Operon464	LIHDPOLN_00747	Unknown_Gene	Cluster_19236
Operon465	LIHDPOLN_00748	fieF	Cluster_98669
Operon465	LIHDPOLN_00749	Unknown_Gene	Cluster_98669
Operon466	LIHDPOLN_00750	hrpB_1	Cluster_98669
Operon467	LIHDPOLN_00751	Unknown_Gene	Cluster_58538
Operon467	LIHDPOLN_00752	Unknown_Gene	Cluster_58538
Operon467	LIHDPOLN_00753	Unknown_Gene	Cluster_58538
Operon467	LIHDPOLN_00754	Unknown_Gene	Cluster_58538
Operon468	LIHDPOLN_00755	hrpB_2	Cluster_95355
Operon469	LIHDPOLN_00756	Unknown_Gene	Cluster_51021
Operon470	LIHDPOLN_00757	Unknown_Gene	Cluster_51021
Operon470	LIHDPOLN_00758	Unknown_Gene	Cluster_51021
Operon471	LIHDPOLN_00759	cpdA_2	Cluster_131650
Operon472	LIHDPOLN_00760	Unknown_Gene	Cluster_64635
Operon473	LIHDPOLN_00761	Unknown_Gene	Cluster_64635
Operon474	LIHDPOLN_00762	fdhA_1	Cluster_5940
Operon475	LIHDPOLN_00763	Unknown_Gene	Cluster_132130
Operon476	LIHDPOLN_00764	Unknown_Gene	Cluster_123097
Operon477	LIHDPOLN_00765	Unknown_Gene	Cluster_43805
Operon478	LIHDPOLN_00766	Unknown_Gene	Cluster_43805
Operon479	LIHDPOLN_00767	Unknown_Gene	Cluster_22213
Operon479	LIHDPOLN_00768	Unknown_Gene	Cluster_22213
Operon479	LIHDPOLN_00769	pncC_1	Cluster_22213
Operon480	LIHDPOLN_00770	ydaD_1	Cluster_42721
Operon481	LIHDPOLN_00771	yraA	Cluster_161275
Operon481	LIHDPOLN_00772	Unknown_Gene	Cluster_161275
Operon482	LIHDPOLN_00773	Unknown_Gene	Cluster_60512
Operon482	LIHDPOLN_00774	Unknown_Gene	Cluster_60512
Operon482	LIHDPOLN_00775	Unknown_Gene	Cluster_60512
Operon483	LIHDPOLN_00776	Unknown_Gene	Cluster_10838
Operon484	LIHDPOLN_00777	Unknown_Gene	Cluster_74930
Operon485	LIHDPOLN_00778	Unknown_Gene	Cluster_74930
Operon486	LIHDPOLN_00779	glnG_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon487	LIHDPOLN_00780	tyrS	Cluster_53309
Operon488	LIHDPOLN_00781	mepM	Cluster_53309
Operon488	LIHDPOLN_00782	anmK	Cluster_53309
Operon489	LIHDPOLN_00783	erpA	Cluster_85791
Operon490	LIHDPOLN_00784	argC_1	Cluster_88133
Operon491	LIHDPOLN_00785	Unknown_Gene	Cluster_88133
Operon491	LIHDPOLN_00786	Unknown_Gene	Cluster_88133
Operon492	LIHDPOLN_00787	isfD	Cluster_140022
Operon493	LIHDPOLN_00788	Unknown_Gene	Cluster_142110
Operon494	LIHDPOLN_00789	coq7	Cluster_141921
Operon494	LIHDPOLN_00790	Unknown_Gene	Cluster_141921
Operon495	LIHDPOLN_00791	yhfA	Cluster_63654
Operon496	LIHDPOLN_00792	vfr	Cluster_63654
Operon497	LIHDPOLN_00793	Unknown_Gene	Cluster_84027
Operon498	LIHDPOLN_00794	trpC	Cluster_21854
Operon498	LIHDPOLN_00795	trpD_1	Cluster_21854
Operon498	LIHDPOLN_00796	trpG	Cluster_21854
Operon499	LIHDPOLN_00797	estP	Cluster_21854
Operon500	LIHDPOLN_00798	trpE	Cluster_138787
Operon501	LIHDPOLN_00799	gph_1	Cluster_45935
Operon501	LIHDPOLN_00800	rpe	Cluster_45935
Operon502	LIHDPOLN_00801	ydcV_1	Cluster_58832
Operon502	LIHDPOLN_00802	Unknown_Gene	Cluster_58832
Operon503	LIHDPOLN_00803	potD_1	Cluster_161022
Operon503	LIHDPOLN_00804	potA_1	Cluster_161022
Operon504	LIHDPOLN_00805	uvrY	Cluster_98161
Operon504	LIHDPOLN_00806	mltF_1	Cluster_98161
Operon505	LIHDPOLN_00807	Unknown_Gene	Cluster_98161
Operon506	LIHDPOLN_00808	djlA	Cluster_95408
Operon506	LIHDPOLN_00809	murU	Cluster_95408
Operon506	LIHDPOLN_00810	amgK	Cluster_95408
Operon507	LIHDPOLN_00811	lptD	Cluster_95408
Operon507	LIHDPOLN_00812	surA_2	Cluster_95408
Operon507	LIHDPOLN_00813	pdxA	Cluster_95408
Operon507	LIHDPOLN_00814	rsmA	Cluster_95408
Operon508	LIHDPOLN_00815	apaG	Cluster_57456
Operon508	LIHDPOLN_00816	apaH_1	Cluster_57456
Operon508	LIHDPOLN_00817	glpE_1	Cluster_57456
Operon509	LIHDPOLN_00818	Unknown_Gene	Cluster_34797
Operon510	LIHDPOLN_00819	Unknown_Gene	Cluster_88779
Operon510	LIHDPOLN_00820	Unknown_Gene	Cluster_88779
Operon511	LIHDPOLN_00821	cca	Cluster_150173
Operon512	LIHDPOLN_00822	sulD	Cluster_134634
Operon512	LIHDPOLN_00823	folB	Cluster_134634
Operon513	LIHDPOLN_00824	plsY	Cluster_134634
Operon514	LIHDPOLN_00825	tsaD	Cluster_57307
Operon515	LIHDPOLN_00826	rpsU	Cluster_57307
Operon516	LIHDPOLN_00827	dnaG_1	Cluster_31181
Operon517	LIHDPOLN_00828	rpoD	Cluster_140056
Operon518	LIHDPOLN_00829	mltF_2	Cluster_49329
Operon518	LIHDPOLN_00830	Unknown_Gene	Cluster_49329
Operon519	LIHDPOLN_00831	decR_1	Cluster_15162
Operon520	LIHDPOLN_00832	Unknown_Gene	Cluster_5999
Operon521	LIHDPOLN_00833	iaaM	Cluster_5999
Operon521	LIHDPOLN_00834	ramA_2	Cluster_5999
Operon522	LIHDPOLN_00835	Unknown_Gene	Cluster_148543
Operon523	LIHDPOLN_00836	pqqB	Cluster_27644
Operon524	LIHDPOLN_00837	pqqC	Cluster_135859
Operon524	LIHDPOLN_00838	pqqD	Cluster_135859
Operon524	LIHDPOLN_00839	pqqE	Cluster_135859
Operon524	LIHDPOLN_00840	Unknown_Gene	Cluster_135859
Operon525	LIHDPOLN_00841	Unknown_Gene	Cluster_80055
Operon526	LIHDPOLN_00842	Unknown_Gene	Cluster_81676
Operon527	LIHDPOLN_00843	argD_1	Cluster_55414
Operon528	LIHDPOLN_00844	hdfR_1	Cluster_55414
Operon529	LIHDPOLN_00845	dmdC_3	Cluster_99994
Operon530	LIHDPOLN_00846	Unknown_Gene	Cluster_69593
Operon531	LIHDPOLN_00847	dmdC_4	Cluster_33821
Operon532	LIHDPOLN_00848	Unknown_Gene	Cluster_62829
Operon533	LIHDPOLN_00849	bioD1	Cluster_124655
Operon533	LIHDPOLN_00850	bioC	Cluster_124655
Operon533	LIHDPOLN_00851	bioH	Cluster_124655
Operon533	LIHDPOLN_00852	bioF	Cluster_124655
Operon533	LIHDPOLN_00853	bioB	Cluster_124655
Operon534	LIHDPOLN_00854	Unknown_Gene	Cluster_124655
Operon535	LIHDPOLN_00855	modE	Cluster_146928
Operon536	LIHDPOLN_00856	srkA	Cluster_67765
Operon537	LIHDPOLN_00857	rarD_1	Cluster_142787
Operon538	LIHDPOLN_00858	Unknown_Gene	Cluster_14635
Operon539	LIHDPOLN_00859	glcB_1	Cluster_14635
Operon540	LIHDPOLN_00860	rssB_1	Cluster_100579
Operon541	LIHDPOLN_00861	Unknown_Gene	Cluster_100579
Operon541	LIHDPOLN_00862	dinG_1	Cluster_100579
Operon542	LIHDPOLN_00863	fecI_2	Cluster_47554
Operon542	LIHDPOLN_00864	fecR_2	Cluster_47554
Operon543	LIHDPOLN_00865	fhuA_1	Cluster_84558
Operon543	LIHDPOLN_00866	Unknown_Gene	Cluster_84558
Operon543	LIHDPOLN_00867	Unknown_Gene	Cluster_84558
Operon544	LIHDPOLN_00868	Unknown_Gene	Cluster_140414
Operon545	LIHDPOLN_00869	kdkA_1	Cluster_50305
