GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2523
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	CPKLKDOD_00001	nanT_1	Cluster_140235
Operon276	CPKLKDOD_00431	Unknown_Gene	Cluster_105766
Operon277	CPKLKDOD_00432	Unknown_Gene	Cluster_131409
Operon278	CPKLKDOD_00433	nhaA_1	Cluster_29728
Operon279	CPKLKDOD_00434	slyB	Cluster_85073
Operon280	CPKLKDOD_00435	Unknown_Gene	Cluster_85073
Operon281	CPKLKDOD_00436	pdxH	Cluster_117618
Operon281	CPKLKDOD_00437	pal_1	Cluster_117618
Operon282	CPKLKDOD_00438	yfeW	Cluster_109841
Operon283	CPKLKDOD_00439	Unknown_Gene	Cluster_130822
Operon284	CPKLKDOD_00440	dinG_1	Cluster_118128
Operon285	CPKLKDOD_00441	Unknown_Gene	Cluster_118128
Operon286	CPKLKDOD_00442	Unknown_Gene	Cluster_117807
Operon286	CPKLKDOD_00443	Unknown_Gene	Cluster_117807
Operon287	CPKLKDOD_00444	ompA_1	Cluster_125416
Operon288	CPKLKDOD_00445	pal_2	Cluster_78356
Operon289	CPKLKDOD_00446	Unknown_Gene	Cluster_78356
Operon289	CPKLKDOD_00447	Unknown_Gene	Cluster_78356
Operon289	CPKLKDOD_00448	Unknown_Gene	Cluster_78356
Operon289	CPKLKDOD_00449	Unknown_Gene	Cluster_78356
Operon290	CPKLKDOD_00450	cysK_1	Cluster_71815
Operon290	CPKLKDOD_00451	rfnT	Cluster_71815
Operon290	CPKLKDOD_00452	Unknown_Gene	Cluster_71815
Operon290	CPKLKDOD_00453	dapH_2	Cluster_71815
Operon291	CPKLKDOD_00454	hisC_1	Cluster_71815
Operon292	CPKLKDOD_00455	quiP_1	Cluster_114761
Operon293	CPKLKDOD_00456	Unknown_Gene	Cluster_112002
Operon293	CPKLKDOD_00457	lig	Cluster_112002
Operon294	CPKLKDOD_00458	Unknown_Gene	Cluster_51047
Operon295	CPKLKDOD_00459	cshB	Cluster_140469
Operon295	CPKLKDOD_00460	Unknown_Gene	Cluster_140469
Operon296	CPKLKDOD_00461	Unknown_Gene	Cluster_121029
Operon297	CPKLKDOD_00462	dcd	Cluster_27376
Operon298	CPKLKDOD_00463	capB_2	Cluster_27376
Operon299	CPKLKDOD_00464	apbC	Cluster_78214
Operon300	CPKLKDOD_00465	metG	Cluster_78214
Operon301	CPKLKDOD_00466	rnfA	Cluster_124614
Operon301	CPKLKDOD_00467	rsxD	Cluster_124614
Operon301	CPKLKDOD_00468	rnfG	Cluster_124614
Operon301	CPKLKDOD_00469	Unknown_Gene	Cluster_124614
Operon301	CPKLKDOD_00470	nth	Cluster_124614
Operon302	CPKLKDOD_00471	Unknown_Gene	Cluster_112829
Operon303	CPKLKDOD_00472	bvgA_1	Cluster_21762
Operon304	CPKLKDOD_00473	Unknown_Gene	Cluster_21762
Operon305	CPKLKDOD_00474	argG	Cluster_91894
Operon306	CPKLKDOD_00475	pal_3	Cluster_95839
Operon307	CPKLKDOD_00476	pyrC	Cluster_95839
Operon307	CPKLKDOD_00477	rnt	Cluster_95839
Operon308	CPKLKDOD_00478	ahpC_1	Cluster_50901
Operon309	CPKLKDOD_00479	Unknown_Gene	Cluster_50901
Operon310	CPKLKDOD_00480	bfr_1	Cluster_58802
Operon311	CPKLKDOD_00481	grxD	Cluster_123260
Operon312	CPKLKDOD_00482	nasC	Cluster_19144
Operon313	CPKLKDOD_00483	argF	Cluster_19144
Operon313	CPKLKDOD_00484	btuD_1	Cluster_19144
Operon314	CPKLKDOD_00485	ybaK	Cluster_31169
Operon315	CPKLKDOD_00486	glpF	Cluster_31169
Operon316	CPKLKDOD_00487	glpK	Cluster_153144
Operon317	CPKLKDOD_00488	glpR	Cluster_115496
Operon318	CPKLKDOD_00489	glpD	Cluster_79515
Operon319	CPKLKDOD_00490	Unknown_Gene	Cluster_25562
Operon320	CPKLKDOD_00491	gltI	Cluster_25562
Operon321	CPKLKDOD_00492	gltJ	Cluster_86326
Operon321	CPKLKDOD_00493	gltK	Cluster_86326
Operon321	CPKLKDOD_00494	glnQ_1	Cluster_86326
Operon322	CPKLKDOD_00495	dctB_1	Cluster_138814
Operon322	CPKLKDOD_00496	dctD_1	Cluster_138814
Operon322	CPKLKDOD_00497	ydgC	Cluster_138814
Operon323	CPKLKDOD_00498	rdmC	Cluster_60819
Operon324	CPKLKDOD_00499	metR_1	Cluster_60819
Operon325	CPKLKDOD_00500	Unknown_Gene	Cluster_98838
Operon326	CPKLKDOD_00501	rhlB_1	Cluster_98838
Operon327	CPKLKDOD_00502	Unknown_Gene	Cluster_44803
Operon328	CPKLKDOD_00503	Unknown_Gene	Cluster_116570
Operon328	CPKLKDOD_00504	Unknown_Gene	Cluster_116570
Operon328	CPKLKDOD_00505	Unknown_Gene	Cluster_116570
Operon329	CPKLKDOD_00506	Unknown_Gene	Cluster_133324
Operon330	CPKLKDOD_00507	ligD_1	Cluster_33705
Operon331	CPKLKDOD_00508	Unknown_Gene	Cluster_33705
Operon332	CPKLKDOD_00509	cheV_1	Cluster_42887
Operon333	CPKLKDOD_00510	dmlR_7	NO_CLUSTER_ASSOCIATION_FOUND
Operon333	CPKLKDOD_00511	aer_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon333	CPKLKDOD_00512	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon334	CPKLKDOD_00513	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon335	CPKLKDOD_00514	Unknown_Gene	Cluster_3867
Operon336	CPKLKDOD_00515	Unknown_Gene	Cluster_145181
Operon337	CPKLKDOD_00516	Unknown_Gene	Cluster_122388
Operon338	CPKLKDOD_00517	Unknown_Gene	Cluster_3323
Operon338	CPKLKDOD_00518	Unknown_Gene	Cluster_3323
Operon339	CPKLKDOD_00519	Unknown_Gene	Cluster_141614
Operon340	CPKLKDOD_00520	Unknown_Gene	Cluster_151344
Operon341	CPKLKDOD_00521	Unknown_Gene	Cluster_42598
Operon342	CPKLKDOD_00522	Unknown_Gene	Cluster_17558
Operon343	CPKLKDOD_00523	Unknown_Gene	Cluster_63865
Operon344	CPKLKDOD_00524	Unknown_Gene	Cluster_63865
Operon345	CPKLKDOD_00525	xerC_3	Cluster_161462
Operon345	CPKLKDOD_00526	Unknown_Gene	Cluster_161462
Operon345	CPKLKDOD_00527	Unknown_Gene	Cluster_161462
Operon345	CPKLKDOD_00528	Unknown_Gene	Cluster_161462
Operon346	CPKLKDOD_00529	Unknown_Gene	Cluster_161462
Operon347	CPKLKDOD_00530	proY_1	Cluster_19735
Operon348	CPKLKDOD_00531	Unknown_Gene	Cluster_19735
Operon349	CPKLKDOD_00532	Unknown_Gene	Cluster_124557
Operon349	CPKLKDOD_00533	yqjH	Cluster_124557
Operon350	CPKLKDOD_00534	Unknown_Gene	Cluster_75848
Operon350	CPKLKDOD_00535	Unknown_Gene	Cluster_75848
Operon351	CPKLKDOD_00536	Unknown_Gene	Cluster_75848
Operon352	CPKLKDOD_00537	oprB_3	Cluster_29228
Operon352	CPKLKDOD_00538	gcd	Cluster_29228
Operon353	CPKLKDOD_00539	lon_1	Cluster_42435
Operon354	CPKLKDOD_00540	Unknown_Gene	Cluster_110519
Operon355	CPKLKDOD_00541	cmoA	Cluster_124559
Operon355	CPKLKDOD_00542	cmoB	Cluster_124559
Operon356	CPKLKDOD_00543	Unknown_Gene	Cluster_9888
Operon357	CPKLKDOD_00544	Unknown_Gene	Cluster_9888
Operon358	CPKLKDOD_00545	Unknown_Gene	Cluster_26854
Operon359	CPKLKDOD_00546	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon360	CPKLKDOD_00547	Unknown_Gene	Cluster_15933
Operon360	CPKLKDOD_00548	Unknown_Gene	Cluster_15933
Operon360	CPKLKDOD_00549	Unknown_Gene	Cluster_15933
Operon360	CPKLKDOD_00550	Unknown_Gene	Cluster_15933
Operon361	CPKLKDOD_00551	Unknown_Gene	Cluster_51900
Operon362	CPKLKDOD_00552	czcR_1	Cluster_51900
Operon362	CPKLKDOD_00553	czcS	Cluster_51900
Operon363	CPKLKDOD_00554	pdxJ	Cluster_157660
Operon363	CPKLKDOD_00555	recO	Cluster_157660
Operon364	CPKLKDOD_00556	era	Cluster_72944
Operon364	CPKLKDOD_00557	rnc	Cluster_72944
Operon365	CPKLKDOD_00558	lepB	Cluster_67192
Operon365	CPKLKDOD_00559	lepA	Cluster_67192
Operon366	CPKLKDOD_00560	degP	Cluster_68723
Operon367	CPKLKDOD_00561	mucB	Cluster_15273
Operon367	CPKLKDOD_00562	mucA	Cluster_15273
Operon367	CPKLKDOD_00563	algU	Cluster_15273
Operon368	CPKLKDOD_00564	nadB	Cluster_15273
Operon369	CPKLKDOD_00565	sdhE	Cluster_93112
Operon370	CPKLKDOD_00566	ygfZ	Cluster_93112
Operon371	CPKLKDOD_00567	Unknown_Gene	Cluster_148026
Operon372	CPKLKDOD_00568	sasA_1	Cluster_57670
Operon372	CPKLKDOD_00569	tctD	Cluster_57670
Operon373	CPKLKDOD_00570	nicP_3	Cluster_57670
Operon373	CPKLKDOD_00571	Unknown_Gene	Cluster_57670
Operon374	CPKLKDOD_00572	Unknown_Gene	Cluster_55798
Operon374	CPKLKDOD_00573	Unknown_Gene	Cluster_55798
Operon374	CPKLKDOD_00574	Unknown_Gene	Cluster_55798
Operon375	CPKLKDOD_00575	ung	Cluster_98628
Operon376	CPKLKDOD_00576	caiD	Cluster_98628
Operon377	CPKLKDOD_00577	Unknown_Gene	Cluster_55101
Operon378	CPKLKDOD_00578	Unknown_Gene	Cluster_55101
Operon379	CPKLKDOD_00579	rsuA	Cluster_54394
Operon380	CPKLKDOD_00580	rhlA	Cluster_14966
Operon381	CPKLKDOD_00581	Unknown_Gene	Cluster_108453
Operon382	CPKLKDOD_00582	Unknown_Gene	Cluster_55396
Operon383	CPKLKDOD_00583	Unknown_Gene	Cluster_53358
Operon384	CPKLKDOD_00584	Unknown_Gene	Cluster_81754
Operon385	CPKLKDOD_00585	Unknown_Gene	Cluster_64062
Operon386	CPKLKDOD_00586	Unknown_Gene	Cluster_64062
Operon387	CPKLKDOD_00587	dctB_2	Cluster_85184
Operon387	CPKLKDOD_00588	dctD_2	Cluster_85184
Operon388	CPKLKDOD_00589	kgtP_3	Cluster_92474
Operon389	CPKLKDOD_00590	Unknown_Gene	Cluster_63489
Operon390	CPKLKDOD_00591	Unknown_Gene	Cluster_41463
Operon391	CPKLKDOD_00592	Unknown_Gene	Cluster_103435
Operon392	CPKLKDOD_00593	Unknown_Gene	Cluster_154653
Operon392	CPKLKDOD_00594	Unknown_Gene	Cluster_154653
Operon393	CPKLKDOD_00595	rhaS_5	Cluster_58447
Operon394	CPKLKDOD_00596	aruI_1	Cluster_89244
Operon395	CPKLKDOD_00597	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon396	CPKLKDOD_00598	rhaR_1	Cluster_69810
Operon397	CPKLKDOD_00599	pobA	Cluster_69810
Operon398	CPKLKDOD_00600	Unknown_Gene	Cluster_100534
Operon399	CPKLKDOD_00601	ggt_1	Cluster_100534
Operon399	CPKLKDOD_00602	argP_1	Cluster_100534
Operon400	CPKLKDOD_00603	Unknown_Gene	Cluster_137488
Operon401	CPKLKDOD_00604	ocd	Cluster_63268
Operon402	CPKLKDOD_00605	asnC_1	Cluster_63268
Operon403	CPKLKDOD_00606	cycA_1	Cluster_25263
Operon404	CPKLKDOD_00607	Unknown_Gene	Cluster_120079
Operon405	CPKLKDOD_00608	allE	Cluster_112598
Operon406	CPKLKDOD_00609	dmoA_1	Cluster_60863
Operon406	CPKLKDOD_00610	ssuA_1	Cluster_60863
Operon407	CPKLKDOD_00611	Unknown_Gene	Cluster_60863
Operon408	CPKLKDOD_00612	Unknown_Gene	Cluster_56661
Operon409	CPKLKDOD_00613	nicS_1	Cluster_56661
Operon410	CPKLKDOD_00614	cdhR_2	Cluster_77915
Operon411	CPKLKDOD_00615	Unknown_Gene	Cluster_77915
Operon412	CPKLKDOD_00616	Unknown_Gene	Cluster_107228
Operon413	CPKLKDOD_00617	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon414	CPKLKDOD_00618	Unknown_Gene	Cluster_158981
Operon414	CPKLKDOD_00619	Unknown_Gene	Cluster_158981
Operon415	CPKLKDOD_00620	Unknown_Gene	Cluster_116939
Operon416	CPKLKDOD_00621	Unknown_Gene	Cluster_130141
Operon417	CPKLKDOD_00622	Unknown_Gene	Cluster_57539
Operon418	CPKLKDOD_00623	Unknown_Gene	Cluster_57539
Operon418	CPKLKDOD_00624	Unknown_Gene	Cluster_57539
Operon419	CPKLKDOD_00625	nphR	Cluster_83863
Operon420	CPKLKDOD_00626	apc3_1	Cluster_50402
Operon420	CPKLKDOD_00627	apc4_1	Cluster_50402
Operon421	CPKLKDOD_00628	allS	Cluster_116476
Operon422	CPKLKDOD_00629	Unknown_Gene	Cluster_116476
Operon423	CPKLKDOD_00630	ilvE	Cluster_86328
Operon424	CPKLKDOD_00631	yheS_1	Cluster_20694
Operon425	CPKLKDOD_00632	Unknown_Gene	Cluster_17239
Operon425	CPKLKDOD_00633	Unknown_Gene	Cluster_17239
Operon426	CPKLKDOD_00634	Unknown_Gene	Cluster_17239
Operon426	CPKLKDOD_00635	cobN	Cluster_17239
Operon426	CPKLKDOD_00636	Unknown_Gene	Cluster_17239
Operon426	CPKLKDOD_00637	Unknown_Gene	Cluster_17239
Operon427	CPKLKDOD_00638	Unknown_Gene	Cluster_25391
Operon428	CPKLKDOD_00639	atoC_1	Cluster_25391
Operon429	CPKLKDOD_00640	rlhA_1	Cluster_57682
Operon430	CPKLKDOD_00641	Unknown_Gene	Cluster_128846
Operon431	CPKLKDOD_00642	trmK	Cluster_128846
Operon432	CPKLKDOD_00643	Unknown_Gene	Cluster_98681
Operon433	CPKLKDOD_00644	dmlR_8	Cluster_98681
Operon434	CPKLKDOD_00645	mmgC_2	Cluster_41915
Operon434	CPKLKDOD_00646	menB	Cluster_41915
Operon435	CPKLKDOD_00647	madA	Cluster_41915
Operon435	CPKLKDOD_00648	citG	Cluster_41915
Operon435	CPKLKDOD_00649	mdcC	Cluster_41915
Operon435	CPKLKDOD_00650	madC	Cluster_41915
Operon435	CPKLKDOD_00651	Unknown_Gene	Cluster_41915
Operon435	CPKLKDOD_00652	mdcG	Cluster_41915
Operon435	CPKLKDOD_00653	fabD_1	Cluster_41915
Operon436	CPKLKDOD_00654	Unknown_Gene	Cluster_48482
Operon436	CPKLKDOD_00655	Unknown_Gene	Cluster_48482
Operon437	CPKLKDOD_00656	Unknown_Gene	Cluster_35833
Operon437	CPKLKDOD_00657	Unknown_Gene	Cluster_35833
Operon437	CPKLKDOD_00658	Unknown_Gene	Cluster_35833
Operon437	CPKLKDOD_00659	Unknown_Gene	Cluster_35833
Operon437	CPKLKDOD_00660	Unknown_Gene	Cluster_35833
Operon437	CPKLKDOD_00661	surA_1	Cluster_35833
Operon438	CPKLKDOD_00662	walR	Cluster_42680
Operon439	CPKLKDOD_00663	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00664	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00665	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00666	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00667	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00668	sctC_1	Cluster_66321
Operon439	CPKLKDOD_00669	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00670	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00671	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00672	csgE	Cluster_66321
Operon439	CPKLKDOD_00673	Unknown_Gene	Cluster_66321
Operon439	CPKLKDOD_00674	csgG	Cluster_66321
Operon440	CPKLKDOD_00675	Unknown_Gene	Cluster_18826
Operon441	CPKLKDOD_00676	Unknown_Gene	Cluster_18416
Operon441	CPKLKDOD_00677	acoR_2	Cluster_18416
Operon441	CPKLKDOD_00678	Unknown_Gene	Cluster_18416
Operon441	CPKLKDOD_00679	Unknown_Gene	Cluster_18416
Operon441	CPKLKDOD_00680	Unknown_Gene	Cluster_18416
Operon442	CPKLKDOD_00681	Unknown_Gene	Cluster_98749
Operon443	CPKLKDOD_00682	styD_1	Cluster_11881
Operon444	CPKLKDOD_00683	Unknown_Gene	Cluster_11881
Operon444	CPKLKDOD_00684	moaA_1	Cluster_11881
Operon444	CPKLKDOD_00685	Unknown_Gene	Cluster_11881
Operon444	CPKLKDOD_00686	Unknown_Gene	Cluster_11881
Operon445	CPKLKDOD_00687	fadD3_2	Cluster_89409
Operon446	CPKLKDOD_00688	mobA	Cluster_143809
Operon447	CPKLKDOD_00689	ttgB	Cluster_53717
Operon447	CPKLKDOD_00690	acrE	Cluster_53717
Operon448	CPKLKDOD_00691	rstA_1	Cluster_53717
Operon448	CPKLKDOD_00692	rstB	Cluster_53717
Operon449	CPKLKDOD_00693	Unknown_Gene	Cluster_103555
Operon450	CPKLKDOD_00694	Unknown_Gene	Cluster_62844
Operon450	CPKLKDOD_00695	Unknown_Gene	Cluster_62844
Operon450	CPKLKDOD_00696	Unknown_Gene	Cluster_62844
Operon451	CPKLKDOD_00697	Unknown_Gene	Cluster_62844
Operon452	CPKLKDOD_00698	ilvA_1	Cluster_66514
Operon453	CPKLKDOD_00699	Unknown_Gene	Cluster_22004
Operon454	CPKLKDOD_00700	Unknown_Gene	Cluster_22004
Operon455	CPKLKDOD_00701	ogt	Cluster_136646
Operon456	CPKLKDOD_00702	Unknown_Gene	Cluster_132262
Operon456	CPKLKDOD_00703	ramA_1	Cluster_132262
Operon457	CPKLKDOD_00704	Unknown_Gene	Cluster_133287
Operon458	CPKLKDOD_00705	pphB	Cluster_133287
Operon459	CPKLKDOD_00706	rhtC_1	Cluster_60369
Operon460	CPKLKDOD_00707	rhaR_2	Cluster_89883
Operon461	CPKLKDOD_00708	rhtB_1	Cluster_89883
Operon462	CPKLKDOD_00709	Unknown_Gene	Cluster_93547
Operon463	CPKLKDOD_00710	ppiC_1	Cluster_116940
Operon464	CPKLKDOD_00711	eco	Cluster_150067
Operon465	CPKLKDOD_00712	bdhA	Cluster_118314
Operon466	CPKLKDOD_00713	yejE_1	Cluster_88150
Operon466	CPKLKDOD_00714	yejB_1	Cluster_88150
Operon466	CPKLKDOD_00715	Unknown_Gene	Cluster_88150
Operon467	CPKLKDOD_00716	ppiC_2	Cluster_130065
Operon468	CPKLKDOD_00717	aroF_1	Cluster_25801
Operon469	CPKLKDOD_00718	Unknown_Gene	Cluster_116842
Operon470	CPKLKDOD_00719	Unknown_Gene	Cluster_155415
Operon470	CPKLKDOD_00720	Unknown_Gene	Cluster_155415
Operon471	CPKLKDOD_00721	ycaD_1	Cluster_10793
Operon472	CPKLKDOD_00722	Unknown_Gene	Cluster_10793
Operon473	CPKLKDOD_00723	emrA_2	Cluster_76345
Operon473	CPKLKDOD_00724	Unknown_Gene	Cluster_76345
Operon474	CPKLKDOD_00725	fcuA_1	Cluster_54768
Operon475	CPKLKDOD_00726	fecR_1	Cluster_125338
Operon475	CPKLKDOD_00727	fecI_1	Cluster_125338
Operon476	CPKLKDOD_00728	uvrA_1	Cluster_155445
Operon476	CPKLKDOD_00729	Unknown_Gene	Cluster_155445
Operon477	CPKLKDOD_00730	hcp1	Cluster_87543
Operon478	CPKLKDOD_00731	ompA_2	Cluster_9668
Operon478	CPKLKDOD_00732	Unknown_Gene	Cluster_9668
Operon478	CPKLKDOD_00733	Unknown_Gene	Cluster_9668
Operon478	CPKLKDOD_00734	Unknown_Gene	Cluster_9668
Operon478	CPKLKDOD_00735	Unknown_Gene	Cluster_9668
Operon479	CPKLKDOD_00736	Unknown_Gene	Cluster_9668
Operon480	CPKLKDOD_00737	Unknown_Gene	Cluster_5167
Operon480	CPKLKDOD_00738	vgrG1_1	Cluster_5167
Operon480	CPKLKDOD_00739	Unknown_Gene	Cluster_5167
Operon480	CPKLKDOD_00740	Unknown_Gene	Cluster_5167
Operon480	CPKLKDOD_00741	rhsA	Cluster_5167
Operon481	CPKLKDOD_00742	Unknown_Gene	Cluster_5638
Operon482	CPKLKDOD_00743	rhsD	Cluster_36473
Operon483	CPKLKDOD_00744	Unknown_Gene	Cluster_5638
Operon484	CPKLKDOD_00745	rhsC	Cluster_36473
Operon485	CPKLKDOD_00746	Unknown_Gene	Cluster_39932
Operon486	CPKLKDOD_00747	hipO_4	Cluster_67280
Operon487	CPKLKDOD_00748	proP_2	Cluster_128678
Operon487	CPKLKDOD_00749	aam	Cluster_128678
Operon488	CPKLKDOD_00750	Unknown_Gene	Cluster_139707
Operon489	CPKLKDOD_00751	bioD1	Cluster_124655
Operon489	CPKLKDOD_00752	bioC	Cluster_124655
Operon489	CPKLKDOD_00753	bioH	Cluster_124655
Operon489	CPKLKDOD_00754	bioF	Cluster_124655
Operon489	CPKLKDOD_00755	bioB	Cluster_124655
Operon490	CPKLKDOD_00756	Unknown_Gene	Cluster_124655
Operon490	CPKLKDOD_00757	Unknown_Gene	Cluster_124655
Operon491	CPKLKDOD_00758	srkA	Cluster_67765
Operon492	CPKLKDOD_00759	rarD_1	Cluster_142667
Operon493	CPKLKDOD_00760	Unknown_Gene	Cluster_14635
Operon494	CPKLKDOD_00761	glcB_1	Cluster_14635
Operon495	CPKLKDOD_00762	rssB_1	Cluster_100579
Operon496	CPKLKDOD_00763	Unknown_Gene	Cluster_100579
Operon496	CPKLKDOD_00764	dinG_2	Cluster_100579
Operon497	CPKLKDOD_00765	fecI_2	Cluster_58883
Operon497	CPKLKDOD_00766	fecR_2	Cluster_58883
Operon498	CPKLKDOD_00767	fhuA_1	Cluster_52705
Operon499	CPKLKDOD_00768	Unknown_Gene	Cluster_149865
Operon499	CPKLKDOD_00769	Unknown_Gene	Cluster_149865
Operon500	CPKLKDOD_00770	Unknown_Gene	Cluster_139395
Operon501	CPKLKDOD_00771	kdkA_1	Cluster_50305
Operon501	CPKLKDOD_00772	inaA_1	Cluster_50305
Operon501	CPKLKDOD_00773	kdkA_2	Cluster_50305
Operon501	CPKLKDOD_00774	rfaP	Cluster_50305
Operon501	CPKLKDOD_00775	rfaG	Cluster_50305
Operon501	CPKLKDOD_00776	rfaC	Cluster_50305
Operon501	CPKLKDOD_00777	rfaF	Cluster_50305
Operon502	CPKLKDOD_00778	glnE	Cluster_17665
Operon503	CPKLKDOD_00779	aceE	Cluster_17665
Operon503	CPKLKDOD_00780	aceF	Cluster_17665
Operon504	CPKLKDOD_00781	Unknown_Gene	Cluster_29583
Operon505	CPKLKDOD_00782	msrA_1	Cluster_82920
Operon505	CPKLKDOD_00783	yibF	Cluster_82920
Operon506	CPKLKDOD_00784	creD	Cluster_56286
Operon507	CPKLKDOD_00785	creC	Cluster_47014
Operon507	CPKLKDOD_00786	creB	Cluster_47014
Operon508	CPKLKDOD_00787	Unknown_Gene	Cluster_67138
Operon509	CPKLKDOD_00788	yihG	Cluster_67138
Operon510	CPKLKDOD_00789	puuP_1	Cluster_45258
Operon511	CPKLKDOD_00790	Unknown_Gene	Cluster_123261
Operon511	CPKLKDOD_00791	Unknown_Gene	Cluster_123261
Operon512	CPKLKDOD_00792	Unknown_Gene	Cluster_74829
Operon513	CPKLKDOD_00793	Unknown_Gene	Cluster_74829
Operon514	CPKLKDOD_00794	fdhA_1	Cluster_37975
Operon515	CPKLKDOD_00795	purU_2	Cluster_88237
Operon515	CPKLKDOD_00796	soxG	Cluster_88237
Operon516	CPKLKDOD_00797	soxA_2	Cluster_25867
Operon516	CPKLKDOD_00798	soxD_2	Cluster_25867
Operon516	CPKLKDOD_00799	soxB_2	Cluster_25867
Operon516	CPKLKDOD_00800	glyA_2	Cluster_25867
Operon517	CPKLKDOD_00801	ltaE	Cluster_25867
Operon518	CPKLKDOD_00802	mcpH_1	Cluster_61656
Operon519	CPKLKDOD_00803	Unknown_Gene	Cluster_36505
Operon519	CPKLKDOD_00804	Unknown_Gene	Cluster_36505
Operon520	CPKLKDOD_00805	Unknown_Gene	Cluster_36505
Operon521	CPKLKDOD_00806	Unknown_Gene	Cluster_104716
Operon522	CPKLKDOD_00807	hcr	Cluster_30694
Operon523	CPKLKDOD_00808	Unknown_Gene	Cluster_30694
Operon524	CPKLKDOD_00809	Unknown_Gene	Cluster_2075
Operon525	CPKLKDOD_00810	Unknown_Gene	Cluster_56923
Operon525	CPKLKDOD_00811	fixB	Cluster_56923
Operon525	CPKLKDOD_00812	Unknown_Gene	Cluster_56923
Operon526	CPKLKDOD_00813	stcD_1	Cluster_132431
Operon526	CPKLKDOD_00814	Unknown_Gene	Cluster_132431
Operon527	CPKLKDOD_00815	Unknown_Gene	Cluster_31906
Operon528	CPKLKDOD_00816	Unknown_Gene	Cluster_31906
Operon529	CPKLKDOD_00817	cdhR_3	Cluster_85101
Operon530	CPKLKDOD_00818	Unknown_Gene	Cluster_85101
Operon531	CPKLKDOD_00819	kce_1	Cluster_100765
Operon531	CPKLKDOD_00820	lcdH_1	Cluster_100765
Operon531	CPKLKDOD_00821	lcdH_2	Cluster_100765
Operon532	CPKLKDOD_00822	Unknown_Gene	Cluster_32045
Operon533	CPKLKDOD_00823	Unknown_Gene	Cluster_25858
Operon534	CPKLKDOD_00824	Unknown_Gene	Cluster_25858
Operon535	CPKLKDOD_00825	cdhR_4	Cluster_12006
Operon536	CPKLKDOD_00826	tdcG	Cluster_14603
Operon537	CPKLKDOD_00827	Unknown_Gene	Cluster_14603
Operon538	CPKLKDOD_00828	opuAB_1	Cluster_127408
Operon538	CPKLKDOD_00829	btuD_2	Cluster_127408
Operon539	CPKLKDOD_00830	hisF	Cluster_72578
Operon539	CPKLKDOD_00831	hisA	Cluster_72578
Operon539	CPKLKDOD_00832	Unknown_Gene	Cluster_72578
Operon539	CPKLKDOD_00833	hisH	Cluster_72578
Operon539	CPKLKDOD_00834	hisB	Cluster_72578
Operon540	CPKLKDOD_00835	Unknown_Gene	Cluster_22034
Operon541	CPKLKDOD_00836	Unknown_Gene	Cluster_22034
Operon541	CPKLKDOD_00837	mutY	Cluster_22034
Operon541	CPKLKDOD_00838	Unknown_Gene	Cluster_22034
Operon542	CPKLKDOD_00839	Unknown_Gene	Cluster_122602
Operon543	CPKLKDOD_00840	Unknown_Gene	Cluster_40415
Operon543	CPKLKDOD_00841	Unknown_Gene	Cluster_40415
Operon544	CPKLKDOD_00842	ppk2	Cluster_40415
Operon545	CPKLKDOD_00843	Unknown_Gene	Cluster_95212
Operon546	CPKLKDOD_00844	Unknown_Gene	Cluster_95212
Operon547	CPKLKDOD_00845	gabP_1	Cluster_5462
Operon548	CPKLKDOD_00846	occP	Cluster_5462
Operon548	CPKLKDOD_00847	artJ_1	Cluster_5462
Operon549	CPKLKDOD_00848	artQ_1	Cluster_150831
Operon549	CPKLKDOD_00849	occM_1	Cluster_150831
Operon550	CPKLKDOD_00850	Unknown_Gene	Cluster_97546
Operon551	CPKLKDOD_00851	Unknown_Gene	Cluster_9944
Operon552	CPKLKDOD_00852	Unknown_Gene	Cluster_9944
Operon553	CPKLKDOD_00853	Unknown_Gene	Cluster_117579
Operon554	CPKLKDOD_00854	intA	Cluster_75910
Operon555	CPKLKDOD_00855	Unknown_Gene	Cluster_14037
Operon555	CPKLKDOD_00856	Unknown_Gene	Cluster_14037
Operon556	CPKLKDOD_00857	Unknown_Gene	Cluster_25558
Operon557	CPKLKDOD_00858	Unknown_Gene	Cluster_25558
Operon558	CPKLKDOD_00859	fpvA_1	Cluster_83974
Operon559	CPKLKDOD_00860	ompR_1	Cluster_83974
Operon559	CPKLKDOD_00861	sasA_2	Cluster_83974
