GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon306	BCBAIBPD_00434	acnA_1	Cluster_160133
Operon307	BCBAIBPD_00435	arnT	Cluster_160133
Operon308	BCBAIBPD_00436	Unknown_Gene	Cluster_39140
Operon309	BCBAIBPD_00437	Unknown_Gene	Cluster_39140
Operon310	BCBAIBPD_00438	cusS_1	Cluster_2999
Operon310	BCBAIBPD_00439	czcR_2	Cluster_2999
Operon311	BCBAIBPD_00440	Unknown_Gene	Cluster_2999
Operon312	BCBAIBPD_00441	Unknown_Gene	Cluster_79304
Operon313	BCBAIBPD_00442	czcD	Cluster_150914
Operon314	BCBAIBPD_00443	Unknown_Gene	Cluster_12233
Operon315	BCBAIBPD_00444	eptA_1	Cluster_12233
Operon316	BCBAIBPD_00445	Unknown_Gene	Cluster_101360
Operon317	BCBAIBPD_00446	Unknown_Gene	Cluster_42849
Operon318	BCBAIBPD_00447	Unknown_Gene	Cluster_17633
Operon319	BCBAIBPD_00448	Unknown_Gene	Cluster_17633
Operon319	BCBAIBPD_00449	Unknown_Gene	Cluster_17633
Operon320	BCBAIBPD_00450	Unknown_Gene	Cluster_81003
Operon321	BCBAIBPD_00451	Unknown_Gene	Cluster_107791
Operon321	BCBAIBPD_00452	Unknown_Gene	Cluster_107791
Operon321	BCBAIBPD_00453	Unknown_Gene	Cluster_107791
Operon321	BCBAIBPD_00454	ynbC	Cluster_107791
Operon321	BCBAIBPD_00455	ynbA	Cluster_107791
Operon322	BCBAIBPD_00456	cmpR_2	Cluster_133484
Operon323	BCBAIBPD_00457	Unknown_Gene	Cluster_133484
Operon324	BCBAIBPD_00458	Unknown_Gene	Cluster_78277
Operon325	BCBAIBPD_00459	mdaB	Cluster_78277
Operon326	BCBAIBPD_00460	dmlR_2	Cluster_129419
Operon327	BCBAIBPD_00461	ggt_1	Cluster_109855
Operon328	BCBAIBPD_00462	mcpS	Cluster_57694
Operon329	BCBAIBPD_00463	Unknown_Gene	Cluster_84412
Operon330	BCBAIBPD_00464	trmA	Cluster_59239
Operon330	BCBAIBPD_00465	adeQ	Cluster_59239
Operon331	BCBAIBPD_00466	entS_1	Cluster_23670
Operon332	BCBAIBPD_00467	cydA	Cluster_23670
Operon332	BCBAIBPD_00468	appB	Cluster_23670
Operon332	BCBAIBPD_00469	Unknown_Gene	Cluster_23670
Operon333	BCBAIBPD_00470	rlmG	Cluster_119038
Operon334	BCBAIBPD_00471	anoR	Cluster_57932
Operon335	BCBAIBPD_00472	fpr_1	Cluster_57932
Operon336	BCBAIBPD_00473	mscL	Cluster_68649
Operon337	BCBAIBPD_00474	radA	Cluster_68649
Operon338	BCBAIBPD_00475	uacT_1	Cluster_40313
Operon339	BCBAIBPD_00476	Unknown_Gene	Cluster_19805
Operon340	BCBAIBPD_00477	btsT	Cluster_19805
Operon340	BCBAIBPD_00478	Unknown_Gene	Cluster_19805
Operon341	BCBAIBPD_00479	yjiA_1	Cluster_87450
Operon342	BCBAIBPD_00480	Unknown_Gene	Cluster_49892
Operon343	BCBAIBPD_00481	metE	Cluster_49892
Operon344	BCBAIBPD_00482	phaA	Cluster_34902
Operon345	BCBAIBPD_00483	fabV	Cluster_34902
Operon346	BCBAIBPD_00484	Unknown_Gene	Cluster_71798
Operon346	BCBAIBPD_00485	Unknown_Gene	Cluster_71798
Operon346	BCBAIBPD_00486	folM	Cluster_71798
Operon346	BCBAIBPD_00487	Unknown_Gene	Cluster_71798
Operon347	BCBAIBPD_00488	Unknown_Gene	Cluster_148338
Operon348	BCBAIBPD_00489	pfyP	Cluster_109641
Operon349	BCBAIBPD_00490	Unknown_Gene	Cluster_109641
Operon350	BCBAIBPD_00491	oleB	Cluster_50857
Operon351	BCBAIBPD_00492	iclR	Cluster_73318
Operon352	BCBAIBPD_00493	hmgA	Cluster_73318
Operon352	BCBAIBPD_00494	Unknown_Gene	Cluster_73318
Operon352	BCBAIBPD_00495	nagL	Cluster_73318
Operon353	BCBAIBPD_00496	Unknown_Gene	Cluster_100782
Operon354	BCBAIBPD_00497	ldh	Cluster_100782
Operon355	BCBAIBPD_00498	Unknown_Gene	Cluster_53026
Operon356	BCBAIBPD_00499	psiE	Cluster_53026
Operon357	BCBAIBPD_00500	Unknown_Gene	Cluster_78270
Operon358	BCBAIBPD_00501	Unknown_Gene	Cluster_46623
Operon359	BCBAIBPD_00502	Unknown_Gene	Cluster_46623
Operon359	BCBAIBPD_00503	Unknown_Gene	Cluster_46623
Operon359	BCBAIBPD_00504	Unknown_Gene	Cluster_46623
Operon359	BCBAIBPD_00505	Unknown_Gene	Cluster_46623
Operon359	BCBAIBPD_00506	Unknown_Gene	Cluster_46623
Operon360	BCBAIBPD_00507	cntO_2	Cluster_91062
Operon361	BCBAIBPD_00508	rhaS_1	Cluster_67525
Operon362	BCBAIBPD_00509	Unknown_Gene	Cluster_67525
Operon363	BCBAIBPD_00510	ghrB_1	Cluster_136399
Operon364	BCBAIBPD_00511	dmlR_3	Cluster_62470
Operon365	BCBAIBPD_00512	ttgI_1	Cluster_62470
Operon365	BCBAIBPD_00513	aaeB_1	Cluster_62470
Operon365	BCBAIBPD_00514	Unknown_Gene	Cluster_62470
Operon365	BCBAIBPD_00515	aaeA_1	Cluster_62470
Operon366	BCBAIBPD_00516	Unknown_Gene	Cluster_68011
Operon367	BCBAIBPD_00517	nodD2_1	Cluster_68011
Operon368	BCBAIBPD_00518	emrY	Cluster_106366
Operon368	BCBAIBPD_00519	emrA_1	Cluster_106366
Operon368	BCBAIBPD_00520	ttgC_1	Cluster_106366
Operon369	BCBAIBPD_00521	Unknown_Gene	Cluster_126565
Operon370	BCBAIBPD_00522	Unknown_Gene	Cluster_23753
Operon371	BCBAIBPD_00523	Unknown_Gene	Cluster_23753
Operon372	BCBAIBPD_00524	Unknown_Gene	Cluster_118111
Operon372	BCBAIBPD_00525	yknY_1	Cluster_118111
Operon372	BCBAIBPD_00526	Unknown_Gene	Cluster_118111
Operon372	BCBAIBPD_00527	Unknown_Gene	Cluster_118111
Operon372	BCBAIBPD_00528	Unknown_Gene	Cluster_118111
Operon373	BCBAIBPD_00529	yaaA	Cluster_91834
Operon374	BCBAIBPD_00530	Unknown_Gene	Cluster_91834
Operon375	BCBAIBPD_00531	Unknown_Gene	Cluster_39639
Operon376	BCBAIBPD_00532	moaC	Cluster_102607
Operon376	BCBAIBPD_00533	moaD	Cluster_102607
Operon376	BCBAIBPD_00534	moaE	Cluster_102607
Operon377	BCBAIBPD_00535	rhlB	Cluster_121147
Operon378	BCBAIBPD_00536	estB	Cluster_27059
Operon379	BCBAIBPD_00537	yhdW	Cluster_27059
Operon380	BCBAIBPD_00538	Unknown_Gene	Cluster_141230
Operon380	BCBAIBPD_00539	yhdY	Cluster_141230
Operon380	BCBAIBPD_00540	glnQ_1	Cluster_141230
Operon381	BCBAIBPD_00541	degS	Cluster_73317
Operon382	BCBAIBPD_00542	Unknown_Gene	Cluster_73317
Operon383	BCBAIBPD_00543	cysD	Cluster_62478
Operon384	BCBAIBPD_00544	cysNC	Cluster_69616
Operon385	BCBAIBPD_00545	decR_2	Cluster_98037
Operon386	BCBAIBPD_00546	mdeA	Cluster_98037
Operon387	BCBAIBPD_00547	Unknown_Gene	Cluster_92010
Operon388	BCBAIBPD_00548	Unknown_Gene	Cluster_92010
Operon388	BCBAIBPD_00549	Unknown_Gene	Cluster_92010
Operon389	BCBAIBPD_00550	zapE_1	Cluster_79345
Operon390	BCBAIBPD_00551	cdhR_1	Cluster_91833
Operon391	BCBAIBPD_00552	tas	Cluster_40381
Operon392	BCBAIBPD_00553	rplM	Cluster_40381
Operon392	BCBAIBPD_00554	rpsI	Cluster_40381
Operon393	BCBAIBPD_00555	petA	Cluster_40552
Operon393	BCBAIBPD_00556	petB	Cluster_40552
Operon393	BCBAIBPD_00557	petC	Cluster_40552
Operon394	BCBAIBPD_00558	sspA	Cluster_104958
Operon394	BCBAIBPD_00559	sspB	Cluster_104958
Operon395	BCBAIBPD_00560	osmY_1	Cluster_127195
Operon395	BCBAIBPD_00561	gmhA	Cluster_127195
Operon396	BCBAIBPD_00562	Unknown_Gene	Cluster_65424
Operon396	BCBAIBPD_00563	lpoA	Cluster_65424
Operon397	BCBAIBPD_00564	rsmI	Cluster_65424
Operon398	BCBAIBPD_00565	mraZ	Cluster_3168
Operon398	BCBAIBPD_00566	rsmH	Cluster_3168
Operon398	BCBAIBPD_00567	ftsL	Cluster_3168
Operon398	BCBAIBPD_00568	ftsI	Cluster_3168
Operon398	BCBAIBPD_00569	murE	Cluster_3168
Operon398	BCBAIBPD_00570	murF	Cluster_3168
Operon398	BCBAIBPD_00571	mraY	Cluster_3168
Operon398	BCBAIBPD_00572	murD	Cluster_3168
Operon398	BCBAIBPD_00573	ftsW	Cluster_3168
Operon398	BCBAIBPD_00574	murG	Cluster_3168
Operon398	BCBAIBPD_00575	murC	Cluster_3168
Operon398	BCBAIBPD_00576	ddl	Cluster_3168
Operon398	BCBAIBPD_00577	ftsQ	Cluster_3168
Operon398	BCBAIBPD_00578	ftsA	Cluster_3168
Operon399	BCBAIBPD_00579	ftsZ	Cluster_148650
Operon400	BCBAIBPD_00580	lpxC	Cluster_108458
Operon401	BCBAIBPD_00581	Unknown_Gene	Cluster_63550
Operon402	BCBAIBPD_00582	Unknown_Gene	Cluster_160436
Operon403	BCBAIBPD_00583	secA	Cluster_160436
Operon404	BCBAIBPD_00584	argJ	Cluster_56812
Operon405	BCBAIBPD_00585	thiE_1	Cluster_112701
Operon406	BCBAIBPD_00586	cobO_1	Cluster_151534
Operon406	BCBAIBPD_00587	rcsC_1	Cluster_151534
Operon406	BCBAIBPD_00588	panE	Cluster_151534
Operon407	BCBAIBPD_00589	Unknown_Gene	Cluster_151534
Operon408	BCBAIBPD_00590	mscS	Cluster_109165
Operon409	BCBAIBPD_00591	mdfA	Cluster_63999
Operon410	BCBAIBPD_00592	Unknown_Gene	Cluster_159694
Operon410	BCBAIBPD_00593	Unknown_Gene	Cluster_159694
Operon411	BCBAIBPD_00594	Unknown_Gene	Cluster_83465
Operon412	BCBAIBPD_00595	Unknown_Gene	Cluster_114637
Operon413	BCBAIBPD_00596	Unknown_Gene	Cluster_140441
Operon414	BCBAIBPD_00597	groS	Cluster_47467
Operon415	BCBAIBPD_00598	groL	Cluster_153547
Operon416	BCBAIBPD_00599	Unknown_Gene	Cluster_67212
Operon417	BCBAIBPD_00600	czcR_3	Cluster_67212
Operon417	BCBAIBPD_00601	sasA_2	Cluster_67212
Operon418	BCBAIBPD_00602	Unknown_Gene	Cluster_111274
Operon419	BCBAIBPD_00603	Unknown_Gene	Cluster_85625
Operon420	BCBAIBPD_00604	Unknown_Gene	Cluster_56813
Operon420	BCBAIBPD_00605	Unknown_Gene	Cluster_56813
Operon420	BCBAIBPD_00606	Unknown_Gene	Cluster_56813
Operon421	BCBAIBPD_00607	Unknown_Gene	Cluster_82870
Operon422	BCBAIBPD_00608	Unknown_Gene	Cluster_47882
Operon423	BCBAIBPD_00609	sodB_1	Cluster_89228
Operon423	BCBAIBPD_00610	Unknown_Gene	Cluster_89228
Operon424	BCBAIBPD_00611	argO	Cluster_123196
Operon425	BCBAIBPD_00612	Unknown_Gene	Cluster_123196
Operon426	BCBAIBPD_00613	oleD	Cluster_153950
Operon427	BCBAIBPD_00614	Unknown_Gene	Cluster_128567
Operon428	BCBAIBPD_00615	nemA	Cluster_108246
Operon429	BCBAIBPD_00616	acpH	Cluster_108246
Operon430	BCBAIBPD_00617	Unknown_Gene	Cluster_57320
Operon430	BCBAIBPD_00618	Unknown_Gene	Cluster_57320
Operon431	BCBAIBPD_00619	Unknown_Gene	Cluster_57320
Operon431	BCBAIBPD_00620	clsA_2	Cluster_57320
Operon432	BCBAIBPD_00621	yhbO_2	Cluster_153158
Operon433	BCBAIBPD_00622	Unknown_Gene	Cluster_106257
Operon434	BCBAIBPD_00623	Unknown_Gene	Cluster_106257
Operon434	BCBAIBPD_00624	Unknown_Gene	Cluster_106257
Operon435	BCBAIBPD_00625	fumA	Cluster_36016
Operon436	BCBAIBPD_00626	ndoR	Cluster_36016
Operon437	BCBAIBPD_00627	pykA	Cluster_55363
Operon438	BCBAIBPD_00628	Unknown_Gene	Cluster_55363
Operon439	BCBAIBPD_00629	Unknown_Gene	Cluster_106831
Operon440	BCBAIBPD_00630	sbcB	Cluster_78271
Operon441	BCBAIBPD_00631	Unknown_Gene	Cluster_35815
Operon442	BCBAIBPD_00632	purU_1	Cluster_35815
Operon443	BCBAIBPD_00633	Unknown_Gene	Cluster_107790
Operon443	BCBAIBPD_00634	Unknown_Gene	Cluster_107790
Operon443	BCBAIBPD_00635	pimC	Cluster_107790
Operon444	BCBAIBPD_00636	mcpG	Cluster_74354
Operon445	BCBAIBPD_00637	Unknown_Gene	Cluster_74354
Operon446	BCBAIBPD_00638	pitA	Cluster_30989
Operon447	BCBAIBPD_00639	Unknown_Gene	Cluster_16406
Operon448	BCBAIBPD_00640	pcaR	Cluster_16406
Operon449	BCBAIBPD_00641	pcaF	Cluster_63154
Operon450	BCBAIBPD_00642	kgtP_1	Cluster_92301
Operon451	BCBAIBPD_00643	Unknown_Gene	Cluster_78999
Operon452	BCBAIBPD_00644	ttgC_2	Cluster_41710
Operon452	BCBAIBPD_00645	ttgB	Cluster_41710
Operon452	BCBAIBPD_00646	ttgA	Cluster_41710
Operon453	BCBAIBPD_00647	ttgR	Cluster_41710
Operon454	BCBAIBPD_00648	bmr3	Cluster_24797
Operon455	BCBAIBPD_00649	Unknown_Gene	Cluster_24797
Operon456	BCBAIBPD_00650	dmlR_4	Cluster_116284
Operon457	BCBAIBPD_00651	Unknown_Gene	Cluster_116284
Operon458	BCBAIBPD_00652	rhaS_2	Cluster_60454
Operon459	BCBAIBPD_00653	Unknown_Gene	Cluster_60454
Operon460	BCBAIBPD_00654	Unknown_Gene	Cluster_123683
Operon461	BCBAIBPD_00655	Unknown_Gene	Cluster_104957
Operon462	BCBAIBPD_00656	Unknown_Gene	Cluster_20834
Operon463	BCBAIBPD_00657	kgtP_2	Cluster_45742
Operon464	BCBAIBPD_00658	dctD_1	Cluster_35953
Operon464	BCBAIBPD_00659	dctB_1	Cluster_35953
Operon465	BCBAIBPD_00660	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon466	BCBAIBPD_00661	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon467	BCBAIBPD_00662	Unknown_Gene	Cluster_139492
Operon468	BCBAIBPD_00663	Unknown_Gene	Cluster_141227
Operon469	BCBAIBPD_00664	Unknown_Gene	Cluster_75155
Operon469	BCBAIBPD_00665	Unknown_Gene	Cluster_75155
Operon470	BCBAIBPD_00666	Unknown_Gene	Cluster_42881
Operon471	BCBAIBPD_00667	Unknown_Gene	Cluster_42881
Operon471	BCBAIBPD_00668	Unknown_Gene	Cluster_42881
Operon472	BCBAIBPD_00669	Unknown_Gene	Cluster_110315
Operon473	BCBAIBPD_00670	rsuA	Cluster_54071
Operon474	BCBAIBPD_00671	Unknown_Gene	Cluster_54070
Operon475	BCBAIBPD_00672	Unknown_Gene	Cluster_54070
Operon476	BCBAIBPD_00673	caiD	Cluster_98763
Operon477	BCBAIBPD_00674	ung	Cluster_98763
Operon478	BCBAIBPD_00675	Unknown_Gene	Cluster_106364
Operon478	BCBAIBPD_00676	Unknown_Gene	Cluster_106364
Operon478	BCBAIBPD_00677	Unknown_Gene	Cluster_106364
Operon479	BCBAIBPD_00678	Unknown_Gene	Cluster_167129
Operon479	BCBAIBPD_00679	nicP_1	Cluster_167129
Operon480	BCBAIBPD_00680	tctD	Cluster_60045
Operon480	BCBAIBPD_00681	sasA_3	Cluster_60045
Operon481	BCBAIBPD_00682	Unknown_Gene	Cluster_149434
Operon482	BCBAIBPD_00683	ygfZ	Cluster_92490
Operon483	BCBAIBPD_00684	sdhE	Cluster_92490
Operon484	BCBAIBPD_00685	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon485	BCBAIBPD_00686	nadB	Cluster_16205
Operon486	BCBAIBPD_00687	algU	Cluster_16205
Operon486	BCBAIBPD_00688	mucA	Cluster_16205
Operon486	BCBAIBPD_00689	mucB	Cluster_16205
Operon487	BCBAIBPD_00690	degP	Cluster_70587
Operon488	BCBAIBPD_00691	lepA	Cluster_67214
Operon488	BCBAIBPD_00692	lepB	Cluster_67214
Operon489	BCBAIBPD_00693	rnc	Cluster_79525
Operon489	BCBAIBPD_00694	era_1	Cluster_79525
Operon490	BCBAIBPD_00695	recO	Cluster_131546
Operon490	BCBAIBPD_00696	pdxJ	Cluster_131546
Operon491	BCBAIBPD_00697	cmoB	Cluster_47193
Operon491	BCBAIBPD_00698	cmoA	Cluster_47193
Operon492	BCBAIBPD_00699	Unknown_Gene	Cluster_47193
Operon492	BCBAIBPD_00700	Unknown_Gene	Cluster_47193
Operon493	BCBAIBPD_00701	Unknown_Gene	Cluster_110318
Operon494	BCBAIBPD_00702	lon1	Cluster_93139
Operon495	BCBAIBPD_00703	gcd	Cluster_45827
Operon495	BCBAIBPD_00704	oprB_1	Cluster_45827
Operon496	BCBAIBPD_00705	Unknown_Gene	Cluster_78274
Operon497	BCBAIBPD_00706	Unknown_Gene	Cluster_78274
Operon497	BCBAIBPD_00707	Unknown_Gene	Cluster_78274
Operon498	BCBAIBPD_00708	yqjH	Cluster_128571
Operon498	BCBAIBPD_00709	Unknown_Gene	Cluster_128571
Operon499	BCBAIBPD_00710	Unknown_Gene	Cluster_99449
Operon500	BCBAIBPD_00711	Unknown_Gene	Cluster_95031
Operon500	BCBAIBPD_00712	dbpA_1	Cluster_95031
Operon501	BCBAIBPD_00713	Unknown_Gene	Cluster_95031
Operon502	BCBAIBPD_00714	metR	Cluster_105480
Operon503	BCBAIBPD_00715	dctD_2	Cluster_135902
Operon503	BCBAIBPD_00716	dctB_2	Cluster_135902
Operon504	BCBAIBPD_00717	glnQ_2	Cluster_88227
Operon504	BCBAIBPD_00718	gltK	Cluster_88227
Operon504	BCBAIBPD_00719	gltJ_1	Cluster_88227
Operon505	BCBAIBPD_00720	gltI	Cluster_27783
Operon506	BCBAIBPD_00721	Unknown_Gene	Cluster_27783
Operon507	BCBAIBPD_00722	glpD	Cluster_58728
Operon508	BCBAIBPD_00723	glpR	Cluster_97380
Operon509	BCBAIBPD_00724	glpK	Cluster_155440
Operon509	BCBAIBPD_00725	glpF	Cluster_155440
Operon510	BCBAIBPD_00726	ybaK	Cluster_32421
Operon511	BCBAIBPD_00727	fbpC	Cluster_21956
Operon511	BCBAIBPD_00728	argF	Cluster_21956
Operon512	BCBAIBPD_00729	napA	Cluster_21956
Operon513	BCBAIBPD_00730	grxD	Cluster_123108
Operon514	BCBAIBPD_00731	bfr_1	Cluster_60456
Operon515	BCBAIBPD_00732	Unknown_Gene	Cluster_56930
Operon516	BCBAIBPD_00733	ahpC_1	Cluster_56930
Operon517	BCBAIBPD_00734	rnt	Cluster_96697
Operon517	BCBAIBPD_00735	pyrC	Cluster_96697
Operon518	BCBAIBPD_00736	pal_1	Cluster_96697
Operon519	BCBAIBPD_00737	argG	Cluster_102133
Operon520	BCBAIBPD_00738	Unknown_Gene	Cluster_25822
Operon521	BCBAIBPD_00739	bvgA_1	Cluster_25822
Operon522	BCBAIBPD_00740	Unknown_Gene	Cluster_115576
Operon523	BCBAIBPD_00741	nth	Cluster_98532
Operon524	BCBAIBPD_00742	metG	Cluster_78975
Operon525	BCBAIBPD_00743	apbC	Cluster_78975
Operon526	BCBAIBPD_00744	capB_1	Cluster_24575
Operon527	BCBAIBPD_00745	dcd	Cluster_24575
Operon528	BCBAIBPD_00746	Unknown_Gene	Cluster_120463
Operon529	BCBAIBPD_00747	Unknown_Gene	Cluster_135901
Operon530	BCBAIBPD_00748	cshB	Cluster_142054
Operon531	BCBAIBPD_00749	Unknown_Gene	Cluster_105481
Operon532	BCBAIBPD_00750	lig	Cluster_107071
Operon532	BCBAIBPD_00751	Unknown_Gene	Cluster_107071
Operon533	BCBAIBPD_00752	quiP	Cluster_63675
Operon534	BCBAIBPD_00753	hisC_1	Cluster_58730
Operon535	BCBAIBPD_00754	rfnT	Cluster_58730
Operon536	BCBAIBPD_00755	Unknown_Gene	Cluster_78275
Operon536	BCBAIBPD_00756	Unknown_Gene	Cluster_78275
Operon536	BCBAIBPD_00757	Unknown_Gene	Cluster_78275
Operon536	BCBAIBPD_00758	Unknown_Gene	Cluster_78275
Operon537	BCBAIBPD_00759	pal_2	Cluster_78275
Operon537	BCBAIBPD_00760	Unknown_Gene	Cluster_78275
Operon537	BCBAIBPD_00761	Unknown_Gene	Cluster_78275
Operon538	BCBAIBPD_00762	Unknown_Gene	Cluster_118336
Operon539	BCBAIBPD_00763	dinG_1	Cluster_118336
Operon540	BCBAIBPD_00764	Unknown_Gene	Cluster_132258
Operon541	BCBAIBPD_00765	yfeW	Cluster_127418
Operon542	BCBAIBPD_00766	pal_3	Cluster_117648
Operon542	BCBAIBPD_00767	pdxH	Cluster_117648
Operon543	BCBAIBPD_00768	Unknown_Gene	Cluster_85817
Operon544	BCBAIBPD_00769	slyB	Cluster_85817
Operon545	BCBAIBPD_00770	Unknown_Gene	Cluster_131545
Operon546	BCBAIBPD_00771	Unknown_Gene	Cluster_69951
Operon547	BCBAIBPD_00772	livF_1	Cluster_64945
Operon547	BCBAIBPD_00773	lptB_1	Cluster_64945
Operon547	BCBAIBPD_00774	Unknown_Gene	Cluster_64945
Operon547	BCBAIBPD_00775	livH_1	Cluster_64945
Operon548	BCBAIBPD_00776	braC_1	Cluster_23672
Operon549	BCBAIBPD_00777	Unknown_Gene	Cluster_23672
Operon550	BCBAIBPD_00778	garR	Cluster_60861
Operon551	BCBAIBPD_00779	rapA	Cluster_109647
Operon552	BCBAIBPD_00780	Unknown_Gene	Cluster_82683
Operon553	BCBAIBPD_00781	Unknown_Gene	Cluster_82683
Operon554	BCBAIBPD_00782	Unknown_Gene	Cluster_142565
Operon555	BCBAIBPD_00783	Unknown_Gene	Cluster_92492
Operon556	BCBAIBPD_00784	Unknown_Gene	Cluster_73178
Operon557	BCBAIBPD_00785	dgcC_1	Cluster_77719
Operon558	BCBAIBPD_00786	yfdC	NO_CLUSTER_ASSOCIATION_FOUND
Operon559	BCBAIBPD_00787	fabG_2	Cluster_20100
Operon559	BCBAIBPD_00788	siaT	Cluster_20100
Operon559	BCBAIBPD_00789	Unknown_Gene	Cluster_20100
Operon560	BCBAIBPD_00790	fadA_1	Cluster_20100
Operon560	BCBAIBPD_00791	Unknown_Gene	Cluster_20100
Operon560	BCBAIBPD_00792	Unknown_Gene	Cluster_20100
Operon560	BCBAIBPD_00793	Unknown_Gene	Cluster_20100
Operon561	BCBAIBPD_00794	nicP_2	Cluster_142564
Operon562	BCBAIBPD_00795	cysG	Cluster_145281
Operon562	BCBAIBPD_00796	serS	Cluster_145281
Operon562	BCBAIBPD_00797	crcB	Cluster_145281
Operon562	BCBAIBPD_00798	rarA	Cluster_145281
Operon562	BCBAIBPD_00799	lolA	Cluster_145281
Operon563	BCBAIBPD_00800	ftsK	Cluster_17004
Operon564	BCBAIBPD_00801	aat	Cluster_17004
Operon565	BCBAIBPD_00802	bpt	Cluster_148359
Operon566	BCBAIBPD_00803	infA	Cluster_114063
Operon567	BCBAIBPD_00804	clpA	Cluster_166368
Operon567	BCBAIBPD_00805	clpS	Cluster_166368
Operon568	BCBAIBPD_00806	cspD	Cluster_49051
Operon569	BCBAIBPD_00807	icd	Cluster_14055
Operon570	BCBAIBPD_00808	nudJ	Cluster_120462
Operon571	BCBAIBPD_00809	mnmA	Cluster_147798
Operon571	BCBAIBPD_00810	hflD	Cluster_147798
Operon572	BCBAIBPD_00811	purB	Cluster_37681
Operon573	BCBAIBPD_00812	roxA	Cluster_130097
Operon573	BCBAIBPD_00813	Unknown_Gene	Cluster_130097
Operon574	BCBAIBPD_00814	topB	Cluster_32156
Operon575	BCBAIBPD_00815	puuA_4	Cluster_130617
Operon576	BCBAIBPD_00816	yfcA	Cluster_94312
Operon577	BCBAIBPD_00817	nudC_1	Cluster_164950
Operon577	BCBAIBPD_00818	crt	Cluster_164950
Operon578	BCBAIBPD_00819	blc_1	Cluster_66631
Operon578	BCBAIBPD_00820	rnz	Cluster_66631
Operon579	BCBAIBPD_00821	hyuC	Cluster_133487
Operon580	BCBAIBPD_00822	pucI_1	Cluster_26249
Operon581	BCBAIBPD_00823	dht	Cluster_26249
Operon582	BCBAIBPD_00824	preT	Cluster_90471
Operon582	BCBAIBPD_00825	preA	Cluster_90471
Operon583	BCBAIBPD_00826	rutR_1	Cluster_85626
Operon584	BCBAIBPD_00827	Unknown_Gene	Cluster_123675
Operon585	BCBAIBPD_00828	zwf_2	Cluster_5214
Operon585	BCBAIBPD_00829	Unknown_Gene	Cluster_5214
Operon586	BCBAIBPD_00830	glgA1	Cluster_5214
Operon586	BCBAIBPD_00831	glgB_1	Cluster_5214
Operon586	BCBAIBPD_00832	Unknown_Gene	Cluster_5214
Operon586	BCBAIBPD_00833	Unknown_Gene	Cluster_5214
Operon587	BCBAIBPD_00834	glgX	Cluster_98039
Operon588	BCBAIBPD_00835	glgB_2	Cluster_138688
Operon588	BCBAIBPD_00836	Unknown_Gene	Cluster_138688
Operon589	BCBAIBPD_00837	glgE2	Cluster_90650
Operon590	BCBAIBPD_00838	Unknown_Gene	Cluster_90650
Operon591	BCBAIBPD_00839	fadD3	Cluster_48345
Operon592	BCBAIBPD_00840	acdA	Cluster_48345
Operon593	BCBAIBPD_00841	Unknown_Gene	Cluster_118132
Operon593	BCBAIBPD_00842	menB_1	Cluster_118132
Operon593	BCBAIBPD_00843	accA1	Cluster_118132
Operon594	BCBAIBPD_00844	Unknown_Gene	Cluster_116953
Operon595	BCBAIBPD_00845	Unknown_Gene	Cluster_116953
Operon596	BCBAIBPD_00846	Unknown_Gene	Cluster_16025
Operon597	BCBAIBPD_00847	nicP_3	Cluster_141003
Operon598	BCBAIBPD_00848	citN_2	Cluster_104044
Operon599	BCBAIBPD_00849	dctA2_1	Cluster_137976
Operon600	BCBAIBPD_00850	ybhH	Cluster_85199
Operon601	BCBAIBPD_00851	cynR_1	Cluster_85199
Operon602	BCBAIBPD_00852	ais_1	Cluster_130616
Operon603	BCBAIBPD_00853	glsA2	Cluster_119529
Operon604	BCBAIBPD_00854	Unknown_Gene	Cluster_105479
Operon605	BCBAIBPD_00855	Unknown_Gene	Cluster_142572
Operon606	BCBAIBPD_00856	pgsA	Cluster_166957
Operon606	BCBAIBPD_00857	uvrC	Cluster_166957
Operon606	BCBAIBPD_00858	gacA	Cluster_166957
Operon607	BCBAIBPD_00859	Unknown_Gene	Cluster_110536
Operon608	BCBAIBPD_00860	Unknown_Gene	Cluster_161172
Operon608	BCBAIBPD_00861	Unknown_Gene	Cluster_161172
Operon609	BCBAIBPD_00862	gabP_1	Cluster_26692
Operon610	BCBAIBPD_00863	gabT	Cluster_26692
Operon611	BCBAIBPD_00864	Unknown_Gene	Cluster_69617
Operon612	BCBAIBPD_00865	Unknown_Gene	Cluster_69617
Operon613	BCBAIBPD_00866	bicA	Cluster_127416
Operon614	BCBAIBPD_00867	Unknown_Gene	Cluster_57182
Operon615	BCBAIBPD_00868	Unknown_Gene	Cluster_57182
Operon616	BCBAIBPD_00869	aceA	Cluster_12525
Operon617	BCBAIBPD_00870	Unknown_Gene	Cluster_82138
Operon618	BCBAIBPD_00871	Unknown_Gene	Cluster_902
Operon619	BCBAIBPD_00872	ndhC	Cluster_902
Operon619	BCBAIBPD_00873	nuoB	Cluster_902
