GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2937
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	HFFFMDPO_00001	dctA2_1	Cluster_135791
Operon246	HFFFMDPO_00434	ribE	Cluster_112135
Operon246	HFFFMDPO_00435	ribBA_1	Cluster_112135
Operon247	HFFFMDPO_00436	ribH	Cluster_118441
Operon247	HFFFMDPO_00437	nusB	Cluster_118441
Operon247	HFFFMDPO_00438	thiL	Cluster_118441
Operon247	HFFFMDPO_00439	pgpA	Cluster_118441
Operon247	HFFFMDPO_00440	Unknown_Gene	Cluster_118441
Operon248	HFFFMDPO_00441	Unknown_Gene	Cluster_67625
Operon248	HFFFMDPO_00442	Unknown_Gene	Cluster_67625
Operon248	HFFFMDPO_00443	btuF	Cluster_67625
Operon249	HFFFMDPO_00444	btuB_1	Cluster_10954
Operon250	HFFFMDPO_00445	dxs	Cluster_69520
Operon251	HFFFMDPO_00446	ispA	Cluster_43714
Operon251	HFFFMDPO_00447	xseB	Cluster_43714
Operon252	HFFFMDPO_00448	ribB	Cluster_21631
Operon253	HFFFMDPO_00449	Unknown_Gene	Cluster_21631
Operon254	HFFFMDPO_00450	besA	Cluster_116824
Operon255	HFFFMDPO_00451	pfeS_2	Cluster_67592
Operon255	HFFFMDPO_00452	ompR_1	Cluster_67592
Operon256	HFFFMDPO_00453	fpvA_1	Cluster_67592
Operon257	HFFFMDPO_00454	Unknown_Gene	Cluster_20559
Operon258	HFFFMDPO_00455	Unknown_Gene	Cluster_363
Operon258	HFFFMDPO_00456	copB_1	Cluster_363
Operon258	HFFFMDPO_00457	Unknown_Gene	Cluster_363
Operon258	HFFFMDPO_00458	copA_1	Cluster_363
Operon259	HFFFMDPO_00459	prtR	Cluster_65359
Operon260	HFFFMDPO_00460	ppa	Cluster_121242
Operon261	HFFFMDPO_00461	mtfA	Cluster_47535
Operon261	HFFFMDPO_00462	dedA	Cluster_47535
Operon262	HFFFMDPO_00463	Unknown_Gene	Cluster_110547
Operon263	HFFFMDPO_00464	eutC	Cluster_49951
Operon263	HFFFMDPO_00465	eutB	Cluster_49951
Operon263	HFFFMDPO_00466	potE_1	Cluster_49951
Operon264	HFFFMDPO_00467	adh_1	Cluster_42098
Operon265	HFFFMDPO_00468	acoR_1	Cluster_42098
Operon266	HFFFMDPO_00469	mpl	Cluster_139511
Operon266	HFFFMDPO_00470	ubiX_1	Cluster_139511
Operon266	HFFFMDPO_00471	Unknown_Gene	Cluster_139511
Operon267	HFFFMDPO_00472	Unknown_Gene	Cluster_85785
Operon267	HFFFMDPO_00473	Unknown_Gene	Cluster_85785
Operon268	HFFFMDPO_00474	ydjJ	Cluster_35356
Operon268	HFFFMDPO_00475	acoC	Cluster_35356
Operon268	HFFFMDPO_00476	acoB	Cluster_35356
Operon268	HFFFMDPO_00477	acoA	Cluster_35356
Operon268	HFFFMDPO_00478	Unknown_Gene	Cluster_35356
Operon269	HFFFMDPO_00479	acoR_2	Cluster_35356
Operon270	HFFFMDPO_00480	accC	Cluster_115327
Operon270	HFFFMDPO_00481	accB	Cluster_115327
Operon271	HFFFMDPO_00482	aroQ1	Cluster_68560
Operon272	HFFFMDPO_00483	dsbD_1	Cluster_64081
Operon273	HFFFMDPO_00484	ctpL	Cluster_85741
Operon274	HFFFMDPO_00485	pleD_1	Cluster_38464
Operon275	HFFFMDPO_00486	Unknown_Gene	Cluster_38464
Operon275	HFFFMDPO_00487	yfcD	Cluster_38464
Operon276	HFFFMDPO_00488	glmU_1	Cluster_42640
Operon277	HFFFMDPO_00489	yciH	Cluster_42640
Operon278	HFFFMDPO_00490	speA	Cluster_82415
Operon279	HFFFMDPO_00491	Unknown_Gene	Cluster_119659
Operon279	HFFFMDPO_00492	Unknown_Gene	Cluster_119659
Operon280	HFFFMDPO_00493	dinF	Cluster_30466
Operon281	HFFFMDPO_00494	yfhM	Cluster_30466
Operon282	HFFFMDPO_00495	Unknown_Gene	Cluster_132891
Operon283	HFFFMDPO_00496	pbpC	Cluster_132891
Operon284	HFFFMDPO_00497	Unknown_Gene	Cluster_122362
Operon285	HFFFMDPO_00498	todT	Cluster_103442
Operon286	HFFFMDPO_00499	Unknown_Gene	Cluster_31177
Operon287	HFFFMDPO_00500	Unknown_Gene	Cluster_132153
Operon287	HFFFMDPO_00501	Unknown_Gene	Cluster_132153
Operon287	HFFFMDPO_00502	cmoM	Cluster_132153
Operon287	HFFFMDPO_00503	Unknown_Gene	Cluster_132153
Operon288	HFFFMDPO_00504	Unknown_Gene	Cluster_98787
Operon288	HFFFMDPO_00505	Unknown_Gene	Cluster_98787
Operon289	HFFFMDPO_00506	fadI	Cluster_98787
Operon290	HFFFMDPO_00507	nimR_1	Cluster_120350
Operon291	HFFFMDPO_00508	mcpH_1	Cluster_74262
Operon292	HFFFMDPO_00509	hmrR	Cluster_151158
Operon292	HFFFMDPO_00510	copA_2	Cluster_151158
Operon293	HFFFMDPO_00511	Unknown_Gene	Cluster_86323
Operon294	HFFFMDPO_00512	copZ	Cluster_86323
Operon295	HFFFMDPO_00513	bcr_1	Cluster_111759
Operon296	HFFFMDPO_00514	Unknown_Gene	Cluster_12177
Operon297	HFFFMDPO_00515	Unknown_Gene	Cluster_12177
Operon298	HFFFMDPO_00516	Unknown_Gene	Cluster_126676
Operon299	HFFFMDPO_00517	Unknown_Gene	Cluster_22088
Operon300	HFFFMDPO_00518	yigZ	Cluster_123764
Operon300	HFFFMDPO_00519	rutR_1	Cluster_123764
Operon301	HFFFMDPO_00520	metR_1	Cluster_104134
Operon302	HFFFMDPO_00521	Unknown_Gene	Cluster_104134
Operon303	HFFFMDPO_00522	bauC_1	Cluster_135751
Operon304	HFFFMDPO_00523	Unknown_Gene	Cluster_92010
Operon305	HFFFMDPO_00524	Unknown_Gene	Cluster_92010
Operon305	HFFFMDPO_00525	Unknown_Gene	Cluster_92010
Operon306	HFFFMDPO_00526	zapE_1	Cluster_55093
Operon307	HFFFMDPO_00527	cdhR_1	Cluster_108336
Operon308	HFFFMDPO_00528	tas	Cluster_40381
Operon309	HFFFMDPO_00529	rplM	Cluster_40381
Operon309	HFFFMDPO_00530	rpsI	Cluster_40381
Operon310	HFFFMDPO_00531	petA	Cluster_38106
Operon310	HFFFMDPO_00532	petB	Cluster_38106
Operon310	HFFFMDPO_00533	petC	Cluster_38106
Operon311	HFFFMDPO_00534	sspA_1	Cluster_105587
Operon311	HFFFMDPO_00535	sspB	Cluster_105587
Operon312	HFFFMDPO_00536	Unknown_Gene	Cluster_126539
Operon312	HFFFMDPO_00537	gmhA	Cluster_126539
Operon313	HFFFMDPO_00538	Unknown_Gene	Cluster_65186
Operon313	HFFFMDPO_00539	lpoA	Cluster_65186
Operon314	HFFFMDPO_00540	rsmI	Cluster_65186
Operon315	HFFFMDPO_00541	mraZ	Cluster_2287
Operon315	HFFFMDPO_00542	rsmH	Cluster_2287
Operon315	HFFFMDPO_00543	ftsL	Cluster_2287
Operon315	HFFFMDPO_00544	ftsI	Cluster_2287
Operon315	HFFFMDPO_00545	murE	Cluster_2287
Operon315	HFFFMDPO_00546	murF	Cluster_2287
Operon315	HFFFMDPO_00547	mraY	Cluster_2287
Operon315	HFFFMDPO_00548	murD	Cluster_2287
Operon315	HFFFMDPO_00549	ftsW	Cluster_2287
Operon315	HFFFMDPO_00550	murG	Cluster_2287
Operon315	HFFFMDPO_00551	murC	Cluster_2287
Operon315	HFFFMDPO_00552	ddl_1	Cluster_2287
Operon315	HFFFMDPO_00553	ftsQ	Cluster_2287
Operon315	HFFFMDPO_00554	ftsA	Cluster_2287
Operon316	HFFFMDPO_00555	ftsZ	Cluster_148650
Operon317	HFFFMDPO_00556	lpxC	Cluster_107308
Operon318	HFFFMDPO_00557	Unknown_Gene	Cluster_60404
Operon319	HFFFMDPO_00558	secA	Cluster_60404
Operon320	HFFFMDPO_00559	argJ	Cluster_67128
Operon321	HFFFMDPO_00560	Unknown_Gene	Cluster_80021
Operon321	HFFFMDPO_00561	thiE_1	Cluster_80021
Operon322	HFFFMDPO_00562	cobO_2	Cluster_115642
Operon322	HFFFMDPO_00563	sasA_1	Cluster_115642
Operon322	HFFFMDPO_00564	panE_1	Cluster_115642
Operon323	HFFFMDPO_00565	Unknown_Gene	Cluster_115642
Operon324	HFFFMDPO_00566	mscS	Cluster_105588
Operon325	HFFFMDPO_00567	mdtL	Cluster_55787
Operon326	HFFFMDPO_00568	recO	Cluster_73219
Operon327	HFFFMDPO_00569	era	Cluster_72944
Operon327	HFFFMDPO_00570	rnc_1	Cluster_72944
Operon328	HFFFMDPO_00571	lepB	Cluster_67361
Operon328	HFFFMDPO_00572	lepA	Cluster_67361
Operon329	HFFFMDPO_00573	degP	Cluster_68723
Operon330	HFFFMDPO_00574	mucB	Cluster_15947
Operon330	HFFFMDPO_00575	mucA	Cluster_15947
Operon330	HFFFMDPO_00576	algU	Cluster_15947
Operon331	HFFFMDPO_00577	nadB	Cluster_15947
Operon332	HFFFMDPO_00578	sdhE	Cluster_93112
Operon333	HFFFMDPO_00579	ygfZ	Cluster_93112
Operon334	HFFFMDPO_00580	Unknown_Gene	Cluster_150061
Operon335	HFFFMDPO_00581	qseC_1	Cluster_59586
Operon335	HFFFMDPO_00582	tctD	Cluster_59586
Operon336	HFFFMDPO_00583	nicP_1	Cluster_59586
Operon336	HFFFMDPO_00584	Unknown_Gene	Cluster_59586
Operon337	HFFFMDPO_00585	Unknown_Gene	Cluster_55798
Operon337	HFFFMDPO_00586	Unknown_Gene	Cluster_55798
Operon337	HFFFMDPO_00587	Unknown_Gene	Cluster_55798
Operon338	HFFFMDPO_00588	yhcR	Cluster_123766
Operon339	HFFFMDPO_00589	ung	Cluster_98628
Operon340	HFFFMDPO_00590	caiD	Cluster_98628
Operon341	HFFFMDPO_00591	Unknown_Gene	Cluster_55076
Operon342	HFFFMDPO_00592	Unknown_Gene	Cluster_55076
Operon342	HFFFMDPO_00593	Unknown_Gene	Cluster_55076
Operon342	HFFFMDPO_00594	rsuA	Cluster_55076
Operon343	HFFFMDPO_00595	rhlA	Cluster_21891
Operon344	HFFFMDPO_00596	Unknown_Gene	Cluster_108375
Operon345	HFFFMDPO_00597	Unknown_Gene	Cluster_55083
Operon346	HFFFMDPO_00598	Unknown_Gene	Cluster_53773
Operon347	HFFFMDPO_00599	Unknown_Gene	Cluster_70211
Operon348	HFFFMDPO_00600	Unknown_Gene	Cluster_64062
Operon349	HFFFMDPO_00601	Unknown_Gene	Cluster_64062
Operon350	HFFFMDPO_00602	dctB_1	Cluster_126123
Operon350	HFFFMDPO_00603	dctD_1	Cluster_126123
Operon351	HFFFMDPO_00604	kgtP_1	Cluster_78946
Operon352	HFFFMDPO_00605	Unknown_Gene	Cluster_25397
Operon353	HFFFMDPO_00606	Unknown_Gene	Cluster_25397
Operon354	HFFFMDPO_00607	Unknown_Gene	Cluster_103435
Operon355	HFFFMDPO_00608	Unknown_Gene	Cluster_154568
Operon355	HFFFMDPO_00609	Unknown_Gene	Cluster_154568
Operon356	HFFFMDPO_00610	rhaS_2	Cluster_58447
Operon357	HFFFMDPO_00611	aruI_1	Cluster_106956
Operon358	HFFFMDPO_00612	gcvA_1	Cluster_106956
Operon359	HFFFMDPO_00613	Unknown_Gene	Cluster_66704
Operon360	HFFFMDPO_00614	dmlR_3	Cluster_66704
Operon360	HFFFMDPO_00615	Unknown_Gene	Cluster_66704
Operon361	HFFFMDPO_00616	Unknown_Gene	Cluster_20513
Operon362	HFFFMDPO_00617	bmr3	Cluster_20513
Operon363	HFFFMDPO_00618	ttgR	Cluster_41105
Operon364	HFFFMDPO_00619	ttgA	Cluster_41105
Operon364	HFFFMDPO_00620	ttgB_1	Cluster_41105
Operon364	HFFFMDPO_00621	ttgC	Cluster_41105
Operon365	HFFFMDPO_00622	nicP_2	Cluster_18266
Operon366	HFFFMDPO_00623	Unknown_Gene	Cluster_44975
Operon367	HFFFMDPO_00624	Unknown_Gene	Cluster_64927
Operon367	HFFFMDPO_00625	catD_1	Cluster_64927
Operon367	HFFFMDPO_00626	pcaB	Cluster_64927
Operon367	HFFFMDPO_00627	kgtP_2	Cluster_64927
Operon368	HFFFMDPO_00628	pcaF_1	Cluster_27677
Operon369	HFFFMDPO_00629	pcaK_1	Cluster_28442
Operon370	HFFFMDPO_00630	pcaR_1	Cluster_12911
Operon371	HFFFMDPO_00631	Unknown_Gene	Cluster_12911
Operon372	HFFFMDPO_00632	pitA_1	Cluster_33065
Operon373	HFFFMDPO_00633	Unknown_Gene	Cluster_73254
Operon374	HFFFMDPO_00634	mcpG	Cluster_73254
Operon375	HFFFMDPO_00635	pimC	Cluster_69521
Operon375	HFFFMDPO_00636	Unknown_Gene	Cluster_69521
Operon375	HFFFMDPO_00637	Unknown_Gene	Cluster_69521
Operon376	HFFFMDPO_00638	purU_1	Cluster_35152
Operon377	HFFFMDPO_00639	Unknown_Gene	Cluster_35152
Operon378	HFFFMDPO_00640	sbcB_1	Cluster_148445
Operon379	HFFFMDPO_00641	Unknown_Gene	Cluster_100648
Operon380	HFFFMDPO_00642	Unknown_Gene	Cluster_67636
Operon381	HFFFMDPO_00643	pykA_1	Cluster_67636
Operon382	HFFFMDPO_00644	groL	Cluster_153547
Operon383	HFFFMDPO_00645	groS	Cluster_44877
Operon384	HFFFMDPO_00646	Unknown_Gene	Cluster_141923
Operon385	HFFFMDPO_00647	Unknown_Gene	Cluster_129295
Operon386	HFFFMDPO_00648	Unknown_Gene	Cluster_75773
Operon387	HFFFMDPO_00649	Unknown_Gene	Cluster_75773
Operon387	HFFFMDPO_00650	Unknown_Gene	Cluster_75773
Operon388	HFFFMDPO_00651	czcS	Cluster_30046
Operon388	HFFFMDPO_00652	czcR_1	Cluster_30046
Operon389	HFFFMDPO_00653	Unknown_Gene	Cluster_30046
Operon390	HFFFMDPO_00654	cmoB	Cluster_124559
Operon390	HFFFMDPO_00655	cmoA	Cluster_124559
Operon391	HFFFMDPO_00656	Unknown_Gene	Cluster_82779
Operon392	HFFFMDPO_00657	lon_1	Cluster_8621
Operon393	HFFFMDPO_00658	gcd_1	Cluster_167192
Operon393	HFFFMDPO_00659	oprB_1	Cluster_167192
Operon394	HFFFMDPO_00660	Unknown_Gene	Cluster_75806
Operon395	HFFFMDPO_00661	Unknown_Gene	Cluster_75806
Operon395	HFFFMDPO_00662	Unknown_Gene	Cluster_75806
Operon395	HFFFMDPO_00663	hpmA	Cluster_75806
Operon396	HFFFMDPO_00664	shlA	Cluster_70418
Operon397	HFFFMDPO_00665	Unknown_Gene	Cluster_100650
Operon397	HFFFMDPO_00666	nudC_1	Cluster_100650
Operon398	HFFFMDPO_00667	nudL	Cluster_100650
Operon398	HFFFMDPO_00668	yrdA_1	Cluster_100650
Operon398	HFFFMDPO_00669	Unknown_Gene	Cluster_100650
Operon399	HFFFMDPO_00670	Unknown_Gene	Cluster_61206
Operon400	HFFFMDPO_00671	purT_1	Cluster_132956
Operon401	HFFFMDPO_00672	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon402	HFFFMDPO_00673	baiN	Cluster_84500
Operon403	HFFFMDPO_00674	rhlE_1	Cluster_148352
Operon404	HFFFMDPO_00675	yedA	Cluster_89947
Operon405	HFFFMDPO_00676	dinG_1	Cluster_77318
Operon405	HFFFMDPO_00677	Unknown_Gene	Cluster_77318
Operon406	HFFFMDPO_00678	Unknown_Gene	Cluster_73947
Operon407	HFFFMDPO_00679	Unknown_Gene	Cluster_73947
Operon408	HFFFMDPO_00680	Unknown_Gene	Cluster_126679
Operon409	HFFFMDPO_00681	Unknown_Gene	Cluster_98669
Operon409	HFFFMDPO_00682	hrpB	Cluster_98669
Operon410	HFFFMDPO_00683	Unknown_Gene	Cluster_98669
Operon410	HFFFMDPO_00684	fieF	Cluster_98669
Operon411	HFFFMDPO_00685	Unknown_Gene	Cluster_19236
Operon412	HFFFMDPO_00686	lrp_1	Cluster_19236
Operon413	HFFFMDPO_00687	Unknown_Gene	Cluster_150847
Operon414	HFFFMDPO_00688	rluE	Cluster_113306
Operon414	HFFFMDPO_00689	amn	Cluster_113306
Operon415	HFFFMDPO_00690	aidB	Cluster_55092
Operon416	HFFFMDPO_00691	rcsC_6	Cluster_35576
Operon417	HFFFMDPO_00692	thiD	Cluster_35576
Operon417	HFFFMDPO_00693	thiE_2	Cluster_35576
Operon417	HFFFMDPO_00694	hemL	Cluster_35576
Operon418	HFFFMDPO_00695	Unknown_Gene	Cluster_44879
Operon419	HFFFMDPO_00696	Unknown_Gene	Cluster_48396
Operon420	HFFFMDPO_00697	ybeZ	Cluster_48396
Operon420	HFFFMDPO_00698	ybeY	Cluster_48396
Operon420	HFFFMDPO_00699	corC	Cluster_48396
Operon420	HFFFMDPO_00700	lnt	Cluster_48396
Operon421	HFFFMDPO_00701	Unknown_Gene	Cluster_91924
Operon422	HFFFMDPO_00702	Unknown_Gene	Cluster_49307
Operon423	HFFFMDPO_00703	leuS	Cluster_49307
Operon424	HFFFMDPO_00704	lptE	Cluster_145144
Operon424	HFFFMDPO_00705	holA	Cluster_145144
Operon425	HFFFMDPO_00706	Unknown_Gene	Cluster_12553
Operon426	HFFFMDPO_00707	Unknown_Gene	Cluster_145953
Operon427	HFFFMDPO_00708	ykfA	Cluster_118209
Operon428	HFFFMDPO_00709	lipA	Cluster_135669
Operon428	HFFFMDPO_00710	lipB	Cluster_135669
Operon428	HFFFMDPO_00711	Unknown_Gene	Cluster_135669
Operon429	HFFFMDPO_00712	dacC_1	Cluster_50301
Operon430	HFFFMDPO_00713	rlpA_1	Cluster_27206
Operon430	HFFFMDPO_00714	mltB	Cluster_27206
Operon430	HFFFMDPO_00715	mrdB	Cluster_27206
Operon430	HFFFMDPO_00716	mrdA_1	Cluster_27206
Operon430	HFFFMDPO_00717	rlmH	Cluster_27206
Operon430	HFFFMDPO_00718	rsfS	Cluster_27206
Operon430	HFFFMDPO_00719	nadD	Cluster_27206
Operon430	HFFFMDPO_00720	proA	Cluster_27206
Operon431	HFFFMDPO_00721	Unknown_Gene	Cluster_27206
Operon431	HFFFMDPO_00722	Unknown_Gene	Cluster_27206
Operon432	HFFFMDPO_00723	Unknown_Gene	Cluster_83400
Operon432	HFFFMDPO_00724	yohK_1	Cluster_83400
Operon432	HFFFMDPO_00725	cidA_1	Cluster_83400
Operon433	HFFFMDPO_00726	Unknown_Gene	Cluster_83400
Operon434	HFFFMDPO_00727	prmA	Cluster_104829
Operon434	HFFFMDPO_00728	Unknown_Gene	Cluster_104829
Operon435	HFFFMDPO_00729	dusB	Cluster_56857
Operon435	HFFFMDPO_00730	fis	Cluster_56857
Operon436	HFFFMDPO_00731	purH	Cluster_129978
Operon437	HFFFMDPO_00732	purD	Cluster_77672
Operon438	HFFFMDPO_00733	rcsC_7	Cluster_90578
Operon439	HFFFMDPO_00734	Unknown_Gene	Cluster_133649
Operon440	HFFFMDPO_00735	Unknown_Gene	Cluster_153036
Operon440	HFFFMDPO_00736	Unknown_Gene	Cluster_153036
Operon441	HFFFMDPO_00737	Unknown_Gene	Cluster_104141
Operon442	HFFFMDPO_00738	cysG_1	Cluster_40371
Operon442	HFFFMDPO_00739	cobI	Cluster_40371
Operon442	HFFFMDPO_00740	cobH	Cluster_40371
Operon442	HFFFMDPO_00741	sir_1	Cluster_40371
Operon443	HFFFMDPO_00742	cobL	Cluster_40371
Operon443	HFFFMDPO_00743	cbiD	Cluster_40371
Operon443	HFFFMDPO_00744	cobK	Cluster_40371
Operon444	HFFFMDPO_00745	Unknown_Gene	Cluster_97277
Operon444	HFFFMDPO_00746	qmcA	Cluster_97277
Operon445	HFFFMDPO_00747	Unknown_Gene	Cluster_37997
Operon445	HFFFMDPO_00748	Unknown_Gene	Cluster_37997
Operon445	HFFFMDPO_00749	Unknown_Gene	Cluster_37997
Operon446	HFFFMDPO_00750	btuB_2	Cluster_140692
Operon447	HFFFMDPO_00751	Unknown_Gene	Cluster_148738
Operon448	HFFFMDPO_00752	cycA_1	Cluster_51959
Operon449	HFFFMDPO_00753	amiC_1	Cluster_27948
Operon450	HFFFMDPO_00754	Unknown_Gene	Cluster_89311
Operon450	HFFFMDPO_00755	Unknown_Gene	Cluster_89311
Operon450	HFFFMDPO_00756	lptB_1	Cluster_89311
Operon451	HFFFMDPO_00757	livF_1	Cluster_81098
Operon451	HFFFMDPO_00758	Unknown_Gene	Cluster_81098
Operon452	HFFFMDPO_00759	cbpM	Cluster_75780
Operon452	HFFFMDPO_00760	cbpA	Cluster_75780
Operon453	HFFFMDPO_00761	dnaK_1	Cluster_75780
Operon454	HFFFMDPO_00762	Unknown_Gene	Cluster_138087
Operon455	HFFFMDPO_00763	psiF	Cluster_143508
Operon456	HFFFMDPO_00764	nimR_2	Cluster_50317
Operon457	HFFFMDPO_00765	Unknown_Gene	Cluster_50317
Operon458	HFFFMDPO_00766	lips	Cluster_100073
Operon459	HFFFMDPO_00767	osmE	Cluster_100073
Operon459	HFFFMDPO_00768	Unknown_Gene	Cluster_100073
Operon460	HFFFMDPO_00769	Unknown_Gene	Cluster_25689
Operon461	HFFFMDPO_00770	Unknown_Gene	Cluster_25689
Operon462	HFFFMDPO_00771	fabR_1	Cluster_101329
Operon463	HFFFMDPO_00772	Unknown_Gene	Cluster_150902
Operon464	HFFFMDPO_00773	Unknown_Gene	Cluster_113326
Operon465	HFFFMDPO_00774	sdh	Cluster_2547
Operon466	HFFFMDPO_00775	Unknown_Gene	Cluster_2547
Operon466	HFFFMDPO_00776	Unknown_Gene	Cluster_2547
Operon466	HFFFMDPO_00777	Unknown_Gene	Cluster_2547
Operon467	HFFFMDPO_00778	livF_2	Cluster_80979
Operon467	HFFFMDPO_00779	glnQ_1	Cluster_80979
Operon467	HFFFMDPO_00780	Unknown_Gene	Cluster_80979
Operon467	HFFFMDPO_00781	livH_1	Cluster_80979
Operon468	HFFFMDPO_00782	livK	Cluster_10922
Operon469	HFFFMDPO_00783	pncB2	Cluster_10922
Operon469	HFFFMDPO_00784	nadE_1	Cluster_10922
Operon470	HFFFMDPO_00785	Unknown_Gene	Cluster_61207
Operon471	HFFFMDPO_00786	Unknown_Gene	Cluster_61207
Operon472	HFFFMDPO_00787	Unknown_Gene	Cluster_142702
Operon473	HFFFMDPO_00788	Unknown_Gene	Cluster_20092
Operon474	HFFFMDPO_00789	dnaB_1	Cluster_107675
Operon475	HFFFMDPO_00790	rplI	Cluster_33975
Operon475	HFFFMDPO_00791	Unknown_Gene	Cluster_33975
Operon475	HFFFMDPO_00792	rpsR	Cluster_33975
Operon475	HFFFMDPO_00793	rpsF	Cluster_33975
Operon476	HFFFMDPO_00794	rlmB	Cluster_37717
Operon476	HFFFMDPO_00795	rnr	Cluster_37717
Operon477	HFFFMDPO_00796	Unknown_Gene	Cluster_37717
Operon478	HFFFMDPO_00797	Unknown_Gene	Cluster_124633
Operon479	HFFFMDPO_00798	fbpA	Cluster_43378
Operon479	HFFFMDPO_00799	Unknown_Gene	Cluster_43378
Operon480	HFFFMDPO_00800	Unknown_Gene	Cluster_66275
Operon481	HFFFMDPO_00801	Unknown_Gene	Cluster_25541
Operon482	HFFFMDPO_00802	purA	Cluster_149304
Operon483	HFFFMDPO_00803	hisZ	Cluster_31702
Operon484	HFFFMDPO_00804	hflC	Cluster_119634
Operon484	HFFFMDPO_00805	hflK	Cluster_119634
Operon485	HFFFMDPO_00806	hflX	Cluster_120401
Operon485	HFFFMDPO_00807	hfq	Cluster_120401
Operon486	HFFFMDPO_00808	miaA	NO_CLUSTER_ASSOCIATION_FOUND
Operon486	HFFFMDPO_00809	mutL	NO_CLUSTER_ASSOCIATION_FOUND
Operon486	HFFFMDPO_00810	amiC_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon486	HFFFMDPO_00811	tsaE	NO_CLUSTER_ASSOCIATION_FOUND
Operon486	HFFFMDPO_00812	nnr	NO_CLUSTER_ASSOCIATION_FOUND
Operon487	HFFFMDPO_00813	queG	NO_CLUSTER_ASSOCIATION_FOUND
Operon488	HFFFMDPO_00814	Unknown_Gene	Cluster_123088
Operon489	HFFFMDPO_00815	orn_1	Cluster_82202
Operon490	HFFFMDPO_00816	rsgA	Cluster_82202
Operon491	HFFFMDPO_00817	motB_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon491	HFFFMDPO_00818	motA	NO_CLUSTER_ASSOCIATION_FOUND
Operon492	HFFFMDPO_00819	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon492	HFFFMDPO_00820	rhdA	NO_CLUSTER_ASSOCIATION_FOUND
Operon492	HFFFMDPO_00821	psd	NO_CLUSTER_ASSOCIATION_FOUND
Operon493	HFFFMDPO_00822	Unknown_Gene	Cluster_92407
Operon494	HFFFMDPO_00823	Unknown_Gene	Cluster_92407
Operon495	HFFFMDPO_00824	Unknown_Gene	Cluster_71683
Operon496	HFFFMDPO_00825	parC	NO_CLUSTER_ASSOCIATION_FOUND
Operon496	HFFFMDPO_00826	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon496	HFFFMDPO_00827	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon496	HFFFMDPO_00828	parE	NO_CLUSTER_ASSOCIATION_FOUND
Operon496	HFFFMDPO_00829	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon497	HFFFMDPO_00830	citN_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon498	HFFFMDPO_00831	acpP_2	Cluster_33227
Operon498	HFFFMDPO_00832	Unknown_Gene	Cluster_33227
Operon498	HFFFMDPO_00833	Unknown_Gene	Cluster_33227
Operon498	HFFFMDPO_00834	fabF_2	Cluster_33227
Operon498	HFFFMDPO_00835	pksL	Cluster_33227
Operon498	HFFFMDPO_00836	argD_1	Cluster_33227
Operon498	HFFFMDPO_00837	fabG_2	Cluster_33227
Operon498	HFFFMDPO_00838	bdhA_1	Cluster_33227
Operon498	HFFFMDPO_00839	Unknown_Gene	Cluster_33227
Operon499	HFFFMDPO_00840	Unknown_Gene	Cluster_153111
Operon499	HFFFMDPO_00841	Unknown_Gene	Cluster_153111
Operon500	HFFFMDPO_00842	Unknown_Gene	Cluster_74740
Operon501	HFFFMDPO_00843	Unknown_Gene	Cluster_35341
Operon502	HFFFMDPO_00844	Unknown_Gene	Cluster_99260
Operon503	HFFFMDPO_00845	Unknown_Gene	Cluster_153899
Operon504	HFFFMDPO_00846	Unknown_Gene	Cluster_100728
Operon504	HFFFMDPO_00847	Unknown_Gene	Cluster_100728
Operon504	HFFFMDPO_00848	Unknown_Gene	Cluster_100728
Operon504	HFFFMDPO_00849	Unknown_Gene	Cluster_100728
Operon505	HFFFMDPO_00850	Unknown_Gene	Cluster_100728
Operon506	HFFFMDPO_00851	nodD2_1	Cluster_57249
Operon507	HFFFMDPO_00852	ppsC_2	Cluster_57249
Operon508	HFFFMDPO_00853	Unknown_Gene	Cluster_10617
Operon508	HFFFMDPO_00854	Unknown_Gene	Cluster_10617
Operon509	HFFFMDPO_00855	ttuB_1	Cluster_140341
Operon510	HFFFMDPO_00856	Unknown_Gene	Cluster_116163
Operon511	HFFFMDPO_00857	gbpR_1	Cluster_116163
Operon511	HFFFMDPO_00858	gbpR_2	Cluster_116163
Operon512	HFFFMDPO_00859	garD_1	Cluster_85727
Operon512	HFFFMDPO_00860	hcxB	Cluster_85727
Operon512	HFFFMDPO_00861	Unknown_Gene	Cluster_85727
Operon513	HFFFMDPO_00862	lgoT_1	Cluster_123770
Operon514	HFFFMDPO_00863	fan1	Cluster_99371
Operon514	HFFFMDPO_00864	dinG_2	Cluster_99371
Operon515	HFFFMDPO_00865	Unknown_Gene	Cluster_53681
Operon516	HFFFMDPO_00866	xerC_1	Cluster_53681
