GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2222
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	JLPMBEPE_00001	xerC_1	Cluster_29991
Operon262	JLPMBEPE_00429	Unknown_Gene	Cluster_83814
Operon263	JLPMBEPE_00430	Unknown_Gene	Cluster_83814
Operon264	JLPMBEPE_00431	gabP_1	Cluster_26879
Operon265	JLPMBEPE_00432	hisC_1	Cluster_26879
Operon266	JLPMBEPE_00433	Unknown_Gene	Cluster_12156
Operon266	JLPMBEPE_00434	Unknown_Gene	Cluster_12156
Operon266	JLPMBEPE_00435	Unknown_Gene	Cluster_12156
Operon267	JLPMBEPE_00436	Unknown_Gene	Cluster_12156
Operon267	JLPMBEPE_00437	Unknown_Gene	Cluster_12156
Operon267	JLPMBEPE_00438	Unknown_Gene	Cluster_12156
Operon268	JLPMBEPE_00439	hyuC_1	Cluster_167952
Operon268	JLPMBEPE_00440	abaF_2	Cluster_167952
Operon269	JLPMBEPE_00441	argP_2	Cluster_49114
Operon270	JLPMBEPE_00442	ligA_1	Cluster_9897
Operon271	JLPMBEPE_00443	relE	Cluster_38885
Operon271	JLPMBEPE_00444	yafN	Cluster_38885
Operon272	JLPMBEPE_00445	fabG_3	Cluster_38885
Operon273	JLPMBEPE_00446	Unknown_Gene	Cluster_104651
Operon274	JLPMBEPE_00447	Unknown_Gene	Cluster_118348
Operon275	JLPMBEPE_00448	nfsB	Cluster_109172
Operon276	JLPMBEPE_00449	dmlR_4	Cluster_109172
Operon276	JLPMBEPE_00450	rhaS_1	Cluster_109172
Operon277	JLPMBEPE_00451	Unknown_Gene	Cluster_153913
Operon278	JLPMBEPE_00452	sotB_1	Cluster_57420
Operon279	JLPMBEPE_00453	Unknown_Gene	Cluster_57420
Operon280	JLPMBEPE_00454	adhC2	Cluster_67661
Operon281	JLPMBEPE_00455	rhaS_2	Cluster_67661
Operon282	JLPMBEPE_00456	Unknown_Gene	Cluster_122496
Operon283	JLPMBEPE_00457	kefF_1	Cluster_122496
Operon284	JLPMBEPE_00458	fecI_5	Cluster_100132
Operon284	JLPMBEPE_00459	fecR_4	Cluster_100132
Operon285	JLPMBEPE_00460	pupA_2	Cluster_121710
Operon286	JLPMBEPE_00461	thpR	Cluster_78468
Operon287	JLPMBEPE_00462	Unknown_Gene	Cluster_78468
Operon288	JLPMBEPE_00463	Unknown_Gene	Cluster_76858
Operon289	JLPMBEPE_00464	Unknown_Gene	Cluster_132213
Operon290	JLPMBEPE_00465	Unknown_Gene	Cluster_78991
Operon291	JLPMBEPE_00466	Unknown_Gene	Cluster_147785
Operon292	JLPMBEPE_00467	fhuA_2	Cluster_147785
Operon293	JLPMBEPE_00468	Unknown_Gene	Cluster_57634
Operon294	JLPMBEPE_00469	Unknown_Gene	Cluster_25549
Operon294	JLPMBEPE_00470	hmuU_1	Cluster_25549
Operon294	JLPMBEPE_00471	fecE	Cluster_25549
Operon294	JLPMBEPE_00472	bcp_1	Cluster_25549
Operon294	JLPMBEPE_00473	oprD_1	Cluster_25549
Operon295	JLPMBEPE_00474	Unknown_Gene	Cluster_101455
Operon296	JLPMBEPE_00475	Unknown_Gene	Cluster_95942
Operon297	JLPMBEPE_00476	Unknown_Gene	Cluster_95942
Operon298	JLPMBEPE_00477	Unknown_Gene	Cluster_141833
Operon299	JLPMBEPE_00478	parA_1	Cluster_112026
Operon300	JLPMBEPE_00479	Unknown_Gene	Cluster_22546
Operon300	JLPMBEPE_00480	Unknown_Gene	Cluster_22546
Operon300	JLPMBEPE_00481	Unknown_Gene	Cluster_22546
Operon301	JLPMBEPE_00482	Unknown_Gene	Cluster_33897
Operon301	JLPMBEPE_00483	Unknown_Gene	Cluster_33897
Operon301	JLPMBEPE_00484	Unknown_Gene	Cluster_33897
Operon301	JLPMBEPE_00485	vgrG1_1	Cluster_33897
Operon302	JLPMBEPE_00486	Unknown_Gene	Cluster_33897
Operon303	JLPMBEPE_00487	Unknown_Gene	Cluster_137502
Operon304	JLPMBEPE_00488	tri1	Cluster_13459
Operon305	JLPMBEPE_00489	Unknown_Gene	Cluster_13459
Operon306	JLPMBEPE_00490	Unknown_Gene	Cluster_10367
Operon307	JLPMBEPE_00491	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00492	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00493	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00494	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00495	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00496	clpV1	Cluster_142676
Operon307	JLPMBEPE_00497	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00498	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00499	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00500	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00501	Unknown_Gene	Cluster_142676
Operon307	JLPMBEPE_00502	ompA_1	Cluster_142676
Operon308	JLPMBEPE_00503	hcp1_1	Cluster_87543
Operon309	JLPMBEPE_00504	Unknown_Gene	Cluster_119733
Operon309	JLPMBEPE_00505	uvrA_1	Cluster_119733
Operon310	JLPMBEPE_00506	fecI_6	Cluster_125338
Operon310	JLPMBEPE_00507	fecR_5	Cluster_125338
Operon311	JLPMBEPE_00508	fcuA_1	Cluster_54768
Operon312	JLPMBEPE_00509	Unknown_Gene	Cluster_142505
Operon312	JLPMBEPE_00510	emrA_1	Cluster_142505
Operon313	JLPMBEPE_00511	Unknown_Gene	Cluster_10793
Operon314	JLPMBEPE_00512	ycaD_1	Cluster_10793
Operon315	JLPMBEPE_00513	Unknown_Gene	Cluster_75296
Operon315	JLPMBEPE_00514	Unknown_Gene	Cluster_75296
Operon316	JLPMBEPE_00515	Unknown_Gene	Cluster_116842
Operon317	JLPMBEPE_00516	aroF_1	Cluster_25801
Operon318	JLPMBEPE_00517	ppiC_1	Cluster_130065
Operon319	JLPMBEPE_00518	Unknown_Gene	Cluster_88150
Operon319	JLPMBEPE_00519	yejB_1	Cluster_88150
Operon319	JLPMBEPE_00520	yejE_1	Cluster_88150
Operon319	JLPMBEPE_00521	bdhA	Cluster_88150
Operon320	JLPMBEPE_00522	eco	Cluster_150067
Operon321	JLPMBEPE_00523	ppiC_2	Cluster_108862
Operon322	JLPMBEPE_00524	Unknown_Gene	Cluster_93547
Operon323	JLPMBEPE_00525	rhtB_1	Cluster_89883
Operon324	JLPMBEPE_00526	rhaR_1	Cluster_89883
Operon325	JLPMBEPE_00527	Unknown_Gene	Cluster_3483
Operon326	JLPMBEPE_00528	Unknown_Gene	Cluster_3203
Operon327	JLPMBEPE_00529	ramA_1	Cluster_132262
Operon327	JLPMBEPE_00530	Unknown_Gene	Cluster_132262
Operon328	JLPMBEPE_00531	ogt	Cluster_138196
Operon329	JLPMBEPE_00532	Unknown_Gene	Cluster_22116
Operon330	JLPMBEPE_00533	Unknown_Gene	Cluster_22116
Operon331	JLPMBEPE_00534	ilvA_1	Cluster_67618
Operon332	JLPMBEPE_00535	Unknown_Gene	Cluster_109866
Operon333	JLPMBEPE_00536	rstB	Cluster_53717
Operon333	JLPMBEPE_00537	rstA	Cluster_53717
Operon334	JLPMBEPE_00538	acrE	Cluster_53717
Operon334	JLPMBEPE_00539	ttgB	Cluster_53717
Operon335	JLPMBEPE_00540	hupB_1	Cluster_65597
Operon336	JLPMBEPE_00541	mobA	Cluster_65597
Operon337	JLPMBEPE_00542	fadD3_1	Cluster_89409
Operon338	JLPMBEPE_00543	Unknown_Gene	Cluster_167096
Operon338	JLPMBEPE_00544	Unknown_Gene	Cluster_167096
Operon338	JLPMBEPE_00545	moaA_1	Cluster_167096
Operon338	JLPMBEPE_00546	Unknown_Gene	Cluster_167096
Operon339	JLPMBEPE_00547	styD	Cluster_11881
Operon340	JLPMBEPE_00548	Unknown_Gene	Cluster_81887
Operon341	JLPMBEPE_00549	Unknown_Gene	Cluster_4512
Operon341	JLPMBEPE_00550	Unknown_Gene	Cluster_4512
Operon341	JLPMBEPE_00551	Unknown_Gene	Cluster_4512
Operon341	JLPMBEPE_00552	acoR_1	Cluster_4512
Operon342	JLPMBEPE_00553	csgG	Cluster_165515
Operon342	JLPMBEPE_00554	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00555	csgE	Cluster_165515
Operon342	JLPMBEPE_00556	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00557	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00558	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00559	sctC	Cluster_165515
Operon342	JLPMBEPE_00560	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00561	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00562	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00563	Unknown_Gene	Cluster_165515
Operon342	JLPMBEPE_00564	Unknown_Gene	Cluster_165515
Operon343	JLPMBEPE_00565	walR_1	Cluster_42680
Operon344	JLPMBEPE_00566	surA_1	Cluster_48309
Operon344	JLPMBEPE_00567	Unknown_Gene	Cluster_48309
Operon345	JLPMBEPE_00568	Unknown_Gene	Cluster_35833
Operon345	JLPMBEPE_00569	Unknown_Gene	Cluster_35833
Operon345	JLPMBEPE_00570	Unknown_Gene	Cluster_35833
Operon345	JLPMBEPE_00571	Unknown_Gene	Cluster_35833
Operon346	JLPMBEPE_00572	Unknown_Gene	Cluster_48482
Operon346	JLPMBEPE_00573	Unknown_Gene	Cluster_48482
Operon347	JLPMBEPE_00574	fabD_1	Cluster_42074
Operon347	JLPMBEPE_00575	mdcG	Cluster_42074
Operon347	JLPMBEPE_00576	Unknown_Gene	Cluster_42074
Operon347	JLPMBEPE_00577	madC	Cluster_42074
Operon347	JLPMBEPE_00578	mdcC	Cluster_42074
Operon347	JLPMBEPE_00579	citG	Cluster_42074
Operon347	JLPMBEPE_00580	madA	Cluster_42074
Operon348	JLPMBEPE_00581	menB	Cluster_42074
Operon348	JLPMBEPE_00582	mmgC_1	Cluster_42074
Operon349	JLPMBEPE_00583	dmlR_5	Cluster_98681
Operon350	JLPMBEPE_00584	Unknown_Gene	Cluster_98681
Operon351	JLPMBEPE_00585	trmK	Cluster_135183
Operon352	JLPMBEPE_00586	Unknown_Gene	Cluster_135183
Operon353	JLPMBEPE_00587	Unknown_Gene	Cluster_99183
Operon354	JLPMBEPE_00588	rlhA_1	Cluster_99183
Operon355	JLPMBEPE_00589	atoC_1	Cluster_25391
Operon356	JLPMBEPE_00590	Unknown_Gene	Cluster_25391
Operon357	JLPMBEPE_00591	Unknown_Gene	Cluster_72868
Operon358	JLPMBEPE_00592	Unknown_Gene	Cluster_17239
Operon358	JLPMBEPE_00593	cobN	Cluster_17239
Operon358	JLPMBEPE_00594	Unknown_Gene	Cluster_17239
Operon359	JLPMBEPE_00595	Unknown_Gene	Cluster_17239
Operon359	JLPMBEPE_00596	Unknown_Gene	Cluster_17239
Operon360	JLPMBEPE_00597	yheS_1	Cluster_30811
Operon361	JLPMBEPE_00598	ilvE_1	Cluster_92250
Operon362	JLPMBEPE_00599	Unknown_Gene	Cluster_116476
Operon363	JLPMBEPE_00600	Unknown_Gene	Cluster_116476
Operon364	JLPMBEPE_00601	apc4_2	Cluster_56006
Operon364	JLPMBEPE_00602	apc3_2	Cluster_56006
Operon365	JLPMBEPE_00603	nphR	Cluster_83863
Operon366	JLPMBEPE_00604	Unknown_Gene	Cluster_57539
Operon366	JLPMBEPE_00605	Unknown_Gene	Cluster_57539
Operon367	JLPMBEPE_00606	Unknown_Gene	Cluster_57539
Operon368	JLPMBEPE_00607	Unknown_Gene	Cluster_130088
Operon369	JLPMBEPE_00608	Unknown_Gene	Cluster_116962
Operon370	JLPMBEPE_00609	Unknown_Gene	Cluster_117654
Operon371	JLPMBEPE_00610	Unknown_Gene	Cluster_102138
Operon372	JLPMBEPE_00611	cysS	Cluster_78927
Operon372	JLPMBEPE_00612	glnS	Cluster_78927
Operon373	JLPMBEPE_00613	Unknown_Gene	Cluster_78927
Operon373	JLPMBEPE_00614	lpxH_1	Cluster_78927
Operon374	JLPMBEPE_00615	pvdQ	Cluster_60784
Operon375	JLPMBEPE_00616	Unknown_Gene	Cluster_60784
Operon376	JLPMBEPE_00617	Unknown_Gene	Cluster_83433
Operon377	JLPMBEPE_00618	Unknown_Gene	Cluster_83433
Operon378	JLPMBEPE_00619	Unknown_Gene	Cluster_43214
Operon379	JLPMBEPE_00620	Unknown_Gene	Cluster_144543
Operon380	JLPMBEPE_00621	Unknown_Gene	Cluster_135909
Operon381	JLPMBEPE_00622	tamB	Cluster_152342
Operon381	JLPMBEPE_00623	tamA	Cluster_152342
Operon382	JLPMBEPE_00624	Unknown_Gene	Cluster_76835
Operon383	JLPMBEPE_00625	xthA_2	Cluster_76835
Operon384	JLPMBEPE_00626	Unknown_Gene	Cluster_92984
Operon384	JLPMBEPE_00627	sigR	Cluster_92984
Operon385	JLPMBEPE_00628	srpA_1	Cluster_92984
Operon385	JLPMBEPE_00629	Unknown_Gene	Cluster_92984
Operon386	JLPMBEPE_00630	Unknown_Gene	Cluster_126762
Operon387	JLPMBEPE_00631	puuR_1	Cluster_129969
Operon387	JLPMBEPE_00632	Unknown_Gene	Cluster_129969
Operon388	JLPMBEPE_00633	nsaD_1	Cluster_168765
Operon388	JLPMBEPE_00634	fabG_4	Cluster_168765
Operon389	JLPMBEPE_00635	Unknown_Gene	Cluster_124564
Operon389	JLPMBEPE_00636	Unknown_Gene	Cluster_124564
Operon390	JLPMBEPE_00637	Unknown_Gene	Cluster_160431
Operon391	JLPMBEPE_00638	ampC	Cluster_160431
Operon392	JLPMBEPE_00639	Unknown_Gene	Cluster_28178
Operon393	JLPMBEPE_00640	Unknown_Gene	Cluster_88196
Operon394	JLPMBEPE_00641	Unknown_Gene	Cluster_90618
Operon395	JLPMBEPE_00642	Unknown_Gene	Cluster_138906
Operon396	JLPMBEPE_00643	eamA_1	Cluster_67686
Operon397	JLPMBEPE_00644	Unknown_Gene	Cluster_68949
Operon397	JLPMBEPE_00645	potD_1	Cluster_68949
Operon398	JLPMBEPE_00646	Unknown_Gene	Cluster_68949
Operon398	JLPMBEPE_00647	puuR_2	Cluster_68949
Operon399	JLPMBEPE_00648	Unknown_Gene	Cluster_130104
Operon400	JLPMBEPE_00649	azoR1	Cluster_93809
Operon401	JLPMBEPE_00650	dmlR_6	Cluster_93809
Operon401	JLPMBEPE_00651	Unknown_Gene	Cluster_93809
Operon402	JLPMBEPE_00652	Unknown_Gene	Cluster_29597
Operon402	JLPMBEPE_00653	uppP	Cluster_29597
Operon403	JLPMBEPE_00654	mcpP	Cluster_29597
Operon404	JLPMBEPE_00655	pnuC	Cluster_116642
Operon404	JLPMBEPE_00656	Unknown_Gene	Cluster_116642
Operon405	JLPMBEPE_00657	Unknown_Gene	Cluster_32623
Operon405	JLPMBEPE_00658	Unknown_Gene	Cluster_32623
Operon406	JLPMBEPE_00659	Unknown_Gene	Cluster_152489
Operon407	JLPMBEPE_00660	lagD	Cluster_143558
Operon407	JLPMBEPE_00661	Unknown_Gene	Cluster_143558
Operon407	JLPMBEPE_00662	Unknown_Gene	Cluster_143558
Operon408	JLPMBEPE_00663	mdoB	Cluster_90925
Operon409	JLPMBEPE_00664	Unknown_Gene	Cluster_120424
Operon410	JLPMBEPE_00665	ureG	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00666	ureF	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00667	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00668	ureE	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00669	ureC	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00670	ureB	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00671	ureA	NO_CLUSTER_ASSOCIATION_FOUND
Operon410	JLPMBEPE_00672	ureD	NO_CLUSTER_ASSOCIATION_FOUND
Operon411	JLPMBEPE_00673	Unknown_Gene	Cluster_53033
Operon411	JLPMBEPE_00674	vgrG1_2	Cluster_53033
Operon411	JLPMBEPE_00675	Unknown_Gene	Cluster_53033
Operon412	JLPMBEPE_00676	pxpC_1	Cluster_123930
Operon412	JLPMBEPE_00677	Unknown_Gene	Cluster_123930
Operon413	JLPMBEPE_00678	pxpA_1	Cluster_101420
Operon414	JLPMBEPE_00679	gltR_1	Cluster_101420
Operon415	JLPMBEPE_00680	Unknown_Gene	Cluster_50322
Operon416	JLPMBEPE_00681	ribC	Cluster_108465
Operon416	JLPMBEPE_00682	Unknown_Gene	Cluster_108465
Operon417	JLPMBEPE_00683	proP_2	Cluster_77359
Operon418	JLPMBEPE_00684	hemB	Cluster_58846
Operon419	JLPMBEPE_00685	Unknown_Gene	Cluster_126039
Operon420	JLPMBEPE_00686	gabP_2	Cluster_82862
Operon421	JLPMBEPE_00687	lhgD	Cluster_105701
Operon422	JLPMBEPE_00688	glaH	Cluster_61669
Operon423	JLPMBEPE_00689	glaR	Cluster_61669
Operon424	JLPMBEPE_00690	cusR	Cluster_59243
Operon424	JLPMBEPE_00691	sasA_2	Cluster_59243
Operon425	JLPMBEPE_00692	Unknown_Gene	Cluster_77915
Operon426	JLPMBEPE_00693	cdhR_2	Cluster_77915
Operon427	JLPMBEPE_00694	nicS_1	Cluster_73125
Operon428	JLPMBEPE_00695	Unknown_Gene	Cluster_73125
Operon429	JLPMBEPE_00696	Unknown_Gene	Cluster_60863
Operon430	JLPMBEPE_00697	ssuA_2	Cluster_60863
Operon430	JLPMBEPE_00698	dmoA_1	Cluster_60863
Operon431	JLPMBEPE_00699	allE	Cluster_112598
Operon432	JLPMBEPE_00700	Unknown_Gene	Cluster_124349
Operon433	JLPMBEPE_00701	cycA_1	Cluster_25263
Operon434	JLPMBEPE_00702	asnC_1	Cluster_63268
Operon435	JLPMBEPE_00703	ocd	Cluster_63268
Operon436	JLPMBEPE_00704	Unknown_Gene	Cluster_137379
Operon437	JLPMBEPE_00705	argP_3	Cluster_158189
Operon437	JLPMBEPE_00706	ggt_1	Cluster_158189
Operon438	JLPMBEPE_00707	Unknown_Gene	Cluster_104965
Operon439	JLPMBEPE_00708	pobA	Cluster_69810
Operon440	JLPMBEPE_00709	rhaR_2	Cluster_69810
Operon441	JLPMBEPE_00710	cueR_1	Cluster_151468
Operon441	JLPMBEPE_00711	liuE	Cluster_151468
Operon442	JLPMBEPE_00712	Unknown_Gene	Cluster_63283
Operon443	JLPMBEPE_00713	Unknown_Gene	Cluster_63283
Operon444	JLPMBEPE_00714	Unknown_Gene	Cluster_102049
Operon445	JLPMBEPE_00715	norG_1	Cluster_152729
Operon446	JLPMBEPE_00716	rcsC_4	Cluster_147804
Operon447	JLPMBEPE_00717	rcsC_5	Cluster_143643
Operon448	JLPMBEPE_00718	ygfF	Cluster_68904
Operon449	JLPMBEPE_00719	emrB_1	Cluster_44926
Operon449	JLPMBEPE_00720	emrA_2	Cluster_44926
Operon449	JLPMBEPE_00721	marR	Cluster_44926
Operon450	JLPMBEPE_00722	tdiR	Cluster_61615
Operon450	JLPMBEPE_00723	todS	Cluster_61615
Operon451	JLPMBEPE_00724	Unknown_Gene	Cluster_61615
Operon452	JLPMBEPE_00725	dmdC_1	Cluster_91247
Operon453	JLPMBEPE_00726	Unknown_Gene	Cluster_30806
Operon454	JLPMBEPE_00727	Unknown_Gene	Cluster_52072
Operon455	JLPMBEPE_00728	mcpU_1	Cluster_52072
Operon456	JLPMBEPE_00729	Unknown_Gene	Cluster_118121
Operon456	JLPMBEPE_00730	opuAB_1	Cluster_118121
Operon457	JLPMBEPE_00731	gltR_2	Cluster_78589
Operon458	JLPMBEPE_00732	Unknown_Gene	Cluster_47566
Operon458	JLPMBEPE_00733	Unknown_Gene	Cluster_47566
Operon459	JLPMBEPE_00734	Unknown_Gene	Cluster_57302
Operon460	JLPMBEPE_00735	cdhR_3	Cluster_113436
Operon461	JLPMBEPE_00736	rhtB_2	Cluster_113436
Operon462	JLPMBEPE_00737	sotB_2	Cluster_113422
Operon463	JLPMBEPE_00738	dmlR_7	Cluster_105598
Operon464	JLPMBEPE_00739	Unknown_Gene	Cluster_105598
Operon465	JLPMBEPE_00740	quiA_1	Cluster_52346
Operon466	JLPMBEPE_00741	oprB_2	Cluster_110665
Operon467	JLPMBEPE_00742	argE_1	Cluster_25500
Operon467	JLPMBEPE_00743	Unknown_Gene	Cluster_25500
Operon468	JLPMBEPE_00744	czcO	Cluster_25500
Operon468	JLPMBEPE_00745	Unknown_Gene	Cluster_25500
Operon469	JLPMBEPE_00746	Unknown_Gene	Cluster_85129
Operon469	JLPMBEPE_00747	LRA5	Cluster_85129
Operon469	JLPMBEPE_00748	gudP_2	Cluster_85129
Operon469	JLPMBEPE_00749	Unknown_Gene	Cluster_85129
Operon470	JLPMBEPE_00750	Unknown_Gene	Cluster_85129
Operon471	JLPMBEPE_00751	fcuA_2	Cluster_140316
Operon472	JLPMBEPE_00752	fecR_6	Cluster_132167
Operon472	JLPMBEPE_00753	fecI_7	Cluster_132167
Operon473	JLPMBEPE_00754	pgm	Cluster_67204
Operon474	JLPMBEPE_00755	Unknown_Gene	Cluster_67204
Operon475	JLPMBEPE_00756	Unknown_Gene	Cluster_37514
Operon476	JLPMBEPE_00757	Unknown_Gene	Cluster_61484
Operon477	JLPMBEPE_00758	ttgI_1	Cluster_24975
Operon477	JLPMBEPE_00759	mdtC	Cluster_24975
Operon477	JLPMBEPE_00760	mdtB_1	Cluster_24975
Operon477	JLPMBEPE_00761	mdtA_1	Cluster_24975
Operon478	JLPMBEPE_00762	tpx	Cluster_74272
Operon479	JLPMBEPE_00763	sdaC	Cluster_39796
Operon480	JLPMBEPE_00764	tyrB_1	Cluster_47933
Operon481	JLPMBEPE_00765	dpkA	Cluster_87558
Operon482	JLPMBEPE_00766	Unknown_Gene	Cluster_87558
Operon482	JLPMBEPE_00767	artJ_1	Cluster_87558
Operon483	JLPMBEPE_00768	hisQ_1	Cluster_86527
Operon483	JLPMBEPE_00769	occM_1	Cluster_86527
Operon483	JLPMBEPE_00770	dadA_1	Cluster_86527
Operon483	JLPMBEPE_00771	glnQ_4	Cluster_86527
Operon484	JLPMBEPE_00772	puuD_1	Cluster_15578
Operon485	JLPMBEPE_00773	Unknown_Gene	Cluster_14620
Operon486	JLPMBEPE_00774	gudP_3	Cluster_113339
Operon487	JLPMBEPE_00775	garD_2	Cluster_130966
Operon488	JLPMBEPE_00776	Unknown_Gene	Cluster_70825
Operon489	JLPMBEPE_00777	lutR_2	Cluster_60091
Operon490	JLPMBEPE_00778	Unknown_Gene	Cluster_60091
Operon491	JLPMBEPE_00779	Unknown_Gene	Cluster_131531
Operon492	JLPMBEPE_00780	dmlR_8	Cluster_108463
Operon492	JLPMBEPE_00781	Unknown_Gene	Cluster_108463
Operon493	JLPMBEPE_00782	Unknown_Gene	Cluster_43583
Operon494	JLPMBEPE_00783	pcpR_1	Cluster_43583
Operon495	JLPMBEPE_00784	Unknown_Gene	Cluster_50014
Operon496	JLPMBEPE_00785	Unknown_Gene	Cluster_78200
Operon497	JLPMBEPE_00786	Unknown_Gene	Cluster_74430
Operon497	JLPMBEPE_00787	Unknown_Gene	Cluster_74430
Operon498	JLPMBEPE_00788	Unknown_Gene	Cluster_74430
Operon499	JLPMBEPE_00789	Unknown_Gene	Cluster_25683
Operon500	JLPMBEPE_00790	Unknown_Gene	Cluster_48170
Operon500	JLPMBEPE_00791	Unknown_Gene	Cluster_48170
Operon500	JLPMBEPE_00792	Unknown_Gene	Cluster_48170
Operon501	JLPMBEPE_00793	Unknown_Gene	Cluster_35387
Operon502	JLPMBEPE_00794	ycaO	Cluster_25149
Operon503	JLPMBEPE_00795	iorA	Cluster_25149
Operon503	JLPMBEPE_00796	iorB	Cluster_25149
Operon503	JLPMBEPE_00797	adhB_3	Cluster_25149
Operon504	JLPMBEPE_00798	pucA_1	Cluster_82319
Operon505	JLPMBEPE_00799	Unknown_Gene	Cluster_72866
Operon506	JLPMBEPE_00800	rhtB_3	Cluster_153177
Operon507	JLPMBEPE_00801	Unknown_Gene	Cluster_30223
Operon507	JLPMBEPE_00802	Unknown_Gene	Cluster_30223
Operon508	JLPMBEPE_00803	betP	Cluster_30223
Operon509	JLPMBEPE_00804	Unknown_Gene	Cluster_41145
Operon510	JLPMBEPE_00805	Unknown_Gene	Cluster_41145
Operon511	JLPMBEPE_00806	Unknown_Gene	Cluster_121834
Operon512	JLPMBEPE_00807	pgrR_1	Cluster_100118
Operon513	JLPMBEPE_00808	bacC_1	Cluster_100118
Operon513	JLPMBEPE_00809	Unknown_Gene	Cluster_100118
Operon514	JLPMBEPE_00810	cmpR_4	Cluster_56170
Operon515	JLPMBEPE_00811	argC_1	Cluster_56170
Operon516	JLPMBEPE_00812	Unknown_Gene	Cluster_129410
Operon517	JLPMBEPE_00813	cmpB	Cluster_117137
Operon517	JLPMBEPE_00814	Unknown_Gene	Cluster_117137
Operon517	JLPMBEPE_00815	cmpC	Cluster_117137
Operon517	JLPMBEPE_00816	Unknown_Gene	Cluster_117137
Operon518	JLPMBEPE_00817	Unknown_Gene	Cluster_114946
Operon519	JLPMBEPE_00818	mtrA	Cluster_114946
Operon520	JLPMBEPE_00819	Unknown_Gene	Cluster_112005
Operon521	JLPMBEPE_00820	Unknown_Gene	Cluster_9205
Operon522	JLPMBEPE_00821	Unknown_Gene	Cluster_9205
Operon523	JLPMBEPE_00822	Unknown_Gene	Cluster_45305
Operon524	JLPMBEPE_00823	Unknown_Gene	Cluster_29222
Operon525	JLPMBEPE_00824	hsaB_1	Cluster_29222
Operon526	JLPMBEPE_00825	tgnB	Cluster_134079
Operon527	JLPMBEPE_00826	Unknown_Gene	Cluster_39409
Operon528	JLPMBEPE_00827	tgnD	Cluster_138873
Operon528	JLPMBEPE_00828	tgnC	Cluster_138873
Operon528	JLPMBEPE_00829	hsaB_2	Cluster_138873
Operon529	JLPMBEPE_00830	Unknown_Gene	Cluster_77389
Operon530	JLPMBEPE_00831	pdhR_1	Cluster_125223
Operon530	JLPMBEPE_00832	nudC_1	Cluster_125223
Operon531	JLPMBEPE_00833	rcsC_6	Cluster_130132
Operon532	JLPMBEPE_00834	leuE_1	Cluster_141212
Operon533	JLPMBEPE_00835	rhtB_4	Cluster_109133
Operon534	JLPMBEPE_00836	lrp_2	Cluster_109133
Operon535	JLPMBEPE_00837	Unknown_Gene	Cluster_17839
Operon536	JLPMBEPE_00838	amtB_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon537	JLPMBEPE_00839	clsC	Cluster_145185
Operon538	JLPMBEPE_00840	norG_2	Cluster_69056
Operon539	JLPMBEPE_00841	Unknown_Gene	Cluster_69056
Operon540	JLPMBEPE_00842	puuB_3	Cluster_63931
Operon541	JLPMBEPE_00843	Unknown_Gene	Cluster_63931
Operon542	JLPMBEPE_00844	lrp_3	Cluster_80004
Operon543	JLPMBEPE_00845	dadA1_2	Cluster_80004
Operon544	JLPMBEPE_00846	alr_1	Cluster_84671
Operon545	JLPMBEPE_00847	puuR_3	Cluster_109797
Operon546	JLPMBEPE_00848	Unknown_Gene	Cluster_91587
Operon547	JLPMBEPE_00849	Unknown_Gene	Cluster_87171
Operon548	JLPMBEPE_00850	xpt	Cluster_142002
Operon549	JLPMBEPE_00851	rep_2	Cluster_77065
Operon550	JLPMBEPE_00852	Unknown_Gene	Cluster_77065
Operon551	JLPMBEPE_00853	mdtK	Cluster_79531
Operon552	JLPMBEPE_00854	gcvA_3	Cluster_79531
Operon553	JLPMBEPE_00855	Unknown_Gene	Cluster_51987
