GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2243
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	NMOILELG_00001	htpX	Cluster_43325
Operon274	NMOILELG_00457	recQ	Cluster_41550
Operon275	NMOILELG_00458	Unknown_Gene	Cluster_41550
Operon275	NMOILELG_00459	ybaN_1	Cluster_41550
Operon276	NMOILELG_00460	Unknown_Gene	Cluster_70339
Operon277	NMOILELG_00461	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon278	NMOILELG_00462	gltA	Cluster_22437
Operon279	NMOILELG_00463	sdhC	Cluster_22437
Operon279	NMOILELG_00464	sdhD	Cluster_22437
Operon279	NMOILELG_00465	sdhA	Cluster_22437
Operon279	NMOILELG_00466	sdhB	Cluster_22437
Operon280	NMOILELG_00467	sucA	Cluster_44265
Operon280	NMOILELG_00468	sucB	Cluster_44265
Operon281	NMOILELG_00469	lpdG	Cluster_122804
Operon282	NMOILELG_00470	sucC	Cluster_71437
Operon282	NMOILELG_00471	sucD	Cluster_71437
Operon283	NMOILELG_00472	brnQ	Cluster_10440
Operon284	NMOILELG_00473	Unknown_Gene	Cluster_61847
Operon285	NMOILELG_00474	Unknown_Gene	Cluster_78714
Operon286	NMOILELG_00475	Unknown_Gene	Cluster_78714
Operon286	NMOILELG_00476	Unknown_Gene	Cluster_78714
Operon287	NMOILELG_00477	htpG	Cluster_120756
Operon288	NMOILELG_00478	Unknown_Gene	Cluster_150191
Operon289	NMOILELG_00479	Unknown_Gene	Cluster_106672
Operon290	NMOILELG_00480	Unknown_Gene	Cluster_106672
Operon291	NMOILELG_00481	Unknown_Gene	Cluster_110856
Operon292	NMOILELG_00482	fabB	Cluster_33610
Operon292	NMOILELG_00483	fabA	Cluster_33610
Operon293	NMOILELG_00484	rcsC_2	Cluster_73150
Operon293	NMOILELG_00485	Unknown_Gene	Cluster_73150
Operon293	NMOILELG_00486	btuB_1	Cluster_73150
Operon294	NMOILELG_00487	gpsA	Cluster_73150
Operon294	NMOILELG_00488	Unknown_Gene	Cluster_73150
Operon294	NMOILELG_00489	sixA	Cluster_73150
Operon295	NMOILELG_00490	Unknown_Gene	Cluster_55291
Operon295	NMOILELG_00491	menH_1	Cluster_55291
Operon296	NMOILELG_00492	Unknown_Gene	Cluster_110507
Operon296	NMOILELG_00493	ydiK_1	Cluster_110507
Operon297	NMOILELG_00494	Unknown_Gene	Cluster_66519
Operon297	NMOILELG_00495	kdpA	Cluster_66519
Operon297	NMOILELG_00496	kdpB_1	Cluster_66519
Operon297	NMOILELG_00497	kdpC	Cluster_66519
Operon298	NMOILELG_00498	kdpD	Cluster_55630
Operon298	NMOILELG_00499	kdpE	Cluster_55630
Operon299	NMOILELG_00500	Unknown_Gene	Cluster_1409
Operon300	NMOILELG_00501	Unknown_Gene	Cluster_1409
Operon300	NMOILELG_00502	hflC_1	Cluster_1409
Operon300	NMOILELG_00503	Unknown_Gene	Cluster_1409
Operon300	NMOILELG_00504	ziaA	Cluster_1409
Operon300	NMOILELG_00505	Unknown_Gene	Cluster_1409
Operon301	NMOILELG_00506	scaC_1	Cluster_118661
Operon301	NMOILELG_00507	mntC	Cluster_118661
Operon301	NMOILELG_00508	Unknown_Gene	Cluster_118661
Operon302	NMOILELG_00509	Unknown_Gene	Cluster_89708
Operon303	NMOILELG_00510	Unknown_Gene	Cluster_6917
Operon303	NMOILELG_00511	cntO_1	Cluster_6917
Operon304	NMOILELG_00512	Unknown_Gene	Cluster_110164
Operon305	NMOILELG_00513	yejF	Cluster_37615
Operon305	NMOILELG_00514	yejE_1	Cluster_37615
Operon305	NMOILELG_00515	yejB_1	Cluster_37615
Operon305	NMOILELG_00516	appA	Cluster_37615
Operon305	NMOILELG_00517	Unknown_Gene	Cluster_37615
Operon306	NMOILELG_00518	mltD	Cluster_117273
Operon307	NMOILELG_00519	gloB	Cluster_129397
Operon308	NMOILELG_00520	Unknown_Gene	Cluster_129397
Operon308	NMOILELG_00521	rnhA	Cluster_129397
Operon309	NMOILELG_00522	dnaQ	Cluster_56699
Operon310	NMOILELG_00523	adiA	Cluster_106671
Operon311	NMOILELG_00524	Unknown_Gene	Cluster_81421
Operon312	NMOILELG_00525	chrR	Cluster_81421
Operon313	NMOILELG_00526	phnX_1	Cluster_165996
Operon313	NMOILELG_00527	phnW_1	Cluster_165996
Operon314	NMOILELG_00528	cysL	Cluster_107775
Operon315	NMOILELG_00529	Unknown_Gene	Cluster_74552
Operon316	NMOILELG_00530	Unknown_Gene	Cluster_139305
Operon317	NMOILELG_00531	acsA_1	Cluster_102112
Operon317	NMOILELG_00532	Unknown_Gene	Cluster_102112
Operon317	NMOILELG_00533	thlA_1	Cluster_102112
Operon317	NMOILELG_00534	mmgC_2	Cluster_102112
Operon317	NMOILELG_00535	echA8_1	Cluster_102112
Operon318	NMOILELG_00536	Unknown_Gene	Cluster_27742
Operon319	NMOILELG_00537	dksA_1	Cluster_27742
Operon320	NMOILELG_00538	Unknown_Gene	Cluster_68640
Operon321	NMOILELG_00539	Unknown_Gene	Cluster_31606
Operon322	NMOILELG_00540	Unknown_Gene	Cluster_31606
Operon322	NMOILELG_00541	Unknown_Gene	Cluster_31606
Operon323	NMOILELG_00542	Unknown_Gene	Cluster_83453
Operon323	NMOILELG_00543	Unknown_Gene	Cluster_83453
Operon323	NMOILELG_00544	mrpE	Cluster_83453
Operon323	NMOILELG_00545	mrpD	Cluster_83453
Operon323	NMOILELG_00546	mnhC1	Cluster_83453
Operon323	NMOILELG_00547	mrpA	Cluster_83453
Operon324	NMOILELG_00548	Unknown_Gene	Cluster_128049
Operon325	NMOILELG_00549	sutR	Cluster_128049
Operon326	NMOILELG_00550	rutB_1	Cluster_129396
Operon327	NMOILELG_00551	cdhR_1	Cluster_129396
Operon328	NMOILELG_00552	soxR	Cluster_125331
Operon329	NMOILELG_00553	Unknown_Gene	Cluster_125331
Operon330	NMOILELG_00554	Unknown_Gene	Cluster_70338
Operon330	NMOILELG_00555	Unknown_Gene	Cluster_70338
Operon331	NMOILELG_00556	Unknown_Gene	Cluster_70338
Operon332	NMOILELG_00557	Unknown_Gene	Cluster_63861
Operon333	NMOILELG_00558	rhtA	NO_CLUSTER_ASSOCIATION_FOUND
Operon334	NMOILELG_00559	ttgI	Cluster_27740
Operon334	NMOILELG_00560	oqxB7	Cluster_27740
Operon334	NMOILELG_00561	bepF	Cluster_27740
Operon335	NMOILELG_00562	Unknown_Gene	Cluster_124987
Operon336	NMOILELG_00563	allE	Cluster_93120
Operon337	NMOILELG_00564	dmoA_1	Cluster_57846
Operon337	NMOILELG_00565	ssuA_1	Cluster_57846
Operon338	NMOILELG_00566	Unknown_Gene	Cluster_57846
Operon339	NMOILELG_00567	Unknown_Gene	Cluster_51127
Operon340	NMOILELG_00568	COQ3_1	Cluster_105291
Operon341	NMOILELG_00569	hdfR_1	Cluster_105291
Operon342	NMOILELG_00570	atzC	Cluster_20074
Operon343	NMOILELG_00571	Unknown_Gene	Cluster_20074
Operon344	NMOILELG_00572	Unknown_Gene	Cluster_135155
Operon345	NMOILELG_00573	Unknown_Gene	Cluster_113753
Operon346	NMOILELG_00574	Unknown_Gene	Cluster_113753
Operon346	NMOILELG_00575	Unknown_Gene	Cluster_113753
Operon347	NMOILELG_00576	puuD_1	Cluster_14431
Operon348	NMOILELG_00577	glnQ_1	Cluster_128385
Operon348	NMOILELG_00578	dadA1_1	Cluster_128385
Operon348	NMOILELG_00579	occM_1	Cluster_128385
Operon348	NMOILELG_00580	hisQ_1	Cluster_128385
Operon349	NMOILELG_00581	argT_1	Cluster_79512
Operon349	NMOILELG_00582	Unknown_Gene	Cluster_79512
Operon350	NMOILELG_00583	dpkA	Cluster_79512
Operon351	NMOILELG_00584	tyrB_2	Cluster_47122
Operon352	NMOILELG_00585	Unknown_Gene	Cluster_7358
Operon353	NMOILELG_00586	lfrA	Cluster_120067
Operon354	NMOILELG_00587	sdaC	Cluster_23722
Operon355	NMOILELG_00588	tpx	Cluster_72151
Operon356	NMOILELG_00589	mdtA_1	Cluster_58262
Operon356	NMOILELG_00590	mdtB_1	Cluster_58262
Operon356	NMOILELG_00591	mdtC	Cluster_58262
Operon356	NMOILELG_00592	cusC_1	Cluster_58262
Operon357	NMOILELG_00593	yenB	Cluster_44772
Operon358	NMOILELG_00594	Unknown_Gene	Cluster_86697
Operon359	NMOILELG_00595	Unknown_Gene	Cluster_39286
Operon360	NMOILELG_00596	Unknown_Gene	Cluster_29471
Operon361	NMOILELG_00597	xerC_1	Cluster_29471
Operon362	NMOILELG_00598	epsF_1	Cluster_67199
Operon362	NMOILELG_00599	xcpT	Cluster_67199
Operon363	NMOILELG_00600	mltF_1	Cluster_67199
Operon364	NMOILELG_00601	sasA_2	Cluster_116562
Operon365	NMOILELG_00602	sasA_3	Cluster_33336
Operon365	NMOILELG_00603	atoC_2	Cluster_33336
Operon366	NMOILELG_00604	Unknown_Gene	Cluster_125328
Operon367	NMOILELG_00605	gntT	Cluster_117628
Operon368	NMOILELG_00606	gntK	Cluster_56514
Operon369	NMOILELG_00607	gntR_1	Cluster_56514
Operon370	NMOILELG_00608	rcsC_3	Cluster_44562
Operon370	NMOILELG_00609	bvgA_1	Cluster_44562
Operon371	NMOILELG_00610	Unknown_Gene	Cluster_165992
Operon371	NMOILELG_00611	cobM	Cluster_165992
Operon371	NMOILELG_00612	cbiG	Cluster_165992
Operon371	NMOILELG_00613	Unknown_Gene	Cluster_165992
Operon371	NMOILELG_00614	Unknown_Gene	Cluster_165992
Operon372	NMOILELG_00615	Unknown_Gene	Cluster_4372
Operon372	NMOILELG_00616	cobN	Cluster_4372
Operon372	NMOILELG_00617	Unknown_Gene	Cluster_4372
Operon373	NMOILELG_00618	Unknown_Gene	Cluster_61044
Operon374	NMOILELG_00619	Unknown_Gene	Cluster_26533
Operon375	NMOILELG_00620	atoC_3	Cluster_26533
Operon376	NMOILELG_00621	mrdA_1	Cluster_35052
Operon377	NMOILELG_00622	Unknown_Gene	Cluster_35052
Operon378	NMOILELG_00623	Unknown_Gene	Cluster_152737
Operon379	NMOILELG_00624	Unknown_Gene	Cluster_108792
Operon380	NMOILELG_00625	ydeP_1	Cluster_68374
Operon381	NMOILELG_00626	moaD_1	Cluster_140799
Operon381	NMOILELG_00627	moaC_1	Cluster_140799
Operon382	NMOILELG_00628	oxyR_1	Cluster_33127
Operon383	NMOILELG_00629	moaB_1	Cluster_33127
Operon384	NMOILELG_00630	ydeP_2	Cluster_13880
Operon385	NMOILELG_00631	Unknown_Gene	Cluster_141599
Operon386	NMOILELG_00632	appB	Cluster_128618
Operon387	NMOILELG_00633	yfeX_1	Cluster_83142
Operon388	NMOILELG_00634	Unknown_Gene	Cluster_18051
Operon389	NMOILELG_00635	Unknown_Gene	Cluster_53171
Operon390	NMOILELG_00636	Unknown_Gene	Cluster_143179
Operon390	NMOILELG_00637	Unknown_Gene	Cluster_143179
Operon391	NMOILELG_00638	Unknown_Gene	Cluster_17880
Operon392	NMOILELG_00639	Unknown_Gene	Cluster_17880
Operon393	NMOILELG_00640	Unknown_Gene	Cluster_162286
Operon393	NMOILELG_00641	Unknown_Gene	Cluster_162286
Operon393	NMOILELG_00642	btuD_1	Cluster_162286
Operon393	NMOILELG_00643	fliY_1	Cluster_162286
Operon394	NMOILELG_00644	opuAC	NO_CLUSTER_ASSOCIATION_FOUND
Operon395	NMOILELG_00645	recC	NO_CLUSTER_ASSOCIATION_FOUND
Operon395	NMOILELG_00646	recB	NO_CLUSTER_ASSOCIATION_FOUND
Operon395	NMOILELG_00647	recD_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon396	NMOILELG_00648	Unknown_Gene	Cluster_133009
Operon396	NMOILELG_00649	dgcN	Cluster_133009
Operon396	NMOILELG_00650	pal_2	Cluster_133009
Operon397	NMOILELG_00651	Unknown_Gene	Cluster_68999
Operon398	NMOILELG_00652	xerC_2	Cluster_68999
Operon399	NMOILELG_00653	Unknown_Gene	Cluster_78319
Operon400	NMOILELG_00654	Unknown_Gene	Cluster_44854
Operon401	NMOILELG_00655	hdfR_2	Cluster_97019
Operon402	NMOILELG_00656	mmsA	Cluster_97019
Operon402	NMOILELG_00657	mmsB	Cluster_97019
Operon403	NMOILELG_00658	Unknown_Gene	Cluster_29640
Operon404	NMOILELG_00659	czcD_1	Cluster_138161
Operon405	NMOILELG_00660	frmR	Cluster_138161
Operon406	NMOILELG_00661	Unknown_Gene	Cluster_128393
Operon406	NMOILELG_00662	Unknown_Gene	Cluster_128393
Operon406	NMOILELG_00663	Unknown_Gene	Cluster_128393
Operon406	NMOILELG_00664	ynbD	Cluster_128393
Operon406	NMOILELG_00665	ynbC	Cluster_128393
Operon406	NMOILELG_00666	ynbA	Cluster_128393
Operon407	NMOILELG_00667	Unknown_Gene	Cluster_63453
Operon407	NMOILELG_00668	Unknown_Gene	Cluster_63453
Operon408	NMOILELG_00669	mdaB	Cluster_63453
Operon409	NMOILELG_00670	dmlR_1	Cluster_133321
Operon410	NMOILELG_00671	ggt_1	Cluster_104229
Operon411	NMOILELG_00672	mcpS	NO_CLUSTER_ASSOCIATION_FOUND
Operon412	NMOILELG_00673	Unknown_Gene	Cluster_60026
Operon413	NMOILELG_00674	pcaH	Cluster_60026
Operon413	NMOILELG_00675	pcaG	Cluster_60026
Operon414	NMOILELG_00676	Unknown_Gene	Cluster_115185
Operon415	NMOILELG_00677	dmlR_2	Cluster_148153
Operon416	NMOILELG_00678	trmA	Cluster_42532
Operon416	NMOILELG_00679	adeQ	Cluster_42532
Operon417	NMOILELG_00680	entS_1	Cluster_25327
Operon418	NMOILELG_00681	cydA	Cluster_25327
Operon418	NMOILELG_00682	cydB	Cluster_25327
Operon418	NMOILELG_00683	Unknown_Gene	Cluster_25327
Operon419	NMOILELG_00684	rlmG	Cluster_73304
Operon420	NMOILELG_00685	fpr_1	Cluster_73304
Operon421	NMOILELG_00686	mscL	Cluster_70570
Operon422	NMOILELG_00687	radA	Cluster_70570
Operon423	NMOILELG_00688	uacT_1	Cluster_40502
Operon424	NMOILELG_00689	Unknown_Gene	Cluster_73305
Operon425	NMOILELG_00690	btsT	Cluster_73305
Operon425	NMOILELG_00691	Unknown_Gene	Cluster_73305
Operon426	NMOILELG_00692	yjiA	Cluster_61048
Operon427	NMOILELG_00693	Unknown_Gene	Cluster_78718
Operon428	NMOILELG_00694	glyA_1	Cluster_45368
Operon429	NMOILELG_00695	Unknown_Gene	Cluster_45954
Operon430	NMOILELG_00696	Unknown_Gene	Cluster_45954
Operon431	NMOILELG_00697	ettA	Cluster_43328
Operon432	NMOILELG_00698	gdhA	Cluster_35900
Operon433	NMOILELG_00699	greB_1	Cluster_139547
Operon434	NMOILELG_00700	Unknown_Gene	Cluster_77595
Operon435	NMOILELG_00701	Unknown_Gene	Cluster_130813
Operon436	NMOILELG_00702	Unknown_Gene	Cluster_39899
Operon437	NMOILELG_00703	Unknown_Gene	Cluster_39899
Operon438	NMOILELG_00704	Unknown_Gene	Cluster_77094
Operon439	NMOILELG_00705	Unknown_Gene	Cluster_66949
Operon440	NMOILELG_00706	Unknown_Gene	Cluster_90626
Operon441	NMOILELG_00707	fklB	Cluster_121796
Operon442	NMOILELG_00708	Unknown_Gene	Cluster_85477
Operon443	NMOILELG_00709	Unknown_Gene	Cluster_78717
Operon444	NMOILELG_00710	ispB	Cluster_44300
Operon445	NMOILELG_00711	rplU	Cluster_44300
Operon445	NMOILELG_00712	rpmA	Cluster_44300
Operon446	NMOILELG_00713	obg	Cluster_62433
Operon447	NMOILELG_00714	proB	Cluster_125715
Operon447	NMOILELG_00715	Unknown_Gene	Cluster_125715
Operon448	NMOILELG_00716	Unknown_Gene	Cluster_65193
Operon448	NMOILELG_00717	Unknown_Gene	Cluster_65193
Operon448	NMOILELG_00718	Unknown_Gene	Cluster_65193
Operon449	NMOILELG_00719	Unknown_Gene	Cluster_65193
Operon449	NMOILELG_00720	rimI	Cluster_65193
Operon450	NMOILELG_00721	can	Cluster_152426
Operon451	NMOILELG_00722	Unknown_Gene	Cluster_144041
Operon452	NMOILELG_00723	trpI_2	Cluster_60625
Operon453	NMOILELG_00724	rhtC_1	Cluster_60625
Operon454	NMOILELG_00725	Unknown_Gene	Cluster_31306
Operon455	NMOILELG_00726	fsr	Cluster_31306
Operon456	NMOILELG_00727	ycaD_2	Cluster_22972
Operon457	NMOILELG_00728	Unknown_Gene	Cluster_63052
Operon458	NMOILELG_00729	ada	Cluster_124269
Operon459	NMOILELG_00730	Unknown_Gene	Cluster_149415
Operon460	NMOILELG_00731	Unknown_Gene	Cluster_40247
Operon461	NMOILELG_00732	aldA	Cluster_124671
Operon461	NMOILELG_00733	Unknown_Gene	Cluster_124671
Operon462	NMOILELG_00734	Unknown_Gene	Cluster_25326
Operon463	NMOILELG_00735	Unknown_Gene	Cluster_25326
Operon464	NMOILELG_00736	Unknown_Gene	Cluster_22339
Operon464	NMOILELG_00737	Unknown_Gene	Cluster_22339
Operon464	NMOILELG_00738	Unknown_Gene	Cluster_22339
Operon464	NMOILELG_00739	Unknown_Gene	Cluster_22339
Operon465	NMOILELG_00740	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00741	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00742	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00743	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00744	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00745	recD_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00746	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00747	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon465	NMOILELG_00748	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon466	NMOILELG_00749	Unknown_Gene	Cluster_31001
Operon467	NMOILELG_00750	Unknown_Gene	Cluster_31001
Operon467	NMOILELG_00751	yhaV	Cluster_31001
Operon467	NMOILELG_00752	Unknown_Gene	Cluster_31001
Operon468	NMOILELG_00753	Unknown_Gene	Cluster_87499
Operon468	NMOILELG_00754	Unknown_Gene	Cluster_87499
Operon468	NMOILELG_00755	Unknown_Gene	Cluster_87499
Operon468	NMOILELG_00756	Unknown_Gene	Cluster_87499
Operon468	NMOILELG_00757	Unknown_Gene	Cluster_87499
Operon469	NMOILELG_00758	Unknown_Gene	Cluster_62658
Operon470	NMOILELG_00759	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00760	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00761	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00762	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00763	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00764	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00765	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00766	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00767	Unknown_Gene	Cluster_118626
Operon470	NMOILELG_00768	Unknown_Gene	Cluster_118626
Operon471	NMOILELG_00769	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00770	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00771	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00772	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00773	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00774	Unknown_Gene	Cluster_69492
Operon471	NMOILELG_00775	Unknown_Gene	Cluster_69492
Operon472	NMOILELG_00776	Unknown_Gene	Cluster_69492
Operon473	NMOILELG_00777	Unknown_Gene	Cluster_162557
Operon473	NMOILELG_00778	Unknown_Gene	Cluster_162557
Operon473	NMOILELG_00779	Unknown_Gene	Cluster_162557
Operon473	NMOILELG_00780	Unknown_Gene	Cluster_162557
Operon474	NMOILELG_00781	Unknown_Gene	Cluster_125179
Operon474	NMOILELG_00782	Unknown_Gene	Cluster_125179
Operon475	NMOILELG_00783	Unknown_Gene	Cluster_38388
Operon476	NMOILELG_00784	Unknown_Gene	Cluster_91722
Operon477	NMOILELG_00785	Unknown_Gene	Cluster_139317
Operon478	NMOILELG_00786	Unknown_Gene	Cluster_115842
Operon479	NMOILELG_00787	Unknown_Gene	Cluster_143136
Operon480	NMOILELG_00788	Unknown_Gene	Cluster_129256
Operon481	NMOILELG_00789	Unknown_Gene	Cluster_121414
Operon482	NMOILELG_00790	Unknown_Gene	Cluster_120726
Operon483	NMOILELG_00791	Unknown_Gene	Cluster_83700
Operon484	NMOILELG_00792	Unknown_Gene	Cluster_20993
Operon485	NMOILELG_00793	Unknown_Gene	Cluster_35683
Operon486	NMOILELG_00794	Unknown_Gene	Cluster_121413
Operon487	NMOILELG_00795	Unknown_Gene	Cluster_55266
Operon488	NMOILELG_00796	Unknown_Gene	Cluster_27336
Operon488	NMOILELG_00797	Unknown_Gene	Cluster_27336
Operon489	NMOILELG_00798	Unknown_Gene	Cluster_10354
Operon490	NMOILELG_00799	topB_1	Cluster_36753
Operon491	NMOILELG_00800	Unknown_Gene	Cluster_136180
Operon492	NMOILELG_00801	Unknown_Gene	Cluster_29294
Operon492	NMOILELG_00802	Unknown_Gene	Cluster_29294
Operon493	NMOILELG_00803	Unknown_Gene	Cluster_102536
Operon493	NMOILELG_00804	Unknown_Gene	Cluster_102536
Operon493	NMOILELG_00805	Unknown_Gene	Cluster_102536
Operon493	NMOILELG_00806	Unknown_Gene	Cluster_102536
Operon493	NMOILELG_00807	Unknown_Gene	Cluster_102536
Operon493	NMOILELG_00808	Unknown_Gene	Cluster_102536
Operon494	NMOILELG_00809	Unknown_Gene	Cluster_8466
Operon495	NMOILELG_00810	Unknown_Gene	Cluster_45958
Operon496	NMOILELG_00811	Unknown_Gene	Cluster_104935
Operon497	NMOILELG_00812	rhlA	Cluster_22109
Operon498	NMOILELG_00813	rsuA_1	Cluster_169153
Operon498	NMOILELG_00814	Unknown_Gene	Cluster_169153
Operon499	NMOILELG_00815	Unknown_Gene	Cluster_58264
Operon500	NMOILELG_00816	fadJ_1	Cluster_99035
Operon501	NMOILELG_00817	ung	Cluster_99035
Operon502	NMOILELG_00818	Unknown_Gene	Cluster_134007
Operon503	NMOILELG_00819	Unknown_Gene	Cluster_87309
Operon503	NMOILELG_00820	Unknown_Gene	Cluster_87309
Operon504	NMOILELG_00821	Unknown_Gene	Cluster_167129
Operon504	NMOILELG_00822	nicP_1	Cluster_167129
Operon505	NMOILELG_00823	tctD	Cluster_59019
Operon505	NMOILELG_00824	qseC_2	Cluster_59019
Operon506	NMOILELG_00825	Unknown_Gene	Cluster_150186
Operon507	NMOILELG_00826	ygfZ	Cluster_93387
Operon508	NMOILELG_00827	sdhE	Cluster_93387
Operon509	NMOILELG_00828	nadB_1	Cluster_35452
Operon510	NMOILELG_00829	xerC_3	Cluster_35452
Operon510	NMOILELG_00830	Unknown_Gene	Cluster_35452
Operon511	NMOILELG_00831	Unknown_Gene	Cluster_12843
Operon512	NMOILELG_00832	Unknown_Gene	Cluster_75725
Operon513	NMOILELG_00833	Unknown_Gene	Cluster_34334
Operon514	NMOILELG_00834	Unknown_Gene	Cluster_154484
Operon515	NMOILELG_00835	Unknown_Gene	Cluster_58391
Operon516	NMOILELG_00836	Unknown_Gene	Cluster_131509
Operon517	NMOILELG_00837	nadB_2	Cluster_16053
Operon518	NMOILELG_00838	algU	Cluster_16053
Operon518	NMOILELG_00839	mucA	Cluster_16053
Operon518	NMOILELG_00840	mucB	Cluster_16053
Operon519	NMOILELG_00841	degP	Cluster_73302
Operon520	NMOILELG_00842	lepA	Cluster_43892
Operon520	NMOILELG_00843	lepB	Cluster_43892
Operon521	NMOILELG_00844	rnc	Cluster_75850
Operon521	NMOILELG_00845	era	Cluster_75850
Operon522	NMOILELG_00846	lptG	Cluster_37982
Operon522	NMOILELG_00847	lptF	Cluster_37982
Operon523	NMOILELG_00848	pepA	Cluster_37982
Operon523	NMOILELG_00849	holC	Cluster_37982
Operon523	NMOILELG_00850	Unknown_Gene	Cluster_37982
Operon524	NMOILELG_00851	valS	Cluster_65192
Operon525	NMOILELG_00852	rlmF	Cluster_111991
Operon526	NMOILELG_00853	Unknown_Gene	Cluster_19395
Operon527	NMOILELG_00854	yejK	Cluster_19395
Operon528	NMOILELG_00855	Unknown_Gene	Cluster_125665
Operon529	NMOILELG_00856	Unknown_Gene	Cluster_126385
Operon530	NMOILELG_00857	yycB_1	Cluster_21201
Operon530	NMOILELG_00858	lutR_2	Cluster_21201
Operon531	NMOILELG_00859	hisC_2	Cluster_92433
Operon531	NMOILELG_00860	hisD	Cluster_92433
Operon532	NMOILELG_00861	hisG	Cluster_124990
Operon533	NMOILELG_00862	murA	Cluster_104207
Operon533	NMOILELG_00863	Unknown_Gene	Cluster_104207
Operon534	NMOILELG_00864	Unknown_Gene	Cluster_47873
Operon534	NMOILELG_00865	mlaC	Cluster_47873
Operon534	NMOILELG_00866	mlaD	Cluster_47873
Operon534	NMOILELG_00867	mlaE	Cluster_47873
Operon534	NMOILELG_00868	mlaF	Cluster_47873
Operon535	NMOILELG_00869	kdsD	Cluster_47873
Operon535	NMOILELG_00870	kdsC	Cluster_47873
Operon535	NMOILELG_00871	lptC	Cluster_47873
Operon535	NMOILELG_00872	lptA	Cluster_47873
Operon535	NMOILELG_00873	lptB_1	Cluster_47873
Operon536	NMOILELG_00874	rpoN	Cluster_67202
Operon537	NMOILELG_00875	hpf	Cluster_133004
Operon537	NMOILELG_00876	ptsN	Cluster_133004
Operon537	NMOILELG_00877	rapZ	Cluster_133004
Operon537	NMOILELG_00878	ptsH	Cluster_133004
Operon538	NMOILELG_00879	pmbA	Cluster_110405
Operon539	NMOILELG_00880	Unknown_Gene	Cluster_110405
Operon540	NMOILELG_00881	tldD	Cluster_125330
Operon540	NMOILELG_00882	nit1	Cluster_125330
Operon540	NMOILELG_00883	Unknown_Gene	Cluster_125330
Operon541	NMOILELG_00884	rng	Cluster_150955
Operon542	NMOILELG_00885	yhdE	Cluster_166398
Operon542	NMOILELG_00886	mreD	Cluster_166398
Operon542	NMOILELG_00887	Unknown_Gene	Cluster_166398
Operon543	NMOILELG_00888	mreB	Cluster_27223
Operon544	NMOILELG_00889	Unknown_Gene	Cluster_118304
Operon545	NMOILELG_00890	gatA	Cluster_118304
Operon545	NMOILELG_00891	gatB	Cluster_118304
Operon546	NMOILELG_00892	rlpA_1	Cluster_90318
Operon547	NMOILELG_00893	Unknown_Gene	Cluster_131846
Operon547	NMOILELG_00894	Unknown_Gene	Cluster_131846
Operon548	NMOILELG_00895	aroP_2	Cluster_151340
Operon549	NMOILELG_00896	Unknown_Gene	Cluster_36556
Operon550	NMOILELG_00897	regA	Cluster_60442
Operon550	NMOILELG_00898	regB	Cluster_60442
Operon551	NMOILELG_00899	Unknown_Gene	Cluster_60442
Operon552	NMOILELG_00900	dppA_1	Cluster_25776
Operon553	NMOILELG_00901	dppA_2	Cluster_76574
Operon554	NMOILELG_00902	oprD_1	Cluster_77594
Operon555	NMOILELG_00903	dppA_3	Cluster_141605
Operon556	NMOILELG_00904	dppB	Cluster_132226
Operon556	NMOILELG_00905	dppC	Cluster_132226
Operon556	NMOILELG_00906	dppD	Cluster_132226
Operon556	NMOILELG_00907	oppF	Cluster_132226
Operon557	NMOILELG_00908	Unknown_Gene	Cluster_24044
Operon558	NMOILELG_00909	mnmC_1	Cluster_142809
Operon558	NMOILELG_00910	Unknown_Gene	Cluster_142809
Operon559	NMOILELG_00911	spuE_1	Cluster_149414
