GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon279	LCEOCHIL_00417	Unknown_Gene	Cluster_59217
Operon279	LCEOCHIL_00418	Unknown_Gene	Cluster_59217
Operon279	LCEOCHIL_00419	Unknown_Gene	Cluster_59217
Operon280	LCEOCHIL_00420	Unknown_Gene	Cluster_59217
Operon281	LCEOCHIL_00421	Unknown_Gene	Cluster_84669
Operon282	LCEOCHIL_00422	nrsf_1	Cluster_54130
Operon282	LCEOCHIL_00423	sigF	Cluster_54130
Operon283	LCEOCHIL_00424	Unknown_Gene	Cluster_54130
Operon284	LCEOCHIL_00425	mcpQ_1	Cluster_57372
Operon284	LCEOCHIL_00426	Unknown_Gene	Cluster_57372
Operon285	LCEOCHIL_00427	nrsf_2	Cluster_25437
Operon286	LCEOCHIL_00428	Unknown_Gene	Cluster_25437
Operon286	LCEOCHIL_00429	Unknown_Gene	Cluster_25437
Operon286	LCEOCHIL_00430	Unknown_Gene	Cluster_25437
Operon286	LCEOCHIL_00431	Unknown_Gene	Cluster_25437
Operon287	LCEOCHIL_00432	yfcG_2	Cluster_116399
Operon287	LCEOCHIL_00433	comR	Cluster_116399
Operon288	LCEOCHIL_00434	yfcG_3	Cluster_116399
Operon289	LCEOCHIL_00435	hadL	Cluster_142189
Operon290	LCEOCHIL_00436	Unknown_Gene	Cluster_13053
Operon291	LCEOCHIL_00437	entA	Cluster_13053
Operon292	LCEOCHIL_00438	aer_1	Cluster_29101
Operon293	LCEOCHIL_00439	Unknown_Gene	Cluster_29101
Operon293	LCEOCHIL_00440	Unknown_Gene	Cluster_29101
Operon293	LCEOCHIL_00441	Unknown_Gene	Cluster_29101
Operon294	LCEOCHIL_00442	hin_4	Cluster_145404
Operon294	LCEOCHIL_00443	Unknown_Gene	Cluster_145404
Operon295	LCEOCHIL_00444	Unknown_Gene	Cluster_78548
Operon295	LCEOCHIL_00445	Unknown_Gene	Cluster_78548
Operon295	LCEOCHIL_00446	Unknown_Gene	Cluster_78548
Operon295	LCEOCHIL_00447	Unknown_Gene	Cluster_78548
Operon296	LCEOCHIL_00448	Unknown_Gene	Cluster_103696
Operon297	LCEOCHIL_00449	Unknown_Gene	Cluster_138313
Operon297	LCEOCHIL_00450	amiC_1	Cluster_138313
Operon297	LCEOCHIL_00451	Unknown_Gene	Cluster_138313
Operon297	LCEOCHIL_00452	Unknown_Gene	Cluster_138313
Operon297	LCEOCHIL_00453	Unknown_Gene	Cluster_138313
Operon298	LCEOCHIL_00454	Unknown_Gene	Cluster_152558
Operon298	LCEOCHIL_00455	Unknown_Gene	Cluster_152558
Operon299	LCEOCHIL_00456	Unknown_Gene	Cluster_9211
Operon300	LCEOCHIL_00457	Unknown_Gene	Cluster_9211
Operon301	LCEOCHIL_00458	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon302	LCEOCHIL_00459	Unknown_Gene	Cluster_64636
Operon302	LCEOCHIL_00460	Unknown_Gene	Cluster_64636
Operon303	LCEOCHIL_00461	Unknown_Gene	Cluster_1613
Operon303	LCEOCHIL_00462	Unknown_Gene	Cluster_1613
Operon303	LCEOCHIL_00463	Unknown_Gene	Cluster_1613
Operon303	LCEOCHIL_00464	hin_5	Cluster_1613
Operon304	LCEOCHIL_00465	hmuU_1	Cluster_141364
Operon304	LCEOCHIL_00466	fpuD	Cluster_141364
Operon305	LCEOCHIL_00467	dgdA	Cluster_151743
Operon305	LCEOCHIL_00468	thrB_1	Cluster_151743
Operon306	LCEOCHIL_00469	Unknown_Gene	Cluster_49667
Operon307	LCEOCHIL_00470	fabG_2	Cluster_49667
Operon308	LCEOCHIL_00471	mcbR	Cluster_138908
Operon309	LCEOCHIL_00472	acuR_2	Cluster_130086
Operon310	LCEOCHIL_00473	rutB	Cluster_123883
Operon311	LCEOCHIL_00474	Unknown_Gene	Cluster_47268
Operon312	LCEOCHIL_00475	Unknown_Gene	Cluster_47268
Operon313	LCEOCHIL_00476	Unknown_Gene	Cluster_27963
Operon313	LCEOCHIL_00477	Unknown_Gene	Cluster_27963
Operon314	LCEOCHIL_00478	mcpQ_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon315	LCEOCHIL_00479	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon316	LCEOCHIL_00480	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon317	LCEOCHIL_00481	ycaC_1	Cluster_35991
Operon318	LCEOCHIL_00482	dmlR_4	Cluster_35991
Operon319	LCEOCHIL_00483	oprD_2	Cluster_58436
Operon319	LCEOCHIL_00484	entS_1	Cluster_58436
Operon320	LCEOCHIL_00485	nfdA_1	Cluster_47040
Operon321	LCEOCHIL_00486	Unknown_Gene	Cluster_161793
Operon321	LCEOCHIL_00487	Unknown_Gene	Cluster_161793
Operon322	LCEOCHIL_00488	ycaC_2	Cluster_28763
Operon323	LCEOCHIL_00489	Unknown_Gene	Cluster_28763
Operon324	LCEOCHIL_00490	puuB_1	Cluster_100723
Operon325	LCEOCHIL_00491	gabD_1	Cluster_91741
Operon326	LCEOCHIL_00492	gcvA_2	Cluster_91741
Operon327	LCEOCHIL_00493	Unknown_Gene	Cluster_51987
Operon328	LCEOCHIL_00494	gcvA_3	Cluster_114277
Operon329	LCEOCHIL_00495	mdtK	Cluster_114277
Operon330	LCEOCHIL_00496	Unknown_Gene	Cluster_42198
Operon331	LCEOCHIL_00497	rep_1	Cluster_42198
Operon332	LCEOCHIL_00498	xpt	Cluster_142002
Operon333	LCEOCHIL_00499	Unknown_Gene	Cluster_37075
Operon334	LCEOCHIL_00500	Unknown_Gene	Cluster_91587
Operon335	LCEOCHIL_00501	puuR_1	Cluster_109797
Operon336	LCEOCHIL_00502	alr	Cluster_84547
Operon337	LCEOCHIL_00503	dadA1_1	Cluster_80004
Operon338	LCEOCHIL_00504	lrp_1	Cluster_80004
Operon339	LCEOCHIL_00505	Unknown_Gene	Cluster_60015
Operon340	LCEOCHIL_00506	puuB_2	Cluster_60015
Operon341	LCEOCHIL_00507	Unknown_Gene	Cluster_69179
Operon342	LCEOCHIL_00508	norG_1	Cluster_69179
Operon343	LCEOCHIL_00509	clsC	Cluster_145978
Operon344	LCEOCHIL_00510	ycaD_2	Cluster_95924
Operon345	LCEOCHIL_00511	puuC_2	Cluster_61090
Operon346	LCEOCHIL_00512	Unknown_Gene	Cluster_61090
Operon347	LCEOCHIL_00513	rpmG	Cluster_20398
Operon347	LCEOCHIL_00514	rpmB	Cluster_20398
Operon348	LCEOCHIL_00515	dppA_1	Cluster_20398
Operon349	LCEOCHIL_00516	Unknown_Gene	Cluster_96727
Operon350	LCEOCHIL_00517	coaBC	Cluster_96727
Operon350	LCEOCHIL_00518	dut	Cluster_96727
Operon351	LCEOCHIL_00519	algC	Cluster_101193
Operon351	LCEOCHIL_00520	argB	Cluster_101193
Operon352	LCEOCHIL_00521	pyrE	Cluster_129573
Operon353	LCEOCHIL_00522	exoA	Cluster_129573
Operon354	LCEOCHIL_00523	Unknown_Gene	Cluster_49625
Operon354	LCEOCHIL_00524	rph	Cluster_49625
Operon355	LCEOCHIL_00525	Unknown_Gene	Cluster_49625
Operon355	LCEOCHIL_00526	gmk	Cluster_49625
Operon356	LCEOCHIL_00527	Unknown_Gene	Cluster_103439
Operon357	LCEOCHIL_00528	puuD_1	Cluster_56874
Operon357	LCEOCHIL_00529	puuA_1	Cluster_56874
Operon358	LCEOCHIL_00530	Unknown_Gene	Cluster_56874
Operon359	LCEOCHIL_00531	rpoZ	Cluster_39979
Operon360	LCEOCHIL_00532	spoT	Cluster_146836
Operon360	LCEOCHIL_00533	yabJ_1	Cluster_146836
Operon360	LCEOCHIL_00534	Unknown_Gene	Cluster_146836
Operon361	LCEOCHIL_00535	Unknown_Gene	Cluster_63240
Operon362	LCEOCHIL_00536	tolQ_1	Cluster_63240
Operon362	LCEOCHIL_00537	exbD_1	Cluster_63240
Operon362	LCEOCHIL_00538	Unknown_Gene	Cluster_63240
Operon363	LCEOCHIL_00539	oxyR_1	Cluster_120981
Operon363	LCEOCHIL_00540	recG	Cluster_120981
Operon364	LCEOCHIL_00541	Unknown_Gene	Cluster_132151
Operon365	LCEOCHIL_00542	Unknown_Gene	Cluster_84004
Operon366	LCEOCHIL_00543	hupB_1	Cluster_64624
Operon367	LCEOCHIL_00544	alkT	Cluster_49971
Operon367	LCEOCHIL_00545	rubA1	Cluster_49971
Operon368	LCEOCHIL_00546	ubiC	Cluster_49971
Operon368	LCEOCHIL_00547	ubiA	Cluster_49971
Operon369	LCEOCHIL_00548	Unknown_Gene	Cluster_71041
Operon370	LCEOCHIL_00549	phoB	Cluster_71041
Operon370	LCEOCHIL_00550	phoR	Cluster_71041
Operon371	LCEOCHIL_00551	Unknown_Gene	Cluster_53007
Operon372	LCEOCHIL_00552	Unknown_Gene	Cluster_46318
Operon373	LCEOCHIL_00553	cheB_1	Cluster_75804
Operon374	LCEOCHIL_00554	phoU	Cluster_143525
Operon375	LCEOCHIL_00555	pstB_1	Cluster_135803
Operon376	LCEOCHIL_00556	Unknown_Gene	Cluster_89774
Operon376	LCEOCHIL_00557	Unknown_Gene	Cluster_89774
Operon377	LCEOCHIL_00558	pstS_1	Cluster_52668
Operon378	LCEOCHIL_00559	proP_1	Cluster_22769
Operon379	LCEOCHIL_00560	Unknown_Gene	Cluster_22769
Operon380	LCEOCHIL_00561	yeaD_1	Cluster_133635
Operon381	LCEOCHIL_00562	Unknown_Gene	Cluster_155301
Operon381	LCEOCHIL_00563	Unknown_Gene	Cluster_155301
Operon382	LCEOCHIL_00564	purK	Cluster_36664
Operon382	LCEOCHIL_00565	purE	Cluster_36664
Operon383	LCEOCHIL_00566	Unknown_Gene	Cluster_36664
Operon384	LCEOCHIL_00567	yjiE	Cluster_83973
Operon385	LCEOCHIL_00568	aspA	Cluster_83973
Operon386	LCEOCHIL_00569	Unknown_Gene	Cluster_66723
Operon387	LCEOCHIL_00570	aphA_1	Cluster_76312
Operon387	LCEOCHIL_00571	spuD_1	Cluster_76312
Operon388	LCEOCHIL_00572	gabR_1	Cluster_122429
Operon389	LCEOCHIL_00573	paiB	Cluster_122429
Operon389	LCEOCHIL_00574	Unknown_Gene	Cluster_122429
Operon389	LCEOCHIL_00575	Unknown_Gene	Cluster_122429
Operon390	LCEOCHIL_00576	oadA	Cluster_111182
Operon390	LCEOCHIL_00577	cfiB	Cluster_111182
Operon391	LCEOCHIL_00578	cmpR_1	Cluster_111182
Operon392	LCEOCHIL_00579	Unknown_Gene	Cluster_84014
Operon393	LCEOCHIL_00580	hexR_1	Cluster_114092
Operon394	LCEOCHIL_00581	zwf_1	Cluster_114092
Operon395	LCEOCHIL_00582	Unknown_Gene	Cluster_123146
Operon396	LCEOCHIL_00583	uvrD_2	Cluster_95869
Operon397	LCEOCHIL_00584	Unknown_Gene	Cluster_41943
Operon398	LCEOCHIL_00585	Unknown_Gene	Cluster_106279
Operon399	LCEOCHIL_00586	kefB	Cluster_25258
Operon400	LCEOCHIL_00587	Unknown_Gene	Cluster_25258
Operon401	LCEOCHIL_00588	pdxY	Cluster_102158
Operon402	LCEOCHIL_00589	Unknown_Gene	Cluster_102158
Operon403	LCEOCHIL_00590	yeiR	Cluster_161119
Operon403	LCEOCHIL_00591	Unknown_Gene	Cluster_161119
Operon403	LCEOCHIL_00592	yciC	Cluster_161119
Operon404	LCEOCHIL_00593	folE2	Cluster_58821
Operon405	LCEOCHIL_00594	Unknown_Gene	Cluster_93721
Operon406	LCEOCHIL_00595	clsA	Cluster_93721
Operon407	LCEOCHIL_00596	COQ3_1	Cluster_56486
Operon408	LCEOCHIL_00597	lpd3	Cluster_56486
Operon409	LCEOCHIL_00598	Unknown_Gene	Cluster_13499
Operon409	LCEOCHIL_00599	Unknown_Gene	Cluster_13499
Operon410	LCEOCHIL_00600	pat_1	Cluster_5971
Operon410	LCEOCHIL_00601	czcO_1	Cluster_5971
Operon410	LCEOCHIL_00602	Unknown_Gene	Cluster_5971
Operon410	LCEOCHIL_00603	arsH_1	Cluster_5971
Operon410	LCEOCHIL_00604	arsC	Cluster_5971
Operon410	LCEOCHIL_00605	arsB_1	Cluster_5971
Operon410	LCEOCHIL_00606	arsR1_1	Cluster_5971
Operon411	LCEOCHIL_00607	Unknown_Gene	Cluster_123741
Operon411	LCEOCHIL_00608	Unknown_Gene	Cluster_123741
Operon412	LCEOCHIL_00609	dmdB	Cluster_64637
Operon413	LCEOCHIL_00610	pstB_2	Cluster_68267
Operon413	LCEOCHIL_00611	Unknown_Gene	Cluster_68267
Operon413	LCEOCHIL_00612	pstC_1	Cluster_68267
Operon413	LCEOCHIL_00613	pstS_2	Cluster_68267
Operon414	LCEOCHIL_00614	Unknown_Gene	Cluster_68267
Operon414	LCEOCHIL_00615	Unknown_Gene	Cluster_68267
Operon414	LCEOCHIL_00616	Unknown_Gene	Cluster_68267
Operon414	LCEOCHIL_00617	Unknown_Gene	Cluster_68267
Operon414	LCEOCHIL_00618	Unknown_Gene	Cluster_68267
Operon415	LCEOCHIL_00619	Unknown_Gene	Cluster_100225
Operon416	LCEOCHIL_00620	Unknown_Gene	Cluster_18871
Operon417	LCEOCHIL_00621	Unknown_Gene	Cluster_81252
Operon418	LCEOCHIL_00622	Unknown_Gene	Cluster_11594
Operon418	LCEOCHIL_00623	Unknown_Gene	Cluster_11594
Operon419	LCEOCHIL_00624	mrpX	Cluster_152559
Operon420	LCEOCHIL_00625	yedY1	Cluster_27569
Operon420	LCEOCHIL_00626	yedZ1	Cluster_27569
Operon421	LCEOCHIL_00627	Unknown_Gene	Cluster_27569
Operon422	LCEOCHIL_00628	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon423	LCEOCHIL_00629	Unknown_Gene	Cluster_35389
Operon424	LCEOCHIL_00630	Unknown_Gene	Cluster_10920
Operon424	LCEOCHIL_00631	yqaA_1	Cluster_10920
Operon424	LCEOCHIL_00632	Unknown_Gene	Cluster_10920
Operon425	LCEOCHIL_00633	Unknown_Gene	Cluster_10920
Operon425	LCEOCHIL_00634	Unknown_Gene	Cluster_10920
Operon426	LCEOCHIL_00635	Unknown_Gene	Cluster_135140
Operon427	LCEOCHIL_00636	rcnR	Cluster_72688
Operon427	LCEOCHIL_00637	czcD_1	Cluster_72688
Operon428	LCEOCHIL_00638	Unknown_Gene	Cluster_138615
Operon429	LCEOCHIL_00639	Unknown_Gene	Cluster_63632
Operon430	LCEOCHIL_00640	chrB1_1	Cluster_63632
Operon430	LCEOCHIL_00641	Unknown_Gene	Cluster_63632
Operon430	LCEOCHIL_00642	chrB1_2	Cluster_63632
Operon431	LCEOCHIL_00643	Unknown_Gene	Cluster_4516
Operon432	LCEOCHIL_00644	Unknown_Gene	Cluster_4766
Operon433	LCEOCHIL_00645	Unknown_Gene	Cluster_4766
Operon433	LCEOCHIL_00646	Unknown_Gene	Cluster_4766
Operon434	LCEOCHIL_00647	Unknown_Gene	Cluster_111900
Operon435	LCEOCHIL_00648	Unknown_Gene	Cluster_17568
Operon436	LCEOCHIL_00649	Unknown_Gene	Cluster_56859
Operon437	LCEOCHIL_00650	sir2	Cluster_56859
Operon438	LCEOCHIL_00651	Unknown_Gene	Cluster_31064
Operon439	LCEOCHIL_00652	Unknown_Gene	Cluster_100892
Operon440	LCEOCHIL_00653	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon441	LCEOCHIL_00654	Unknown_Gene	Cluster_136518
Operon442	LCEOCHIL_00655	Unknown_Gene	Cluster_136518
Operon443	LCEOCHIL_00656	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon443	LCEOCHIL_00657	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon443	LCEOCHIL_00658	copB_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon443	LCEOCHIL_00659	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon443	LCEOCHIL_00660	copA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon444	LCEOCHIL_00661	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon444	LCEOCHIL_00662	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon445	LCEOCHIL_00663	gabR_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon446	LCEOCHIL_00664	yycB_1	Cluster_60503
Operon446	LCEOCHIL_00665	guaD_1	Cluster_60503
Operon447	LCEOCHIL_00666	Unknown_Gene	Cluster_60503
Operon448	LCEOCHIL_00667	Unknown_Gene	Cluster_66727
Operon449	LCEOCHIL_00668	bktB	Cluster_66727
Operon449	LCEOCHIL_00669	hbd	Cluster_66727
Operon449	LCEOCHIL_00670	fabR_1	Cluster_66727
Operon450	LCEOCHIL_00671	cpdR	Cluster_156299
Operon450	LCEOCHIL_00672	rcsC_1	Cluster_156299
Operon450	LCEOCHIL_00673	cheB2	Cluster_156299
Operon450	LCEOCHIL_00674	cheR	Cluster_156299
Operon450	LCEOCHIL_00675	rcsC_2	Cluster_156299
Operon451	LCEOCHIL_00676	cckA_1	Cluster_39437
Operon452	LCEOCHIL_00677	Unknown_Gene	Cluster_140325
Operon453	LCEOCHIL_00678	nicP_2	Cluster_17827
Operon454	LCEOCHIL_00679	Unknown_Gene	Cluster_17827
Operon455	LCEOCHIL_00680	gloA	Cluster_50541
Operon456	LCEOCHIL_00681	Unknown_Gene	Cluster_118927
Operon457	LCEOCHIL_00682	sdhL	Cluster_75826
Operon458	LCEOCHIL_00683	Unknown_Gene	Cluster_75826
Operon459	LCEOCHIL_00684	Unknown_Gene	Cluster_121511
Operon460	LCEOCHIL_00685	Unknown_Gene	Cluster_139679
Operon461	LCEOCHIL_00686	Unknown_Gene	Cluster_104910
Operon462	LCEOCHIL_00687	Unknown_Gene	Cluster_104910
Operon463	LCEOCHIL_00688	Unknown_Gene	Cluster_46983
Operon464	LCEOCHIL_00689	Unknown_Gene	Cluster_46983
Operon465	LCEOCHIL_00690	Unknown_Gene	Cluster_55446
Operon466	LCEOCHIL_00691	Unknown_Gene	Cluster_27363
Operon467	LCEOCHIL_00692	pbpG	Cluster_27363
Operon468	LCEOCHIL_00693	Unknown_Gene	Cluster_58677
Operon469	LCEOCHIL_00694	pvdA_2	Cluster_58677
Operon470	LCEOCHIL_00695	Unknown_Gene	Cluster_40385
Operon470	LCEOCHIL_00696	Unknown_Gene	Cluster_40385
Operon470	LCEOCHIL_00697	Unknown_Gene	Cluster_40385
Operon470	LCEOCHIL_00698	Unknown_Gene	Cluster_40385
Operon470	LCEOCHIL_00699	ssaB	Cluster_40385
Operon470	LCEOCHIL_00700	scaC	Cluster_40385
Operon470	LCEOCHIL_00701	znuB_1	Cluster_40385
Operon470	LCEOCHIL_00702	Unknown_Gene	Cluster_40385
Operon471	LCEOCHIL_00703	Unknown_Gene	Cluster_148053
Operon471	LCEOCHIL_00704	Unknown_Gene	Cluster_148053
Operon472	LCEOCHIL_00705	lgrE	Cluster_114224
Operon472	LCEOCHIL_00706	mbtH	Cluster_114224
Operon473	LCEOCHIL_00707	Unknown_Gene	Cluster_46081
Operon474	LCEOCHIL_00708	purU_2	Cluster_46081
Operon474	LCEOCHIL_00709	folD_1	Cluster_46081
Operon474	LCEOCHIL_00710	soxB_1	Cluster_46081
Operon474	LCEOCHIL_00711	soxD_1	Cluster_46081
Operon474	LCEOCHIL_00712	soxA_1	Cluster_46081
Operon474	LCEOCHIL_00713	Unknown_Gene	Cluster_46081
Operon475	LCEOCHIL_00714	dmlR_5	Cluster_86195
Operon476	LCEOCHIL_00715	nlhH	Cluster_86195
Operon477	LCEOCHIL_00716	yhhW_1	Cluster_150859
Operon478	LCEOCHIL_00717	Unknown_Gene	Cluster_132118
Operon479	LCEOCHIL_00718	ribBA_1	Cluster_132118
Operon480	LCEOCHIL_00719	potD_1	Cluster_23531
Operon480	LCEOCHIL_00720	Unknown_Gene	Cluster_23531
Operon480	LCEOCHIL_00721	Unknown_Gene	Cluster_23531
Operon480	LCEOCHIL_00722	btuD_2	Cluster_23531
Operon481	LCEOCHIL_00723	Unknown_Gene	Cluster_46394
Operon482	LCEOCHIL_00724	alx	Cluster_33598
Operon483	LCEOCHIL_00725	bbsG	Cluster_89305
Operon484	LCEOCHIL_00726	pcpR_1	Cluster_89305
Operon485	LCEOCHIL_00727	iscS_1	Cluster_72350
Operon486	LCEOCHIL_00728	Unknown_Gene	Cluster_117600
Operon486	LCEOCHIL_00729	Unknown_Gene	Cluster_117600
Operon487	LCEOCHIL_00730	nfsB	Cluster_109172
Operon488	LCEOCHIL_00731	dmlR_6	Cluster_109172
Operon488	LCEOCHIL_00732	rhaS_3	Cluster_109172
Operon489	LCEOCHIL_00733	rhtB_2	Cluster_153841
Operon490	LCEOCHIL_00734	sotB_1	Cluster_115476
Operon491	LCEOCHIL_00735	Unknown_Gene	Cluster_115476
Operon492	LCEOCHIL_00736	adhC2	Cluster_68118
Operon493	LCEOCHIL_00737	rhaS_4	Cluster_68118
Operon494	LCEOCHIL_00738	Unknown_Gene	Cluster_121771
Operon495	LCEOCHIL_00739	kefF_1	Cluster_121771
Operon496	LCEOCHIL_00740	thpR	Cluster_100063
Operon497	LCEOCHIL_00741	Unknown_Gene	Cluster_100063
Operon498	LCEOCHIL_00742	Unknown_Gene	Cluster_118987
Operon499	LCEOCHIL_00743	Unknown_Gene	Cluster_103463
Operon500	LCEOCHIL_00744	Unknown_Gene	Cluster_131480
Operon501	LCEOCHIL_00745	sstT	Cluster_131479
Operon502	LCEOCHIL_00746	Unknown_Gene	Cluster_68616
Operon503	LCEOCHIL_00747	Unknown_Gene	Cluster_68605
Operon504	LCEOCHIL_00748	ahpF	Cluster_98686
Operon505	LCEOCHIL_00749	ahpC_1	Cluster_27957
Operon506	LCEOCHIL_00750	gor	Cluster_64103
Operon507	LCEOCHIL_00751	gtaB	Cluster_46395
Operon508	LCEOCHIL_00752	tsdA	Cluster_132182
Operon508	LCEOCHIL_00753	Unknown_Gene	Cluster_132182
Operon509	LCEOCHIL_00754	Unknown_Gene	Cluster_77809
Operon510	LCEOCHIL_00755	Unknown_Gene	Cluster_77809
Operon510	LCEOCHIL_00756	Unknown_Gene	Cluster_77809
Operon510	LCEOCHIL_00757	pnoA	Cluster_77809
Operon511	LCEOCHIL_00758	modA	Cluster_130781
Operon511	LCEOCHIL_00759	cysT_1	Cluster_130781
Operon511	LCEOCHIL_00760	btuD_3	Cluster_130781
Operon512	LCEOCHIL_00761	Unknown_Gene	Cluster_148474
Operon512	LCEOCHIL_00762	csrA_1	Cluster_148474
Operon513	LCEOCHIL_00763	mprA	Cluster_58787
Operon513	LCEOCHIL_00764	kaiC	Cluster_58787
Operon513	LCEOCHIL_00765	Unknown_Gene	Cluster_58787
Operon513	LCEOCHIL_00766	Unknown_Gene	Cluster_58787
Operon514	LCEOCHIL_00767	Unknown_Gene	Cluster_58787
Operon515	LCEOCHIL_00768	yphA	Cluster_114971
Operon516	LCEOCHIL_00769	Unknown_Gene	Cluster_14235
Operon517	LCEOCHIL_00770	adhP	Cluster_14235
Operon518	LCEOCHIL_00771	Unknown_Gene	Cluster_75245
Operon519	LCEOCHIL_00772	Unknown_Gene	Cluster_52853
Operon520	LCEOCHIL_00773	gcvA_4	Cluster_52853
Operon521	LCEOCHIL_00774	fabG_3	Cluster_117591
Operon522	LCEOCHIL_00775	pdxH_1	Cluster_150152
Operon522	LCEOCHIL_00776	Unknown_Gene	Cluster_150152
Operon523	LCEOCHIL_00777	Unknown_Gene	Cluster_3821
Operon523	LCEOCHIL_00778	Unknown_Gene	Cluster_3821
Operon523	LCEOCHIL_00779	Unknown_Gene	Cluster_3821
Operon524	LCEOCHIL_00780	Unknown_Gene	Cluster_19067
Operon525	LCEOCHIL_00781	Unknown_Gene	Cluster_24569
Operon526	LCEOCHIL_00782	Unknown_Gene	Cluster_24569
Operon527	LCEOCHIL_00783	Unknown_Gene	Cluster_47550
Operon528	LCEOCHIL_00784	Unknown_Gene	Cluster_3696
Operon529	LCEOCHIL_00785	Unknown_Gene	Cluster_3696
Operon530	LCEOCHIL_00786	Unknown_Gene	Cluster_81078
Operon531	LCEOCHIL_00787	sohB	Cluster_60023
Operon532	LCEOCHIL_00788	Unknown_Gene	Cluster_60023
Operon533	LCEOCHIL_00789	Unknown_Gene	Cluster_148501
Operon534	LCEOCHIL_00790	Unknown_Gene	Cluster_44292
Operon534	LCEOCHIL_00791	fabG_4	Cluster_44292
Operon535	LCEOCHIL_00792	Unknown_Gene	Cluster_82837
Operon536	LCEOCHIL_00793	Unknown_Gene	Cluster_106980
Operon537	LCEOCHIL_00794	Unknown_Gene	Cluster_106980
Operon538	LCEOCHIL_00795	Unknown_Gene	Cluster_96356
Operon539	LCEOCHIL_00796	Unknown_Gene	Cluster_135054
Operon540	LCEOCHIL_00797	Unknown_Gene	Cluster_90568
Operon541	LCEOCHIL_00798	Unknown_Gene	Cluster_81229
Operon542	LCEOCHIL_00799	yfcA_1	Cluster_118207
Operon543	LCEOCHIL_00800	dmlR_7	Cluster_118207
Operon544	LCEOCHIL_00801	Unknown_Gene	Cluster_1722
Operon545	LCEOCHIL_00802	Unknown_Gene	Cluster_5812
Operon546	LCEOCHIL_00803	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon546	LCEOCHIL_00804	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon546	LCEOCHIL_00805	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon546	LCEOCHIL_00806	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon547	LCEOCHIL_00807	Unknown_Gene	Cluster_37135
Operon548	LCEOCHIL_00808	Unknown_Gene	Cluster_68717
Operon549	LCEOCHIL_00809	Unknown_Gene	Cluster_24197
Operon550	LCEOCHIL_00810	Unknown_Gene	Cluster_24197
Operon550	LCEOCHIL_00811	Unknown_Gene	Cluster_24197
Operon550	LCEOCHIL_00812	Unknown_Gene	Cluster_24197
Operon551	LCEOCHIL_00813	Unknown_Gene	Cluster_8816
Operon552	LCEOCHIL_00814	Unknown_Gene	Cluster_8816
Operon553	LCEOCHIL_00815	Unknown_Gene	Cluster_148294
Operon554	LCEOCHIL_00816	Unknown_Gene	Cluster_55204
Operon555	LCEOCHIL_00817	nfdA_2	Cluster_47603
Operon556	LCEOCHIL_00818	yjiA_1	Cluster_47603
Operon556	LCEOCHIL_00819	ribBA_2	Cluster_47603
Operon557	LCEOCHIL_00820	Unknown_Gene	Cluster_88319
Operon558	LCEOCHIL_00821	styD_1	Cluster_16064
Operon558	LCEOCHIL_00822	Unknown_Gene	Cluster_16064
Operon558	LCEOCHIL_00823	Unknown_Gene	Cluster_16064
Operon558	LCEOCHIL_00824	tgnB_1	Cluster_16064
Operon559	LCEOCHIL_00825	Unknown_Gene	Cluster_32453
Operon560	LCEOCHIL_00826	Unknown_Gene	Cluster_32453
Operon561	LCEOCHIL_00827	Unknown_Gene	Cluster_138314
Operon561	LCEOCHIL_00828	Unknown_Gene	Cluster_138314
Operon562	LCEOCHIL_00829	Unknown_Gene	Cluster_10921
Operon563	LCEOCHIL_00830	Unknown_Gene	Cluster_53080
Operon564	LCEOCHIL_00831	Unknown_Gene	Cluster_28467
Operon565	LCEOCHIL_00832	Unknown_Gene	Cluster_28467
Operon566	LCEOCHIL_00833	Unknown_Gene	Cluster_8638
Operon567	LCEOCHIL_00834	Unknown_Gene	Cluster_8638
Operon568	LCEOCHIL_00835	Unknown_Gene	Cluster_15124
Operon569	LCEOCHIL_00836	Unknown_Gene	Cluster_15124
