GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon280	ALBICJPK_00457	Unknown_Gene	Cluster_29895
Operon280	ALBICJPK_00458	Unknown_Gene	Cluster_29895
Operon281	ALBICJPK_00459	dgt	Cluster_134360
Operon282	ALBICJPK_00460	bvgA_1	Cluster_35593
Operon282	ALBICJPK_00461	bvgS_1	Cluster_35593
Operon282	ALBICJPK_00462	Unknown_Gene	Cluster_35593
Operon283	ALBICJPK_00463	Unknown_Gene	Cluster_58825
Operon284	ALBICJPK_00464	Unknown_Gene	Cluster_119477
Operon285	ALBICJPK_00465	rlmL	Cluster_8523
Operon286	ALBICJPK_00466	rmf	Cluster_8523
Operon287	ALBICJPK_00467	pyrD	Cluster_91160
Operon288	ALBICJPK_00468	nrtA	Cluster_91160
Operon288	ALBICJPK_00469	pdtaR	Cluster_91160
Operon289	ALBICJPK_00470	nasA	Cluster_67039
Operon289	ALBICJPK_00471	pknD_1	Cluster_67039
Operon289	ALBICJPK_00472	sumT	Cluster_67039
Operon290	ALBICJPK_00473	oprF	Cluster_108399
Operon291	ALBICJPK_00474	Unknown_Gene	Cluster_103412
Operon292	ALBICJPK_00475	Unknown_Gene	Cluster_125945
Operon292	ALBICJPK_00476	Unknown_Gene	Cluster_125945
Operon293	ALBICJPK_00477	zntB	Cluster_26234
Operon293	ALBICJPK_00478	Unknown_Gene	Cluster_26234
Operon294	ALBICJPK_00479	Unknown_Gene	Cluster_140342
Operon295	ALBICJPK_00480	ppsA	Cluster_63222
Operon296	ALBICJPK_00481	ppsR	Cluster_63222
Operon297	ALBICJPK_00482	gdhB	Cluster_36660
Operon298	ALBICJPK_00483	Unknown_Gene	Cluster_36660
Operon299	ALBICJPK_00484	Unknown_Gene	Cluster_100540
Operon300	ALBICJPK_00485	lysA_1	Cluster_100540
Operon301	ALBICJPK_00486	nodD2_1	Cluster_38516
Operon302	ALBICJPK_00487	yjaB_1	Cluster_38516
Operon302	ALBICJPK_00488	Unknown_Gene	Cluster_38516
Operon303	ALBICJPK_00489	Unknown_Gene	Cluster_111144
Operon304	ALBICJPK_00490	nimR_2	Cluster_73220
Operon305	ALBICJPK_00491	oprJ	Cluster_114732
Operon306	ALBICJPK_00492	emrA_1	Cluster_57256
Operon306	ALBICJPK_00493	emrB_1	Cluster_57256
Operon307	ALBICJPK_00494	frlR	Cluster_129968
Operon308	ALBICJPK_00495	bepE_1	Cluster_42388
Operon308	ALBICJPK_00496	bepF_1	Cluster_42388
Operon309	ALBICJPK_00497	Unknown_Gene	Cluster_42388
Operon310	ALBICJPK_00498	Unknown_Gene	Cluster_32342
Operon311	ALBICJPK_00499	soxR	Cluster_95674
Operon312	ALBICJPK_00500	Unknown_Gene	Cluster_97148
Operon313	ALBICJPK_00501	nicP_1	Cluster_140405
Operon314	ALBICJPK_00502	citN_1	Cluster_106940
Operon315	ALBICJPK_00503	dctA2_1	Cluster_135791
Operon316	ALBICJPK_00504	ybhH	Cluster_85110
Operon317	ALBICJPK_00505	cynR_1	Cluster_85110
Operon318	ALBICJPK_00506	Unknown_Gene	Cluster_160171
Operon319	ALBICJPK_00507	Unknown_Gene	Cluster_160171
Operon320	ALBICJPK_00508	mtlD	Cluster_131494
Operon321	ALBICJPK_00509	fadA_1	Cluster_114807
Operon321	ALBICJPK_00510	Unknown_Gene	Cluster_114807
Operon321	ALBICJPK_00511	adh1	Cluster_114807
Operon321	ALBICJPK_00512	dmdC_1	Cluster_114807
Operon321	ALBICJPK_00513	fadB_1	Cluster_114807
Operon322	ALBICJPK_00514	pcpR_1	Cluster_114807
Operon323	ALBICJPK_00515	yjcS	Cluster_116161
Operon324	ALBICJPK_00516	Unknown_Gene	Cluster_54030
Operon324	ALBICJPK_00517	yidH	Cluster_54030
Operon324	ALBICJPK_00518	Unknown_Gene	Cluster_54030
Operon324	ALBICJPK_00519	Unknown_Gene	Cluster_54030
Operon325	ALBICJPK_00520	gltC_1	Cluster_54030
Operon326	ALBICJPK_00521	sauU	Cluster_114485
Operon326	ALBICJPK_00522	carC	Cluster_114485
Operon326	ALBICJPK_00523	lcfB	Cluster_114485
Operon327	ALBICJPK_00524	fucA	Cluster_114485
Operon327	ALBICJPK_00525	dapA_1	Cluster_114485
Operon328	ALBICJPK_00526	ydcO_1	Cluster_83969
Operon329	ALBICJPK_00527	Unknown_Gene	Cluster_146830
Operon330	ALBICJPK_00528	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00529	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00530	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00531	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00532	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00533	Unknown_Gene	Cluster_49034
Operon331	ALBICJPK_00534	Unknown_Gene	Cluster_49034
Operon332	ALBICJPK_00535	Unknown_Gene	Cluster_12248
Operon333	ALBICJPK_00536	sbcD	Cluster_12248
Operon333	ALBICJPK_00537	Unknown_Gene	Cluster_12248
Operon333	ALBICJPK_00538	Unknown_Gene	Cluster_12248
Operon334	ALBICJPK_00539	pgl_1	Cluster_37489
Operon334	ALBICJPK_00540	Unknown_Gene	Cluster_37489
Operon334	ALBICJPK_00541	Unknown_Gene	Cluster_37489
Operon334	ALBICJPK_00542	hcf136	Cluster_37489
Operon335	ALBICJPK_00543	pepN	Cluster_158852
Operon335	ALBICJPK_00544	Unknown_Gene	Cluster_158852
Operon335	ALBICJPK_00545	Unknown_Gene	Cluster_158852
Operon335	ALBICJPK_00546	glpG	Cluster_158852
Operon335	ALBICJPK_00547	apaH_1	Cluster_158852
Operon335	ALBICJPK_00548	nadK	Cluster_158852
Operon336	ALBICJPK_00549	Unknown_Gene	Cluster_158852
Operon337	ALBICJPK_00550	yodB	Cluster_51292
Operon338	ALBICJPK_00551	Unknown_Gene	Cluster_36731
Operon339	ALBICJPK_00552	fadH	Cluster_27735
Operon340	ALBICJPK_00553	Unknown_Gene	Cluster_27735
Operon340	ALBICJPK_00554	Unknown_Gene	Cluster_27735
Operon341	ALBICJPK_00555	Unknown_Gene	Cluster_64414
Operon341	ALBICJPK_00556	Unknown_Gene	Cluster_64414
Operon342	ALBICJPK_00557	Unknown_Gene	Cluster_11175
Operon343	ALBICJPK_00558	ssuR	Cluster_21221
Operon344	ALBICJPK_00559	dctA2_2	Cluster_21221
Operon344	ALBICJPK_00560	Unknown_Gene	Cluster_21221
Operon344	ALBICJPK_00561	xecD	Cluster_21221
Operon345	ALBICJPK_00562	pmdD	Cluster_149109
Operon345	ALBICJPK_00563	gnl	Cluster_149109
Operon345	ALBICJPK_00564	ais_1	Cluster_149109
Operon345	ALBICJPK_00565	rutD_1	Cluster_149109
Operon346	ALBICJPK_00566	Unknown_Gene	Cluster_159409
Operon346	ALBICJPK_00567	Unknown_Gene	Cluster_159409
Operon346	ALBICJPK_00568	Unknown_Gene	Cluster_159409
Operon347	ALBICJPK_00569	hdfR_2	Cluster_117411
Operon348	ALBICJPK_00570	Unknown_Gene	Cluster_117411
Operon349	ALBICJPK_00571	fadJ_1	Cluster_129842
Operon349	ALBICJPK_00572	nicP_2	Cluster_129842
Operon350	ALBICJPK_00573	Unknown_Gene	Cluster_162457
Operon350	ALBICJPK_00574	ssuC_1	Cluster_162457
Operon350	ALBICJPK_00575	tauB	Cluster_162457
Operon351	ALBICJPK_00576	FCS1_1	Cluster_129173
Operon351	ALBICJPK_00577	Unknown_Gene	Cluster_129173
Operon352	ALBICJPK_00578	pcaR_1	Cluster_129173
Operon353	ALBICJPK_00579	ttuB_1	Cluster_17889
Operon354	ALBICJPK_00580	Unknown_Gene	Cluster_59620
Operon355	ALBICJPK_00581	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon356	ALBICJPK_00582	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon357	ALBICJPK_00583	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon358	ALBICJPK_00584	abo	Cluster_166127
Operon358	ALBICJPK_00585	Unknown_Gene	Cluster_166127
Operon358	ALBICJPK_00586	sbnB	Cluster_166127
Operon359	ALBICJPK_00587	Unknown_Gene	Cluster_74650
Operon359	ALBICJPK_00588	Unknown_Gene	Cluster_74650
Operon360	ALBICJPK_00589	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon361	ALBICJPK_00590	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon362	ALBICJPK_00591	Unknown_Gene	Cluster_66198
Operon363	ALBICJPK_00592	Unknown_Gene	Cluster_61934
Operon363	ALBICJPK_00593	feaB	Cluster_61934
Operon364	ALBICJPK_00594	Unknown_Gene	Cluster_109608
Operon364	ALBICJPK_00595	Unknown_Gene	Cluster_109608
Operon364	ALBICJPK_00596	Unknown_Gene	Cluster_109608
Operon365	ALBICJPK_00597	Unknown_Gene	Cluster_120219
Operon366	ALBICJPK_00598	Unknown_Gene	Cluster_120219
Operon366	ALBICJPK_00599	Unknown_Gene	Cluster_120219
Operon367	ALBICJPK_00600	feaR	Cluster_108970
Operon368	ALBICJPK_00601	Unknown_Gene	Cluster_29015
Operon368	ALBICJPK_00602	puuB_1	Cluster_29015
Operon369	ALBICJPK_00603	tyrS_1	Cluster_29015
Operon370	ALBICJPK_00604	farR_1	Cluster_136362
Operon371	ALBICJPK_00605	Unknown_Gene	Cluster_42607
Operon372	ALBICJPK_00606	C2-hpah	Cluster_42607
Operon373	ALBICJPK_00607	C1-hpah	Cluster_132768
Operon374	ALBICJPK_00608	hpcH	Cluster_149110
Operon374	ALBICJPK_00609	hpcG	Cluster_149110
Operon374	ALBICJPK_00610	nicT	Cluster_149110
Operon374	ALBICJPK_00611	hpcD	Cluster_149110
Operon375	ALBICJPK_00612	hpcB	Cluster_123469
Operon376	ALBICJPK_00613	betB_2	Cluster_73718
Operon376	ALBICJPK_00614	hpcE_1	Cluster_73718
Operon376	ALBICJPK_00615	hpcE_2	Cluster_73718
Operon377	ALBICJPK_00616	rhaR_1	Cluster_73718
Operon378	ALBICJPK_00617	Unknown_Gene	Cluster_152192
Operon379	ALBICJPK_00618	farR_2	Cluster_152192
Operon380	ALBICJPK_00619	Unknown_Gene	Cluster_120220
Operon380	ALBICJPK_00620	Unknown_Gene	Cluster_120220
Operon381	ALBICJPK_00621	bcr_2	Cluster_120220
Operon382	ALBICJPK_00622	xynR	Cluster_29334
Operon383	ALBICJPK_00623	mhpA	Cluster_29334
Operon383	ALBICJPK_00624	mhpB	Cluster_29334
Operon383	ALBICJPK_00625	mhpC_1	Cluster_29334
Operon383	ALBICJPK_00626	mhpD	Cluster_29334
Operon383	ALBICJPK_00627	mhpF	Cluster_29334
Operon383	ALBICJPK_00628	mhpE	Cluster_29334
Operon384	ALBICJPK_00629	mhpT_1	Cluster_83252
Operon385	ALBICJPK_00630	nicP_3	Cluster_129843
Operon386	ALBICJPK_00631	hcaD_1	Cluster_151498
Operon386	ALBICJPK_00632	hcaB_2	Cluster_151498
Operon386	ALBICJPK_00633	hcaC	Cluster_151498
Operon387	ALBICJPK_00634	hcaF	Cluster_63132
Operon387	ALBICJPK_00635	hcaE	Cluster_63132
Operon388	ALBICJPK_00636	hcaR_1	Cluster_63132
Operon389	ALBICJPK_00637	Unknown_Gene	Cluster_21400
Operon390	ALBICJPK_00638	Unknown_Gene	Cluster_21400
Operon390	ALBICJPK_00639	hcaB_3	Cluster_21400
Operon391	ALBICJPK_00640	Unknown_Gene	Cluster_18853
Operon391	ALBICJPK_00641	Unknown_Gene	Cluster_18853
Operon392	ALBICJPK_00642	Unknown_Gene	Cluster_82811
Operon393	ALBICJPK_00643	Unknown_Gene	Cluster_26391
Operon394	ALBICJPK_00644	Unknown_Gene	Cluster_114601
Operon395	ALBICJPK_00645	Unknown_Gene	Cluster_114601
Operon395	ALBICJPK_00646	folE_1	Cluster_114601
Operon395	ALBICJPK_00647	Unknown_Gene	Cluster_114601
Operon396	ALBICJPK_00648	Unknown_Gene	Cluster_91040
Operon397	ALBICJPK_00649	Unknown_Gene	Cluster_157333
Operon398	ALBICJPK_00650	glsA2	Cluster_157333
Operon399	ALBICJPK_00651	yedJ	Cluster_141766
Operon400	ALBICJPK_00652	Unknown_Gene	Cluster_85726
Operon401	ALBICJPK_00653	Unknown_Gene	Cluster_85726
Operon402	ALBICJPK_00654	Unknown_Gene	Cluster_143343
Operon403	ALBICJPK_00655	Unknown_Gene	Cluster_125113
Operon404	ALBICJPK_00656	cdhR_1	Cluster_95675
Operon405	ALBICJPK_00657	Unknown_Gene	Cluster_95675
Operon406	ALBICJPK_00658	Unknown_Gene	Cluster_88140
Operon407	ALBICJPK_00659	Unknown_Gene	Cluster_88140
Operon408	ALBICJPK_00660	Unknown_Gene	Cluster_96564
Operon408	ALBICJPK_00661	nfdA_1	Cluster_96564
Operon409	ALBICJPK_00662	Unknown_Gene	Cluster_96564
Operon410	ALBICJPK_00663	dmlR_2	Cluster_121032
Operon411	ALBICJPK_00664	ydhP_1	Cluster_121032
Operon412	ALBICJPK_00665	gstB_1	Cluster_59868
Operon413	ALBICJPK_00666	Unknown_Gene	Cluster_59868
Operon414	ALBICJPK_00667	Unknown_Gene	Cluster_131411
Operon415	ALBICJPK_00668	Unknown_Gene	Cluster_49225
Operon416	ALBICJPK_00669	Unknown_Gene	Cluster_49225
Operon417	ALBICJPK_00670	ligA_1	Cluster_6891
Operon417	ALBICJPK_00671	Unknown_Gene	Cluster_6891
Operon418	ALBICJPK_00672	Unknown_Gene	Cluster_82119
Operon419	ALBICJPK_00673	hisC_3	Cluster_26879
Operon420	ALBICJPK_00674	gabP_1	Cluster_26879
Operon421	ALBICJPK_00675	Unknown_Gene	Cluster_121779
Operon422	ALBICJPK_00676	tam_1	Cluster_121779
Operon423	ALBICJPK_00677	Unknown_Gene	Cluster_82649
Operon424	ALBICJPK_00678	cmpR_2	Cluster_44889
Operon425	ALBICJPK_00679	glpT	Cluster_44889
Operon425	ALBICJPK_00680	puuB_2	Cluster_44889
Operon426	ALBICJPK_00681	Unknown_Gene	Cluster_118924
Operon427	ALBICJPK_00682	syrM1	Cluster_91161
Operon428	ALBICJPK_00683	Unknown_Gene	Cluster_83384
Operon429	ALBICJPK_00684	abaF_1	Cluster_33823
Operon430	ALBICJPK_00685	Unknown_Gene	Cluster_33823
Operon431	ALBICJPK_00686	COQ3_1	Cluster_59898
Operon431	ALBICJPK_00687	chrA1	Cluster_59898
Operon431	ALBICJPK_00688	Unknown_Gene	Cluster_59898
Operon432	ALBICJPK_00689	Unknown_Gene	Cluster_59898
Operon433	ALBICJPK_00690	Unknown_Gene	Cluster_57550
Operon433	ALBICJPK_00691	lgrB_1	Cluster_57550
Operon434	ALBICJPK_00692	yhhW	Cluster_52593
Operon435	ALBICJPK_00693	rep_1	Cluster_52593
Operon436	ALBICJPK_00694	Unknown_Gene	Cluster_66747
Operon437	ALBICJPK_00695	menH_1	Cluster_66747
Operon438	ALBICJPK_00696	Unknown_Gene	Cluster_134135
Operon439	ALBICJPK_00697	Unknown_Gene	Cluster_22059
Operon440	ALBICJPK_00698	gltC_2	Cluster_22059
Operon441	ALBICJPK_00699	Unknown_Gene	Cluster_83357
Operon442	ALBICJPK_00700	yebS	Cluster_83357
Operon442	ALBICJPK_00701	pqiA_1	Cluster_83357
Operon442	ALBICJPK_00702	pqiB	Cluster_83357
Operon442	ALBICJPK_00703	Unknown_Gene	Cluster_83357
Operon442	ALBICJPK_00704	Unknown_Gene	Cluster_83357
Operon442	ALBICJPK_00705	Unknown_Gene	Cluster_83357
Operon443	ALBICJPK_00706	Unknown_Gene	Cluster_60016
Operon444	ALBICJPK_00707	pigA_1	Cluster_76763
Operon445	ALBICJPK_00708	Unknown_Gene	Cluster_76763
Operon446	ALBICJPK_00709	Unknown_Gene	Cluster_47553
Operon447	ALBICJPK_00710	puuP_1	Cluster_35592
Operon448	ALBICJPK_00711	Unknown_Gene	Cluster_35592
Operon448	ALBICJPK_00712	spuC_1	Cluster_35592
Operon449	ALBICJPK_00713	puuC_1	Cluster_61593
Operon450	ALBICJPK_00714	Unknown_Gene	Cluster_82233
Operon451	ALBICJPK_00715	kstD_1	Cluster_61283
Operon452	ALBICJPK_00716	iclR	Cluster_61283
Operon453	ALBICJPK_00717	iolX	Cluster_90552
Operon453	ALBICJPK_00718	Unknown_Gene	Cluster_90552
Operon454	ALBICJPK_00719	exuT	Cluster_45219
Operon455	ALBICJPK_00720	ksdD	Cluster_160344
Operon455	ALBICJPK_00721	Unknown_Gene	Cluster_160344
Operon455	ALBICJPK_00722	kstD_2	Cluster_160344
Operon455	ALBICJPK_00723	aroE_1	Cluster_160344
Operon456	ALBICJPK_00724	pcaR_2	Cluster_80000
Operon457	ALBICJPK_00725	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon457	ALBICJPK_00726	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon457	ALBICJPK_00727	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon458	ALBICJPK_00728	Unknown_Gene	Cluster_19599
Operon459	ALBICJPK_00729	Unknown_Gene	Cluster_43117
Operon459	ALBICJPK_00730	Unknown_Gene	Cluster_43117
Operon459	ALBICJPK_00731	Unknown_Gene	Cluster_43117
Operon459	ALBICJPK_00732	Unknown_Gene	Cluster_43117
Operon459	ALBICJPK_00733	Unknown_Gene	Cluster_43117
Operon460	ALBICJPK_00734	Unknown_Gene	Cluster_104878
Operon461	ALBICJPK_00735	Unknown_Gene	Cluster_109129
Operon461	ALBICJPK_00736	ihfA	Cluster_109129
Operon461	ALBICJPK_00737	pheT	Cluster_109129
Operon461	ALBICJPK_00738	pheS	Cluster_109129
Operon462	ALBICJPK_00739	rplT	Cluster_144444
Operon462	ALBICJPK_00740	rpmI	Cluster_144444
Operon463	ALBICJPK_00741	infC	Cluster_24969
Operon463	ALBICJPK_00742	thrS	Cluster_24969
Operon464	ALBICJPK_00743	Unknown_Gene	Cluster_24969
Operon465	ALBICJPK_00744	capB_1	Cluster_76707
Operon466	ALBICJPK_00745	Unknown_Gene	Cluster_37105
Operon467	ALBICJPK_00746	Unknown_Gene	Cluster_37105
Operon468	ALBICJPK_00747	rihA	Cluster_142675
Operon469	ALBICJPK_00748	rbsD	Cluster_66597
Operon469	ALBICJPK_00749	rbsK	Cluster_66597
Operon469	ALBICJPK_00750	purR_1	Cluster_66597
Operon469	ALBICJPK_00751	rbsC	Cluster_66597
Operon469	ALBICJPK_00752	araG	Cluster_66597
Operon469	ALBICJPK_00753	rbsB	Cluster_66597
Operon470	ALBICJPK_00754	Unknown_Gene	Cluster_66597
Operon470	ALBICJPK_00755	ansB_1	Cluster_66597
Operon471	ALBICJPK_00756	Unknown_Gene	Cluster_53702
Operon471	ALBICJPK_00757	nucM	Cluster_53702
Operon472	ALBICJPK_00758	Unknown_Gene	Cluster_82275
Operon473	ALBICJPK_00759	Unknown_Gene	Cluster_94467
Operon474	ALBICJPK_00760	Unknown_Gene	Cluster_41300
Operon475	ALBICJPK_00761	Unknown_Gene	Cluster_58009
Operon476	ALBICJPK_00762	puuB_3	Cluster_58009
Operon477	ALBICJPK_00763	Unknown_Gene	Cluster_51276
Operon478	ALBICJPK_00764	Unknown_Gene	Cluster_51276
Operon479	ALBICJPK_00765	Unknown_Gene	Cluster_94421
Operon479	ALBICJPK_00766	Unknown_Gene	Cluster_94421
Operon480	ALBICJPK_00767	nhaR	Cluster_94421
Operon481	ALBICJPK_00768	sstT	Cluster_118922
Operon482	ALBICJPK_00769	Unknown_Gene	Cluster_124613
Operon483	ALBICJPK_00770	Unknown_Gene	Cluster_29500
Operon484	ALBICJPK_00771	ahpF	Cluster_98725
Operon485	ALBICJPK_00772	ahpC_1	Cluster_28582
Operon486	ALBICJPK_00773	alx_1	Cluster_28582
Operon487	ALBICJPK_00774	bbsG	Cluster_89305
Operon488	ALBICJPK_00775	pcpR_2	Cluster_89305
Operon489	ALBICJPK_00776	iscS_1	Cluster_63133
Operon490	ALBICJPK_00777	Unknown_Gene	Cluster_88139
Operon490	ALBICJPK_00778	Unknown_Gene	Cluster_88139
Operon491	ALBICJPK_00779	nfsB	Cluster_114740
Operon492	ALBICJPK_00780	dmlR_3	Cluster_114740
Operon492	ALBICJPK_00781	rhaS_1	Cluster_114740
Operon493	ALBICJPK_00782	Unknown_Gene	Cluster_154275
Operon494	ALBICJPK_00783	sotB_1	Cluster_57420
Operon495	ALBICJPK_00784	Unknown_Gene	Cluster_57420
Operon496	ALBICJPK_00785	adhC2	Cluster_67598
Operon497	ALBICJPK_00786	rhaS_2	Cluster_67598
Operon498	ALBICJPK_00787	thpR	Cluster_78810
Operon499	ALBICJPK_00788	Unknown_Gene	Cluster_78810
Operon500	ALBICJPK_00789	Unknown_Gene	Cluster_103518
Operon501	ALBICJPK_00790	Unknown_Gene	Cluster_132110
Operon502	ALBICJPK_00791	cntO_1	Cluster_17920
Operon503	ALBICJPK_00792	Unknown_Gene	Cluster_111018
Operon504	ALBICJPK_00793	Unknown_Gene	Cluster_25549
Operon504	ALBICJPK_00794	hmuU_1	Cluster_25549
Operon504	ALBICJPK_00795	fecE	Cluster_25549
Operon504	ALBICJPK_00796	bcp_1	Cluster_25549
Operon505	ALBICJPK_00797	Unknown_Gene	Cluster_93728
Operon506	ALBICJPK_00798	Unknown_Gene	Cluster_93728
Operon507	ALBICJPK_00799	Unknown_Gene	Cluster_146629
Operon508	ALBICJPK_00800	bchL	Cluster_78243
Operon509	ALBICJPK_00801	proP_1	Cluster_68093
Operon510	ALBICJPK_00802	czcA_1	Cluster_39890
Operon510	ALBICJPK_00803	czcB	Cluster_39890
Operon510	ALBICJPK_00804	czcC	Cluster_39890
Operon511	ALBICJPK_00805	aroQ_1	Cluster_39890
Operon511	ALBICJPK_00806	aroE_2	Cluster_39890
Operon512	ALBICJPK_00807	dipZ	Cluster_51876
Operon512	ALBICJPK_00808	Unknown_Gene	Cluster_51876
Operon513	ALBICJPK_00809	ompR_2	Cluster_51876
Operon513	ALBICJPK_00810	sasA_1	Cluster_51876
Operon514	ALBICJPK_00811	msrQ_1	Cluster_73222
Operon514	ALBICJPK_00812	Unknown_Gene	Cluster_73222
Operon515	ALBICJPK_00813	Unknown_Gene	Cluster_135018
Operon515	ALBICJPK_00814	Unknown_Gene	Cluster_135018
Operon516	ALBICJPK_00815	Unknown_Gene	Cluster_70944
Operon517	ALBICJPK_00816	Unknown_Gene	Cluster_49617
Operon518	ALBICJPK_00817	Unknown_Gene	Cluster_118921
Operon519	ALBICJPK_00818	Unknown_Gene	Cluster_132109
Operon520	ALBICJPK_00819	polB	Cluster_141089
Operon521	ALBICJPK_00820	nepI_1	Cluster_104604
Operon522	ALBICJPK_00821	dmlR_4	Cluster_104604
Operon523	ALBICJPK_00822	gcvA_1	Cluster_77786
Operon524	ALBICJPK_00823	Unknown_Gene	Cluster_77786
Operon524	ALBICJPK_00824	Unknown_Gene	Cluster_77786
Operon524	ALBICJPK_00825	Unknown_Gene	Cluster_77786
Operon525	ALBICJPK_00826	Unknown_Gene	Cluster_68112
Operon526	ALBICJPK_00827	ygaZ	Cluster_85075
Operon526	ALBICJPK_00828	Unknown_Gene	Cluster_85075
Operon526	ALBICJPK_00829	rhaR_2	Cluster_85075
Operon527	ALBICJPK_00830	Unknown_Gene	Cluster_38258
Operon528	ALBICJPK_00831	Unknown_Gene	Cluster_54805
Operon528	ALBICJPK_00832	Unknown_Gene	Cluster_54805
Operon529	ALBICJPK_00833	nfuA	Cluster_147626
Operon530	ALBICJPK_00834	Unknown_Gene	Cluster_61634
Operon531	ALBICJPK_00835	Unknown_Gene	Cluster_66713
Operon532	ALBICJPK_00836	metH	Cluster_66713
Operon533	ALBICJPK_00837	Unknown_Gene	Cluster_109609
Operon534	ALBICJPK_00838	Unknown_Gene	Cluster_127052
Operon535	ALBICJPK_00839	Unknown_Gene	Cluster_54397
Operon536	ALBICJPK_00840	sir_1	Cluster_54397
Operon536	ALBICJPK_00841	Unknown_Gene	Cluster_54397
Operon537	ALBICJPK_00842	Unknown_Gene	Cluster_57986
Operon538	ALBICJPK_00843	dkgB_1	Cluster_57986
Operon538	ALBICJPK_00844	ydhP_2	Cluster_57986
Operon539	ALBICJPK_00845	fsr_1	Cluster_46296
Operon539	ALBICJPK_00846	nimR_3	Cluster_46296
Operon540	ALBICJPK_00847	Unknown_Gene	Cluster_88704
Operon541	ALBICJPK_00848	Unknown_Gene	Cluster_111167
Operon541	ALBICJPK_00849	fimD_1	Cluster_111167
Operon542	ALBICJPK_00850	Unknown_Gene	Cluster_161026
Operon542	ALBICJPK_00851	Unknown_Gene	Cluster_161026
Operon542	ALBICJPK_00852	Unknown_Gene	Cluster_161026
Operon542	ALBICJPK_00853	Unknown_Gene	Cluster_161026
Operon542	ALBICJPK_00854	Unknown_Gene	Cluster_161026
Operon543	ALBICJPK_00855	cph1	Cluster_35886
Operon543	ALBICJPK_00856	rcp1	Cluster_35886
Operon543	ALBICJPK_00857	rcsC_3	Cluster_35886
Operon544	ALBICJPK_00858	Unknown_Gene	Cluster_40846
Operon545	ALBICJPK_00859	Unknown_Gene	Cluster_40846
Operon546	ALBICJPK_00860	zapE_1	Cluster_94420
Operon547	ALBICJPK_00861	tusA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon548	ALBICJPK_00862	pdxB	Cluster_145948
Operon549	ALBICJPK_00863	Unknown_Gene	Cluster_55775
Operon550	ALBICJPK_00864	Unknown_Gene	Cluster_55775
Operon551	ALBICJPK_00865	ctpH	Cluster_71873
Operon552	ALBICJPK_00866	Unknown_Gene	Cluster_130717
Operon553	ALBICJPK_00867	Unknown_Gene	Cluster_64851
Operon554	ALBICJPK_00868	moaB_1	Cluster_64851
Operon554	ALBICJPK_00869	Unknown_Gene	Cluster_64851
Operon555	ALBICJPK_00870	Unknown_Gene	Cluster_41860
Operon556	ALBICJPK_00871	yegS	Cluster_41860
Operon557	ALBICJPK_00872	degU_1	Cluster_22319
Operon557	ALBICJPK_00873	Unknown_Gene	Cluster_22319
Operon558	ALBICJPK_00874	Unknown_Gene	Cluster_24166
Operon559	ALBICJPK_00875	cheV_1	Cluster_24166
Operon560	ALBICJPK_00876	ycbX	Cluster_150062
Operon561	ALBICJPK_00877	slt	Cluster_51665
Operon562	ALBICJPK_00878	uup	Cluster_51665
Operon563	ALBICJPK_00879	uspA2	Cluster_109747
Operon564	ALBICJPK_00880	Unknown_Gene	Cluster_109747
Operon565	ALBICJPK_00881	fadB_2	Cluster_6556
Operon565	ALBICJPK_00882	fadA_2	Cluster_6556
Operon566	ALBICJPK_00883	Unknown_Gene	Cluster_132186
Operon567	ALBICJPK_00884	topA	Cluster_116220
Operon568	ALBICJPK_00885	Unknown_Gene	Cluster_64073
Operon569	ALBICJPK_00886	Unknown_Gene	Cluster_153805
Operon570	ALBICJPK_00887	sulA_1	Cluster_34888
Operon570	ALBICJPK_00888	lexA_1	Cluster_34888
Operon571	ALBICJPK_00889	Unknown_Gene	Cluster_34888
Operon572	ALBICJPK_00890	nagZ	Cluster_72685
Operon573	ALBICJPK_00891	Unknown_Gene	Cluster_63233
Operon573	ALBICJPK_00892	Unknown_Gene	Cluster_63233
Operon573	ALBICJPK_00893	mfd	Cluster_63233
Operon574	ALBICJPK_00894	gap2	Cluster_63233
Operon575	ALBICJPK_00895	apbE	Cluster_68090
Operon576	ALBICJPK_00896	sthA	Cluster_57985
Operon577	ALBICJPK_00897	ugpQ	Cluster_167748
Operon577	ALBICJPK_00898	Unknown_Gene	Cluster_167748
