GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon289	OMAKBKMK_00436	apaH_2	Cluster_78526
Operon289	OMAKBKMK_00437	glpE	Cluster_78526
Operon290	OMAKBKMK_00438	Unknown_Gene	Cluster_35727
Operon291	OMAKBKMK_00439	Unknown_Gene	Cluster_70013
Operon291	OMAKBKMK_00440	Unknown_Gene	Cluster_70013
Operon292	OMAKBKMK_00441	cca	Cluster_147863
Operon293	OMAKBKMK_00442	Unknown_Gene	Cluster_134634
Operon293	OMAKBKMK_00443	folB	Cluster_134634
Operon294	OMAKBKMK_00444	plsY	Cluster_134634
Operon295	OMAKBKMK_00445	tsaD	Cluster_57307
Operon296	OMAKBKMK_00446	rpsU	Cluster_57307
Operon297	OMAKBKMK_00447	dnaG	Cluster_32169
Operon298	OMAKBKMK_00448	rpoD	Cluster_140056
Operon299	OMAKBKMK_00449	mltF_2	Cluster_102234
Operon299	OMAKBKMK_00450	Unknown_Gene	Cluster_102234
Operon300	OMAKBKMK_00451	Unknown_Gene	Cluster_34884
Operon300	OMAKBKMK_00452	Unknown_Gene	Cluster_34884
Operon301	OMAKBKMK_00453	Unknown_Gene	Cluster_6903
Operon301	OMAKBKMK_00454	Unknown_Gene	Cluster_6903
Operon302	OMAKBKMK_00455	Unknown_Gene	Cluster_6903
Operon303	OMAKBKMK_00456	lpxD_1	Cluster_100204
Operon304	OMAKBKMK_00457	decR_1	Cluster_100204
Operon305	OMAKBKMK_00458	iaaM	Cluster_63734
Operon305	OMAKBKMK_00459	ramA_1	Cluster_63734
Operon306	OMAKBKMK_00460	Unknown_Gene	Cluster_142166
Operon307	OMAKBKMK_00461	pqqB	Cluster_27320
Operon307	OMAKBKMK_00462	pqqC	Cluster_27320
Operon307	OMAKBKMK_00463	pqqD	Cluster_27320
Operon307	OMAKBKMK_00464	pqqE	Cluster_27320
Operon307	OMAKBKMK_00465	Unknown_Gene	Cluster_27320
Operon308	OMAKBKMK_00466	Unknown_Gene	Cluster_61561
Operon309	OMAKBKMK_00467	argD_1	Cluster_56202
Operon310	OMAKBKMK_00468	hdfR_1	Cluster_56202
Operon311	OMAKBKMK_00469	dmdC_1	Cluster_100872
Operon312	OMAKBKMK_00470	Unknown_Gene	Cluster_55056
Operon313	OMAKBKMK_00471	dmdC_2	Cluster_30896
Operon314	OMAKBKMK_00472	Unknown_Gene	Cluster_104320
Operon315	OMAKBKMK_00473	bioD1	Cluster_124271
Operon315	OMAKBKMK_00474	bioC	Cluster_124271
Operon315	OMAKBKMK_00475	bioH	Cluster_124271
Operon315	OMAKBKMK_00476	bioF	Cluster_124271
Operon315	OMAKBKMK_00477	bioB	Cluster_124271
Operon316	OMAKBKMK_00478	Unknown_Gene	Cluster_124271
Operon316	OMAKBKMK_00479	modE	Cluster_124271
Operon317	OMAKBKMK_00480	rdoA	Cluster_137574
Operon318	OMAKBKMK_00481	rarD_1	Cluster_142925
Operon319	OMAKBKMK_00482	Unknown_Gene	Cluster_14488
Operon320	OMAKBKMK_00483	glcB	Cluster_14488
Operon321	OMAKBKMK_00484	cqsS	Cluster_65657
Operon322	OMAKBKMK_00485	Unknown_Gene	Cluster_65657
Operon322	OMAKBKMK_00486	dinG_1	Cluster_65657
Operon323	OMAKBKMK_00487	fecI_1	Cluster_76725
Operon323	OMAKBKMK_00488	fecR_1	Cluster_76725
Operon324	OMAKBKMK_00489	fhuA_1	Cluster_77692
Operon325	OMAKBKMK_00490	Unknown_Gene	Cluster_3582
Operon326	OMAKBKMK_00491	Unknown_Gene	Cluster_3582
Operon327	OMAKBKMK_00492	Unknown_Gene	Cluster_141347
Operon328	OMAKBKMK_00493	kdkA	Cluster_71832
Operon328	OMAKBKMK_00494	Unknown_Gene	Cluster_71832
Operon328	OMAKBKMK_00495	Unknown_Gene	Cluster_71832
Operon328	OMAKBKMK_00496	rfaP	Cluster_71832
Operon328	OMAKBKMK_00497	rfaG	Cluster_71832
Operon328	OMAKBKMK_00498	rfaC	Cluster_71832
Operon328	OMAKBKMK_00499	rfaF	Cluster_71832
Operon329	OMAKBKMK_00500	glnE	Cluster_20506
Operon330	OMAKBKMK_00501	aceE	Cluster_20506
Operon330	OMAKBKMK_00502	aceF	Cluster_20506
Operon331	OMAKBKMK_00503	Unknown_Gene	Cluster_22799
Operon332	OMAKBKMK_00504	msrA	Cluster_113534
Operon332	OMAKBKMK_00505	yibF	Cluster_113534
Operon333	OMAKBKMK_00506	creD	Cluster_111337
Operon334	OMAKBKMK_00507	creC	Cluster_59896
Operon334	OMAKBKMK_00508	creB	Cluster_59896
Operon335	OMAKBKMK_00509	Unknown_Gene	Cluster_67250
Operon336	OMAKBKMK_00510	yihG	Cluster_67250
Operon337	OMAKBKMK_00511	Unknown_Gene	Cluster_66837
Operon338	OMAKBKMK_00512	Unknown_Gene	Cluster_17549
Operon338	OMAKBKMK_00513	Unknown_Gene	Cluster_17549
Operon339	OMAKBKMK_00514	Unknown_Gene	Cluster_17549
Operon340	OMAKBKMK_00515	Unknown_Gene	Cluster_109255
Operon341	OMAKBKMK_00516	fdhA_2	Cluster_37266
Operon342	OMAKBKMK_00517	purU_1	Cluster_78817
Operon342	OMAKBKMK_00518	soxG	Cluster_78817
Operon343	OMAKBKMK_00519	soxA_1	Cluster_28138
Operon343	OMAKBKMK_00520	soxD	Cluster_28138
Operon343	OMAKBKMK_00521	soxB	Cluster_28138
Operon343	OMAKBKMK_00522	glyA_1	Cluster_28138
Operon344	OMAKBKMK_00523	ltaE	Cluster_28138
Operon345	OMAKBKMK_00524	mcpH	Cluster_92347
Operon346	OMAKBKMK_00525	Unknown_Gene	Cluster_36841
Operon346	OMAKBKMK_00526	Unknown_Gene	Cluster_36841
Operon347	OMAKBKMK_00527	Unknown_Gene	Cluster_36841
Operon348	OMAKBKMK_00528	Unknown_Gene	Cluster_40598
Operon349	OMAKBKMK_00529	hcr	Cluster_51017
Operon350	OMAKBKMK_00530	Unknown_Gene	Cluster_51017
Operon351	OMAKBKMK_00531	Unknown_Gene	Cluster_19549
Operon352	OMAKBKMK_00532	Unknown_Gene	Cluster_56564
Operon352	OMAKBKMK_00533	fixB	Cluster_56564
Operon352	OMAKBKMK_00534	Unknown_Gene	Cluster_56564
Operon353	OMAKBKMK_00535	stcD	Cluster_133127
Operon353	OMAKBKMK_00536	Unknown_Gene	Cluster_133127
Operon354	OMAKBKMK_00537	Unknown_Gene	Cluster_34885
Operon355	OMAKBKMK_00538	Unknown_Gene	Cluster_34885
Operon356	OMAKBKMK_00539	Unknown_Gene	Cluster_91616
Operon357	OMAKBKMK_00540	Unknown_Gene	Cluster_136359
Operon358	OMAKBKMK_00541	cdhR_1	Cluster_84552
Operon359	OMAKBKMK_00542	Unknown_Gene	Cluster_84552
Operon360	OMAKBKMK_00543	kce	Cluster_74911
Operon360	OMAKBKMK_00544	lcdH_1	Cluster_74911
Operon360	OMAKBKMK_00545	lcdH_2	Cluster_74911
Operon361	OMAKBKMK_00546	Unknown_Gene	Cluster_42192
Operon362	OMAKBKMK_00547	cdhR_2	Cluster_19795
Operon363	OMAKBKMK_00548	tdcG	Cluster_15538
Operon364	OMAKBKMK_00549	Unknown_Gene	Cluster_15538
Operon365	OMAKBKMK_00550	opuAB	Cluster_128176
Operon365	OMAKBKMK_00551	btuD_2	Cluster_128176
Operon366	OMAKBKMK_00552	hisF	Cluster_109024
Operon366	OMAKBKMK_00553	hisA	Cluster_109024
Operon367	OMAKBKMK_00554	Unknown_Gene	Cluster_48207
Operon367	OMAKBKMK_00555	hisH	Cluster_48207
Operon367	OMAKBKMK_00556	hisB	Cluster_48207
Operon368	OMAKBKMK_00557	Unknown_Gene	Cluster_21962
Operon369	OMAKBKMK_00558	Unknown_Gene	Cluster_21962
Operon369	OMAKBKMK_00559	mutY	Cluster_21962
Operon369	OMAKBKMK_00560	Unknown_Gene	Cluster_21962
Operon370	OMAKBKMK_00561	Unknown_Gene	Cluster_122602
Operon371	OMAKBKMK_00562	ppk2	Cluster_63315
Operon372	OMAKBKMK_00563	Unknown_Gene	Cluster_102213
Operon373	OMAKBKMK_00564	gabP_1	Cluster_5868
Operon374	OMAKBKMK_00565	occP	Cluster_5868
Operon374	OMAKBKMK_00566	artJ	Cluster_5868
Operon375	OMAKBKMK_00567	artQ	Cluster_150275
Operon375	OMAKBKMK_00568	occM_1	Cluster_150275
Operon376	OMAKBKMK_00569	Unknown_Gene	Cluster_127511
Operon377	OMAKBKMK_00570	Unknown_Gene	Cluster_18581
Operon377	OMAKBKMK_00571	Unknown_Gene	Cluster_18581
Operon378	OMAKBKMK_00572	Unknown_Gene	Cluster_109744
Operon379	OMAKBKMK_00573	Unknown_Gene	Cluster_18495
Operon380	OMAKBKMK_00574	Unknown_Gene	Cluster_83351
Operon381	OMAKBKMK_00575	Unknown_Gene	Cluster_9247
Operon382	OMAKBKMK_00576	Unknown_Gene	Cluster_9247
Operon383	OMAKBKMK_00577	Unknown_Gene	Cluster_118337
Operon384	OMAKBKMK_00578	intA_1	Cluster_76343
Operon385	OMAKBKMK_00579	Unknown_Gene	Cluster_707
Operon385	OMAKBKMK_00580	Unknown_Gene	Cluster_707
Operon386	OMAKBKMK_00581	Unknown_Gene	Cluster_58418
Operon386	OMAKBKMK_00582	Unknown_Gene	Cluster_58418
Operon387	OMAKBKMK_00583	Unknown_Gene	Cluster_53068
Operon387	OMAKBKMK_00584	higB-2	Cluster_53068
Operon388	OMAKBKMK_00585	Unknown_Gene	Cluster_53068
Operon389	OMAKBKMK_00586	Unknown_Gene	Cluster_20112
Operon390	OMAKBKMK_00587	Unknown_Gene	Cluster_97448
Operon391	OMAKBKMK_00588	Unknown_Gene	Cluster_81210
Operon392	OMAKBKMK_00589	oprD_1	Cluster_16509
Operon393	OMAKBKMK_00590	Unknown_Gene	Cluster_67719
Operon394	OMAKBKMK_00591	aguA	Cluster_81821
Operon395	OMAKBKMK_00592	argD_2	Cluster_63311
Operon396	OMAKBKMK_00593	rmlC_2	Cluster_63311
Operon396	OMAKBKMK_00594	rmlD_1	Cluster_63311
Operon396	OMAKBKMK_00595	dctB_1	Cluster_63311
Operon396	OMAKBKMK_00596	dctD_1	Cluster_63311
Operon396	OMAKBKMK_00597	Unknown_Gene	Cluster_63311
Operon397	OMAKBKMK_00598	cysQ	Cluster_142265
Operon397	OMAKBKMK_00599	nudE	Cluster_142265
Operon398	OMAKBKMK_00600	yrfG	Cluster_142265
Operon399	OMAKBKMK_00601	kbp	Cluster_62882
Operon400	OMAKBKMK_00602	fdhD	Cluster_62882
Operon400	OMAKBKMK_00603	ydeP_1	Cluster_62882
Operon401	OMAKBKMK_00604	Unknown_Gene	Cluster_54457
Operon402	OMAKBKMK_00605	Unknown_Gene	Cluster_101888
Operon403	OMAKBKMK_00606	Unknown_Gene	Cluster_101888
Operon403	OMAKBKMK_00607	Unknown_Gene	Cluster_101888
Operon404	OMAKBKMK_00608	pckA	Cluster_67761
Operon405	OMAKBKMK_00609	hslO	Cluster_101421
Operon406	OMAKBKMK_00610	lpxT	Cluster_101421
Operon407	OMAKBKMK_00611	hslR	Cluster_110498
Operon408	OMAKBKMK_00612	Unknown_Gene	Cluster_110498
Operon408	OMAKBKMK_00613	rimK	Cluster_110498
Operon409	OMAKBKMK_00614	envZ	Cluster_49935
Operon409	OMAKBKMK_00615	ompR_1	Cluster_49935
Operon410	OMAKBKMK_00616	yhgF	Cluster_49935
Operon410	OMAKBKMK_00617	paaI	Cluster_49935
Operon411	OMAKBKMK_00618	gshA	Cluster_81151
Operon411	OMAKBKMK_00619	Unknown_Gene	Cluster_81151
Operon412	OMAKBKMK_00620	Unknown_Gene	Cluster_158192
Operon412	OMAKBKMK_00621	ssuB_1	Cluster_158192
Operon412	OMAKBKMK_00622	ssuC_1	Cluster_158192
Operon412	OMAKBKMK_00623	ssuD	Cluster_158192
Operon413	OMAKBKMK_00624	ssuA	Cluster_19347
Operon414	OMAKBKMK_00625	Unknown_Gene	Cluster_75140
Operon415	OMAKBKMK_00626	oprD_2	Cluster_11590
Operon416	OMAKBKMK_00627	tauA	Cluster_11590
Operon416	OMAKBKMK_00628	tauB	Cluster_11590
Operon416	OMAKBKMK_00629	ssuC_2	Cluster_11590
Operon417	OMAKBKMK_00630	tauD_1	Cluster_152505
Operon418	OMAKBKMK_00631	betT2	Cluster_56203
Operon419	OMAKBKMK_00632	Unknown_Gene	Cluster_37596
Operon420	OMAKBKMK_00633	fliY_1	Cluster_37596
Operon420	OMAKBKMK_00634	yecS_1	Cluster_37596
Operon420	OMAKBKMK_00635	tcyC	Cluster_37596
Operon421	OMAKBKMK_00636	Unknown_Gene	Cluster_85258
Operon422	OMAKBKMK_00637	Unknown_Gene	Cluster_85258
Operon423	OMAKBKMK_00638	Unknown_Gene	Cluster_88854
Operon424	OMAKBKMK_00639	Unknown_Gene	Cluster_91305
Operon425	OMAKBKMK_00640	davT	Cluster_65822
Operon426	OMAKBKMK_00641	davD	Cluster_25737
Operon427	OMAKBKMK_00642	Unknown_Gene	Cluster_25737
Operon428	OMAKBKMK_00643	Unknown_Gene	Cluster_124749
Operon429	OMAKBKMK_00644	gcvP_1	Cluster_95334
Operon430	OMAKBKMK_00645	gcvH_1	Cluster_153605
Operon430	OMAKBKMK_00646	gcvT_1	Cluster_153605
Operon431	OMAKBKMK_00647	Unknown_Gene	Cluster_124038
Operon432	OMAKBKMK_00648	Unknown_Gene	Cluster_80491
Operon433	OMAKBKMK_00649	ubiI	Cluster_85864
Operon433	OMAKBKMK_00650	Unknown_Gene	Cluster_85864
Operon433	OMAKBKMK_00651	ubiH	Cluster_85864
Operon433	OMAKBKMK_00652	pepP	Cluster_85864
Operon433	OMAKBKMK_00653	Unknown_Gene	Cluster_85864
Operon434	OMAKBKMK_00654	Unknown_Gene	Cluster_85864
Operon434	OMAKBKMK_00655	zapA	Cluster_85864
Operon435	OMAKBKMK_00656	ygfA	Cluster_37038
Operon436	OMAKBKMK_00657	Unknown_Gene	Cluster_68979
Operon437	OMAKBKMK_00658	Unknown_Gene	Cluster_68979
Operon438	OMAKBKMK_00659	Unknown_Gene	Cluster_80159
Operon439	OMAKBKMK_00660	Unknown_Gene	Cluster_80159
Operon440	OMAKBKMK_00661	chaC	Cluster_44660
Operon441	OMAKBKMK_00662	ascD	Cluster_58386
Operon441	OMAKBKMK_00663	ubiD	Cluster_58386
Operon442	OMAKBKMK_00664	rho	Cluster_49388
Operon443	OMAKBKMK_00665	trxA	Cluster_45275
Operon444	OMAKBKMK_00666	ppx	Cluster_45275
Operon445	OMAKBKMK_00667	ppk	Cluster_49076
Operon446	OMAKBKMK_00668	Unknown_Gene	Cluster_49076
Operon447	OMAKBKMK_00669	Unknown_Gene	Cluster_107849
Operon448	OMAKBKMK_00670	elbB	Cluster_107849
Operon449	OMAKBKMK_00671	Unknown_Gene	Cluster_63972
Operon450	OMAKBKMK_00672	Unknown_Gene	Cluster_10348
Operon450	OMAKBKMK_00673	Unknown_Gene	Cluster_10348
Operon451	OMAKBKMK_00674	Unknown_Gene	Cluster_10348
Operon452	OMAKBKMK_00675	Unknown_Gene	Cluster_117408
Operon453	OMAKBKMK_00676	oprM_1	Cluster_115681
Operon453	OMAKBKMK_00677	aaeA_1	Cluster_115681
Operon453	OMAKBKMK_00678	Unknown_Gene	Cluster_115681
Operon453	OMAKBKMK_00679	aaeB_1	Cluster_115681
Operon453	OMAKBKMK_00680	slyA_1	Cluster_115681
Operon454	OMAKBKMK_00681	Unknown_Gene	Cluster_57348
Operon455	OMAKBKMK_00682	Unknown_Gene	Cluster_57348
Operon456	OMAKBKMK_00683	Unknown_Gene	Cluster_53298
Operon456	OMAKBKMK_00684	nrtD	Cluster_53298
Operon456	OMAKBKMK_00685	Unknown_Gene	Cluster_53298
Operon456	OMAKBKMK_00686	tauD_2	Cluster_53298
Operon457	OMAKBKMK_00687	Unknown_Gene	Cluster_80131
Operon458	OMAKBKMK_00688	Unknown_Gene	Cluster_24405
Operon459	OMAKBKMK_00689	bepC_1	Cluster_24405
Operon459	OMAKBKMK_00690	apxIB_1	Cluster_24405
Operon459	OMAKBKMK_00691	prsE_2	Cluster_24405
Operon460	OMAKBKMK_00692	Unknown_Gene	Cluster_52379
Operon460	OMAKBKMK_00693	Unknown_Gene	Cluster_52379
Operon461	OMAKBKMK_00694	Unknown_Gene	Cluster_52379
Operon462	OMAKBKMK_00695	Unknown_Gene	Cluster_106255
Operon463	OMAKBKMK_00696	Unknown_Gene	Cluster_92843
Operon464	OMAKBKMK_00697	Unknown_Gene	Cluster_43022
Operon465	OMAKBKMK_00698	Unknown_Gene	Cluster_125229
Operon465	OMAKBKMK_00699	Unknown_Gene	Cluster_125229
Operon466	OMAKBKMK_00700	Unknown_Gene	Cluster_14354
Operon467	OMAKBKMK_00701	Unknown_Gene	Cluster_90228
Operon468	OMAKBKMK_00702	Unknown_Gene	Cluster_28578
Operon469	OMAKBKMK_00703	Unknown_Gene	Cluster_7980
Operon470	OMAKBKMK_00704	uctC_1	Cluster_76929
Operon470	OMAKBKMK_00705	mmgC_1	Cluster_76929
Operon471	OMAKBKMK_00706	gcvA_1	Cluster_76929
Operon472	OMAKBKMK_00707	pntAA	Cluster_17986
Operon472	OMAKBKMK_00708	Unknown_Gene	Cluster_17986
Operon472	OMAKBKMK_00709	pntB	Cluster_17986
Operon473	OMAKBKMK_00710	cat1	Cluster_64623
Operon474	OMAKBKMK_00711	Unknown_Gene	Cluster_21161
Operon475	OMAKBKMK_00712	Unknown_Gene	Cluster_29362
Operon476	OMAKBKMK_00713	Unknown_Gene	Cluster_128842
Operon476	OMAKBKMK_00714	Unknown_Gene	Cluster_128842
Operon476	OMAKBKMK_00715	Unknown_Gene	Cluster_128842
Operon477	OMAKBKMK_00716	Unknown_Gene	Cluster_37097
Operon478	OMAKBKMK_00717	citN_1	Cluster_37097
Operon479	OMAKBKMK_00718	Unknown_Gene	Cluster_135998
Operon480	OMAKBKMK_00719	Unknown_Gene	Cluster_49873
Operon480	OMAKBKMK_00720	Unknown_Gene	Cluster_49873
Operon481	OMAKBKMK_00721	Unknown_Gene	Cluster_124006
Operon482	OMAKBKMK_00722	Unknown_Gene	Cluster_99503
Operon482	OMAKBKMK_00723	mkl	Cluster_99503
Operon482	OMAKBKMK_00724	Unknown_Gene	Cluster_99503
Operon482	OMAKBKMK_00725	Unknown_Gene	Cluster_99503
Operon483	OMAKBKMK_00726	Unknown_Gene	Cluster_82363
Operon484	OMAKBKMK_00727	gltP	Cluster_3525
Operon485	OMAKBKMK_00728	ivy	Cluster_149228
Operon485	OMAKBKMK_00729	Unknown_Gene	Cluster_149228
Operon486	OMAKBKMK_00730	Unknown_Gene	Cluster_69684
Operon487	OMAKBKMK_00731	Unknown_Gene	Cluster_55867
Operon488	OMAKBKMK_00732	algB	Cluster_55867
Operon488	OMAKBKMK_00733	kinB	Cluster_55867
Operon489	OMAKBKMK_00734	pdeB	Cluster_126148
Operon490	OMAKBKMK_00735	amiD	Cluster_142118
Operon491	OMAKBKMK_00736	Unknown_Gene	Cluster_119097
Operon492	OMAKBKMK_00737	Unknown_Gene	Cluster_73372
Operon492	OMAKBKMK_00738	dsbA	Cluster_73372
Operon493	OMAKBKMK_00739	cc4	Cluster_166490
Operon493	OMAKBKMK_00740	Unknown_Gene	Cluster_166490
Operon494	OMAKBKMK_00741	engB	Cluster_100170
Operon495	OMAKBKMK_00742	polA	Cluster_134370
Operon496	OMAKBKMK_00743	Unknown_Gene	Cluster_134370
Operon497	OMAKBKMK_00744	thrB	Cluster_137622
Operon498	OMAKBKMK_00745	znuA	Cluster_141086
Operon499	OMAKBKMK_00746	zur	Cluster_141086
Operon499	OMAKBKMK_00747	znuC	Cluster_141086
Operon499	OMAKBKMK_00748	znuB_1	Cluster_141086
Operon500	OMAKBKMK_00749	Unknown_Gene	Cluster_96659
Operon501	OMAKBKMK_00750	katE	Cluster_50368
Operon502	OMAKBKMK_00751	metN	Cluster_50368
Operon502	OMAKBKMK_00752	metP	Cluster_50368
Operon503	OMAKBKMK_00753	Unknown_Gene	Cluster_139670
Operon504	OMAKBKMK_00754	gabR_1	Cluster_124775
Operon505	OMAKBKMK_00755	paiB	Cluster_124775
Operon505	OMAKBKMK_00756	Unknown_Gene	Cluster_124775
Operon505	OMAKBKMK_00757	Unknown_Gene	Cluster_124775
Operon506	OMAKBKMK_00758	mmuM	Cluster_112761
Operon507	OMAKBKMK_00759	fliY_2	Cluster_112761
Operon507	OMAKBKMK_00760	Unknown_Gene	Cluster_112761
Operon508	OMAKBKMK_00761	oadA	Cluster_118448
Operon509	OMAKBKMK_00762	cfiB	Cluster_63619
Operon510	OMAKBKMK_00763	cmpR_2	Cluster_63619
Operon511	OMAKBKMK_00764	Unknown_Gene	Cluster_107842
Operon512	OMAKBKMK_00765	hexR_1	Cluster_114092
Operon513	OMAKBKMK_00766	zwf_1	Cluster_114092
Operon514	OMAKBKMK_00767	uvrD	Cluster_119132
Operon515	OMAKBKMK_00768	Unknown_Gene	Cluster_103310
Operon516	OMAKBKMK_00769	Unknown_Gene	Cluster_107142
Operon517	OMAKBKMK_00770	kefB	Cluster_28709
Operon518	OMAKBKMK_00771	Unknown_Gene	Cluster_28709
Operon519	OMAKBKMK_00772	pdxY	Cluster_102158
Operon520	OMAKBKMK_00773	Unknown_Gene	Cluster_102158
Operon521	OMAKBKMK_00774	yeiR	Cluster_162026
Operon521	OMAKBKMK_00775	Unknown_Gene	Cluster_162026
Operon521	OMAKBKMK_00776	yciC	Cluster_162026
Operon522	OMAKBKMK_00777	Unknown_Gene	Cluster_106654
Operon522	OMAKBKMK_00778	folE2	Cluster_106654
Operon523	OMAKBKMK_00779	Unknown_Gene	Cluster_96498
Operon524	OMAKBKMK_00780	clsA	Cluster_96498
Operon525	OMAKBKMK_00781	COQ3_1	Cluster_59278
Operon526	OMAKBKMK_00782	lpd3	Cluster_59278
Operon527	OMAKBKMK_00783	gcvA_2	Cluster_58527
Operon528	OMAKBKMK_00784	Unknown_Gene	Cluster_19165
Operon529	OMAKBKMK_00785	yeaW	Cluster_19165
Operon529	OMAKBKMK_00786	gbsA_1	Cluster_19165
Operon529	OMAKBKMK_00787	rubB	Cluster_19165
Operon529	OMAKBKMK_00788	puuB_1	Cluster_19165
Operon529	OMAKBKMK_00789	eutQ	Cluster_19165
Operon529	OMAKBKMK_00790	ycaD_1	Cluster_19165
Operon530	OMAKBKMK_00791	arsR1	Cluster_21445
Operon531	OMAKBKMK_00792	arsH	Cluster_107167
Operon532	OMAKBKMK_00793	gap3	Cluster_102232
Operon532	OMAKBKMK_00794	Unknown_Gene	Cluster_102232
Operon533	OMAKBKMK_00795	Unknown_Gene	Cluster_105387
Operon534	OMAKBKMK_00796	dctA2_3	Cluster_115967
Operon535	OMAKBKMK_00797	tarD	Cluster_118002
Operon536	OMAKBKMK_00798	yjiE_1	Cluster_118002
Operon537	OMAKBKMK_00799	glmS	Cluster_54469
Operon537	OMAKBKMK_00800	srlR	Cluster_54469
Operon538	OMAKBKMK_00801	glmU	Cluster_100310
Operon539	OMAKBKMK_00802	atpC	Cluster_158281
Operon539	OMAKBKMK_00803	atpD	Cluster_158281
Operon539	OMAKBKMK_00804	atpG	Cluster_158281
Operon539	OMAKBKMK_00805	atpA	Cluster_158281
Operon539	OMAKBKMK_00806	atpH_1	Cluster_158281
Operon539	OMAKBKMK_00807	atpF	Cluster_158281
Operon540	OMAKBKMK_00808	atpH_2	Cluster_85917
Operon541	OMAKBKMK_00809	atpB	Cluster_83980
Operon541	OMAKBKMK_00810	Unknown_Gene	Cluster_83980
Operon542	OMAKBKMK_00811	parB	Cluster_10799
Operon542	OMAKBKMK_00812	parA	Cluster_10799
Operon542	OMAKBKMK_00813	rsmG	Cluster_10799
Operon542	OMAKBKMK_00814	mnmG	Cluster_10799
Operon543	OMAKBKMK_00815	mnmE	Cluster_124059
Operon544	OMAKBKMK_00816	yidC	Cluster_45519
Operon545	OMAKBKMK_00817	rnpA	Cluster_7733
Operon545	OMAKBKMK_00818	rpmH	Cluster_7733
Operon546	OMAKBKMK_00819	dnaA	Cluster_7733
Operon546	OMAKBKMK_00820	dnaN	Cluster_7733
Operon546	OMAKBKMK_00821	recF	Cluster_7733
Operon546	OMAKBKMK_00822	gyrB	Cluster_7733
Operon547	OMAKBKMK_00823	Unknown_Gene	Cluster_106446
Operon548	OMAKBKMK_00824	Unknown_Gene	Cluster_93228
Operon549	OMAKBKMK_00825	norR_1	Cluster_44071
Operon550	OMAKBKMK_00826	Unknown_Gene	Cluster_44071
Operon550	OMAKBKMK_00827	Unknown_Gene	Cluster_44071
Operon550	OMAKBKMK_00828	Unknown_Gene	Cluster_44071
Operon551	OMAKBKMK_00829	gltR_1	Cluster_98422
Operon552	OMAKBKMK_00830	alkJ	Cluster_98422
Operon553	OMAKBKMK_00831	nanT_1	Cluster_118221
Operon554	OMAKBKMK_00832	Unknown_Gene	Cluster_145708
Operon555	OMAKBKMK_00833	gmhB	Cluster_126047
Operon555	OMAKBKMK_00834	glyS	Cluster_126047
Operon555	OMAKBKMK_00835	glyQ	Cluster_126047
Operon556	OMAKBKMK_00836	tag	Cluster_126047
Operon556	OMAKBKMK_00837	lpxP	Cluster_126047
Operon557	OMAKBKMK_00838	Unknown_Gene	Cluster_144713
Operon557	OMAKBKMK_00839	trkA	Cluster_144713
Operon557	OMAKBKMK_00840	rsmB	Cluster_144713
Operon557	OMAKBKMK_00841	fmt	Cluster_144713
Operon558	OMAKBKMK_00842	def_1	Cluster_57245
Operon559	OMAKBKMK_00843	Unknown_Gene	Cluster_57245
Operon559	OMAKBKMK_00844	tsaC	Cluster_57245
Operon560	OMAKBKMK_00845	Unknown_Gene	Cluster_20563
Operon561	OMAKBKMK_00846	qorA_1	Cluster_92508
Operon562	OMAKBKMK_00847	hemF	Cluster_92508
Operon562	OMAKBKMK_00848	aroE_1	Cluster_92508
Operon563	OMAKBKMK_00849	dauA_1	Cluster_119845
Operon564	OMAKBKMK_00850	Unknown_Gene	Cluster_110624
Operon564	OMAKBKMK_00851	betC	Cluster_110624
Operon565	OMAKBKMK_00852	gcvA_3	Cluster_110624
Operon566	OMAKBKMK_00853	Unknown_Gene	Cluster_151825
Operon567	OMAKBKMK_00854	Unknown_Gene	Cluster_151825
Operon568	OMAKBKMK_00855	trpA	Cluster_109067
Operon568	OMAKBKMK_00856	trpB	Cluster_109067
Operon569	OMAKBKMK_00857	trpI	Cluster_109067
Operon570	OMAKBKMK_00858	yqjD_1	Cluster_83547
Operon571	OMAKBKMK_00859	Unknown_Gene	Cluster_83547
Operon572	OMAKBKMK_00860	Unknown_Gene	Cluster_115639
Operon573	OMAKBKMK_00861	limB	Cluster_81212
Operon574	OMAKBKMK_00862	osmC	Cluster_81212
Operon575	OMAKBKMK_00863	Unknown_Gene	Cluster_135962
Operon576	OMAKBKMK_00864	Unknown_Gene	Cluster_150273
Operon577	OMAKBKMK_00865	Unknown_Gene	Cluster_140747
Operon578	OMAKBKMK_00866	Unknown_Gene	Cluster_140747
Operon579	OMAKBKMK_00867	Unknown_Gene	Cluster_115441
Operon579	OMAKBKMK_00868	yrdA_1	Cluster_115441
Operon580	OMAKBKMK_00869	prlC_1	Cluster_115441
Operon580	OMAKBKMK_00870	Unknown_Gene	Cluster_115441
Operon581	OMAKBKMK_00871	prlC_2	Cluster_117061
Operon582	OMAKBKMK_00872	Unknown_Gene	Cluster_142109
Operon583	OMAKBKMK_00873	Unknown_Gene	Cluster_8615
Operon583	OMAKBKMK_00874	Unknown_Gene	Cluster_8615
